Local time in Kolkata / Dum Dum (airport),T,P0,P,U,DD,Ff,ff10,WW,W'W',c,VV,Td,
05.04.2020 14:00,37.0,756.6,756.9,31,Wind blowing from the north-west,3,,,,Few clouds (10-30%) 600 m  broken clouds (60-90%) 3000 m,6.0,17.0,
05.04.2020 13:30,36.0,756.6,756.9,32,Wind blowing from the north,3,,Haze,,Few clouds (10-30%) 600 m  broken clouds (60-90%) 3000 m,5.0,17.0,
05.04.2020 13:00,36.0,757.4,757.7,34,Wind blowing from the north,4,,Haze,,Few clouds (10-30%) 600 m  broken clouds (60-90%) 3000 m,5.0,18.0,
05.04.2020 12:30,36.0,757.4,757.7,37,Wind blowing from the north,4,,Haze,,Few clouds (10-30%) 600 m  broken clouds (60-90%) 3000 m,5.0,19.0,
05.04.2020 12:00,35.0,757.9,758.2,39,Wind blowing from the north-west,3,,Haze,,Few clouds (10-30%) 600 m  broken clouds (60-90%) 3000 m,5.0,19.0,
05.04.2020 11:30,35.0,757.9,758.2,41,Wind blowing from the north,3,,Haze,,Few clouds (10-30%) 600 m  broken clouds (60-90%) 3000 m,5.0,20.0,
05.04.2020 11:00,34.0,758.7,759.0,49,Wind blowing from the north-west,3,,Haze,,Few clouds (10-30%) 600 m  broken clouds (60-90%) 3000 m,4.5,22.0,
05.04.2020 10:30,33.0,758.7,759.0,56,Wind blowing from the west-northwest,3,,Haze,,Few clouds (10-30%) 600 m  broken clouds (60-90%) 3000 m,4.5,23.0,
05.04.2020 10:00,33.0,758.7,759.0,59,Wind blowing from the north-northwest,3,,Haze,,Few clouds (10-30%) 600 m  broken clouds (60-90%) 3000 m,4.0,24.0,
05.04.2020 09:30,32.0,758.7,759.0,63,Wind blowing from the west-northwest,2,,Haze,,Few clouds (10-30%) 600 m  broken clouds (60-90%) 3000 m,3.8,24.0,
05.04.2020 09:00,31.0,758.7,759.0,66,Wind blowing from the west,2,,Haze,,Few clouds (10-30%) 600 m  broken clouds (60-90%) 3000 m,3.5,24.0,
05.04.2020 08:30,31.0,758.7,759.0,66,Wind blowing from the west,2,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.5,24.0,
05.04.2020 08:00,30.0,758.7,759.0,75,Wind blowing from the west-southwest,1,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.0,25.0,
05.04.2020 07:30,29.0,758.7,759.0,79,Wind blowing from the west-southwest,2,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,2.8,25.0,
05.04.2020 07:00,28.0,757.9,758.2,79,Calm  no wind,0,,Haze,,Few clouds (10-30%) 3000 m,2.8,24.0,
05.04.2020 06:30,28.0,757.9,758.2,84,Wind blowing from the west-northwest,1,,Haze,,Few clouds (10-30%) 3000 m,2.8,25.0,
05.04.2020 06:00,28.0,757.4,757.7,84,Calm  no wind,0,,Haze,,Few clouds (10-30%) 3000 m,2.8,25.0,
05.04.2020 05:30,28.0,757.4,757.7,84,Wind blowing from the west,2,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.2,25.0,
05.04.2020 04:30,28.0,756.6,756.9,89,Wind blowing from the west,2,,Haze,,Scattered clouds (40-50%) 540 m  scattered clouds (40-50%) 3000 m,3.2,26.0,
05.04.2020 04:00,28.0,756.6,756.9,89,Wind blowing from the west,2,,Haze,,Scattered clouds (40-50%) 540 m  scattered clouds (40-50%) 3000 m,3.2,26.0,
05.04.2020 03:30,28.0,756.6,756.9,94,Wind blowing from the west,2,,Haze,,Scattered clouds (40-50%) 540 m  scattered clouds (40-50%) 3000 m,3.2,27.0,
05.04.2020 03:00,28.0,756.6,756.9,94,Wind blowing from the west-southwest,2,,Haze,,Scattered clouds (40-50%) 540 m  scattered clouds (40-50%) 3000 m,3.2,27.0,
05.04.2020 02:30,28.0,756.6,756.9,94,Wind blowing from the south-west,3,,Haze,,Scattered clouds (40-50%) 540 m  scattered clouds (40-50%) 3000 m,3.2,27.0,
05.04.2020 02:00,28.0,756.6,756.9,94,Wind blowing from the south-southeast,2,,Haze,,Scattered clouds (40-50%) 540 m  scattered clouds (40-50%) 3000 m,3.2,27.0,
05.04.2020 01:30,28.0,757.4,757.7,94,Wind blowing from the south-southeast,2,,Haze,,Scattered clouds (40-50%) 540 m  scattered clouds (40-50%) 3000 m,3.2,27.0,
05.04.2020 01:00,28.0,757.4,757.7,94,Wind blowing from the south,3,,Haze,,Scattered clouds (40-50%) 540 m  scattered clouds (40-50%) 3000 m,3.2,27.0,
05.04.2020 00:30,29.0,757.4,757.7,89,Wind blowing from the south-southeast,4,,Haze,,Scattered clouds (40-50%) 540 m  scattered clouds (40-50%) 3000 m,3.5,27.0,
05.04.2020 00:00,29.0,757.4,757.7,89,Wind blowing from the south-southeast,2,,Haze,,Scattered clouds (40-50%) 540 m  scattered clouds (40-50%) 3000 m,3.5,27.0,
04.04.2020 23:30,29.0,757.4,757.7,84,Wind blowing from the south,3,,Haze,,Scattered clouds (40-50%) 540 m  scattered clouds (40-50%) 3000 m,3.5,26.0,
04.04.2020 23:00,29.0,757.4,757.7,84,Wind blowing from the south-southeast,2,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.5,26.0,
04.04.2020 22:30,30.0,757.4,757.7,79,Wind blowing from the south,3,,Haze,,Scattered clouds (40-50%) 3000 m,3.5,26.0,
04.04.2020 22:00,30.0,757.9,758.2,70,Wind blowing from the south-southwest,4,,Haze,,Few clouds (10-30%) 3000 m,3.5,24.0,
04.04.2020 21:30,30.0,757.4,757.7,70,Wind blowing from the south-southwest,3,,Haze,,Few clouds (10-30%) 3000 m,3.5,24.0,
04.04.2020 21:00,30.0,757.4,757.7,70,Wind blowing from the south,3,,Haze,,Few clouds (10-30%) 3000 m,3.5,24.0,
04.04.2020 20:30,30.0,757.4,757.7,66,Wind blowing from the south-southeast,3,,Haze,,Few clouds (10-30%) 3000 m,3.5,23.0,
04.04.2020 20:00,31.0,757.4,757.7,59,Wind blowing from the south-southeast,2,,Haze,,Few clouds (10-30%) 3000 m,3.5,22.0,
04.04.2020 19:30,31.0,756.6,756.9,55,Calm  no wind,0,,Haze,,Few clouds (10-30%) 3000 m,3.5,21.0,
04.04.2020 19:00,33.0,756.6,756.9,49,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 3000 m,3.5,21.0,
04.04.2020 18:30,33.0,755.9,756.2,49,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 3000 m,3.5,21.0,
04.04.2020 18:00,34.0,755.9,756.2,47,Calm  no wind,0,,Haze,,Few clouds (10-30%) 3000 m,3.8,21.0,
04.04.2020 17:30,35.0,755.9,756.2,44,Calm  no wind,0,,Haze,,Few clouds (10-30%) 3000 m,3.8,21.0,
04.04.2020 17:00,35.0,755.9,756.2,41,Wind blowing from the south-east,2,,Haze,,Few clouds (10-30%) 3000 m,3.8,20.0,
04.04.2020 16:30,36.0,755.9,756.2,39,Wind blowing from the east-southeast,2,,Haze,,Few clouds (10-30%) 3000 m,3.8,20.0,
04.04.2020 16:00,36.0,755.9,756.2,34,Wind blowing from the east-southeast,2,,Haze,,Scattered clouds (40-50%) 600 m,4.0,18.0,
04.04.2020 15:30,36.0,755.9,756.2,34,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 600 m,4.0,18.0,
04.04.2020 15:00,36.0,755.9,756.2,34,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,4.0,18.0,
04.04.2020 14:30,37.0,755.9,756.2,35,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,4.5,19.0,
04.04.2020 14:00,37.0,756.6,756.9,35,Wind blowing from the east,2,,Haze,,Few clouds (10-30%) 600 m,4.2,19.0,
04.04.2020 13:30,37.0,757.4,757.7,35,Calm  no wind,0,,Haze,,Few clouds (10-30%) 3000 m,4.2,19.0,
04.04.2020 13:00,37.0,757.4,757.7,35,Calm  no wind,0,,Haze,,Few clouds (10-30%) 3000 m,4.0,19.0,
04.04.2020 12:30,36.0,757.4,757.7,34,Calm  no wind,0,,Haze,,Few clouds (10-30%) 3000 m,4.0,18.0,
04.04.2020 12:00,35.0,757.9,758.2,36,Wind blowing from the north,2,,Haze,,Few clouds (10-30%) 3000 m,4.0,18.0,
04.04.2020 11:30,34.0,758.7,759.0,34,Wind blowing from the north-east,3,,Haze,,Scattered clouds (40-50%) 3000 m,3.8,16.0,
04.04.2020 11:00,33.0,758.7,759.0,36,Wind blowing from the north-northeast,3,,Haze,,Few clouds (10-30%) 3000 m,3.8,16.0,
04.04.2020 10:30,33.0,758.7,759.0,36,Wind blowing from the north-northeast,3,,Haze,,Few clouds (10-30%) 3000 m,3.8,16.0,
04.04.2020 10:00,32.0,758.7,759.0,41,Wind blowing from the north-east,4,,Haze,,No Significant Clouds,3.5,17.0,
04.04.2020 09:30,31.0,758.7,759.0,46,Wind blowing from the north-northeast,4,,Haze,,No Significant Clouds,3.5,18.0,
04.04.2020 09:00,31.0,758.7,759.0,46,Wind blowing from the north-northeast,3,,Haze,,No Significant Clouds,3.5,18.0,
04.04.2020 08:30,30.0,758.7,759.0,52,Wind blowing from the north,3,,Haze,,No Significant Clouds,3.2,19.0,
04.04.2020 08:00,29.0,758.7,759.0,62,Wind blowing from the north,2,,Haze,,No Significant Clouds,3.2,21.0,
04.04.2020 07:30,28.0,757.9,758.2,66,Calm  no wind,0,,Haze,,No Significant Clouds,3.2,21.0,
04.04.2020 07:00,27.0,757.4,757.7,70,Wind blowing from the north,2,,Haze,,No Significant Clouds,3.2,21.0,
04.04.2020 06:30,26.0,757.4,757.7,74,Wind blowing from the north,2,,Haze,,No Significant Clouds,2.8,21.0,
04.04.2020 06:00,26.0,757.4,757.7,74,Wind blowing from the north-northwest,2,,Haze,,No Significant Clouds,2.8,21.0,
04.04.2020 05:30,25.0,757.4,757.7,79,Calm  no wind,0,,Haze,,No Significant Clouds,2.8,21.0,
04.04.2020 05:00,25.0,756.6,756.9,83,Wind blowing from the north-northwest,2,,Haze,,No Significant Clouds,3.2,22.0,
04.04.2020 04:30,26.0,756.6,756.9,79,Wind blowing from the north-northwest,2,,Haze,,No Significant Clouds,3.2,22.0,
04.04.2020 04:00,26.0,756.6,756.9,79,Wind blowing from the north-west,2,,Haze,,No Significant Clouds,3.2,22.0,
04.04.2020 03:30,27.0,756.6,756.9,74,Wind blowing from the north-west,2,,Haze,,No Significant Clouds,3.2,22.0,
04.04.2020 03:00,27.0,756.6,756.9,74,Wind blowing from the west-northwest,2,,Haze,,No Significant Clouds,3.2,22.0,
04.04.2020 02:30,28.0,756.6,756.9,74,Wind blowing from the west-northwest,2,,Haze,,No Significant Clouds,3.2,23.0,
04.04.2020 02:00,28.0,755.9,756.2,74,Wind blowing from the west,3,,Haze,,No Significant Clouds,3.2,23.0,
04.04.2020 01:30,28.0,756.6,756.9,74,Wind blowing from the west-southwest,3,,Haze,,No Significant Clouds,3.2,23.0,
04.04.2020 01:00,28.0,756.6,756.9,74,Wind blowing from the west-southwest,2,,Haze,,No Significant Clouds,3.2,23.0,
04.04.2020 00:30,28.0,756.6,756.9,74,Calm  no wind,0,,Haze,,No Significant Clouds,3.2,23.0,
04.04.2020 00:00,28.0,756.6,756.9,74,Calm  no wind,0,,Haze,,No Significant Clouds,3.2,23.0,
03.04.2020 23:30,28.0,756.6,756.9,74,Calm  no wind,0,,Haze,,No Significant Clouds,3.2,23.0,
03.04.2020 23:00,29.0,756.6,756.9,70,Calm  no wind,0,,Haze,,Few clouds (10-30%) 3000 m,3.2,23.0,
03.04.2020 22:30,29.0,756.6,756.9,70,Calm  no wind,0,,Haze,,Few clouds (10-30%) 3000 m,3.5,23.0,
03.04.2020 22:00,29.0,756.6,756.9,70,Calm  no wind,0,,Haze,,Few clouds (10-30%) 3000 m,3.5,23.0,
03.04.2020 21:30,29.0,756.6,756.9,70,Calm  no wind,0,,Haze,,Few clouds (10-30%) 3000 m,3.5,23.0,
03.04.2020 21:00,30.0,756.6,756.9,66,Calm  no wind,0,,Haze,,Few clouds (10-30%) 3000 m,3.5,23.0,
03.04.2020 20:30,31.0,755.9,756.2,62,Calm  no wind,0,,Haze,,Few clouds (10-30%) 3000 m,3.5,23.0,
03.04.2020 20:00,32.0,755.9,756.2,59,Wind blowing from the east,2,,Haze,,Few clouds (10-30%) 3000 m,3.5,23.0,
03.04.2020 19:30,32.0,755.1,755.4,59,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,3.5,23.0,
03.04.2020 19:00,33.0,755.1,755.4,52,Wind blowing from the north-west,2,,Haze,,Few clouds (10-30%) 600 m,3.5,22.0,
03.04.2020 18:30,33.0,754.3,754.6,52,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,3.5,22.0,
03.04.2020 18:00,34.0,754.3,754.6,56,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m  few clouds (10-30%) 900 m  cumulonimbus clouds,3.8,24.0,
03.04.2020 17:30,34.0,754.3,754.6,56,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m  few clouds (10-30%) 900 m  cumulonimbus clouds,3.8,24.0,
03.04.2020 17:00,35.0,754.3,754.6,53,Wind blowing from the north,2,,Haze,,Few clouds (10-30%) 3000 m,4.0,24.0,
03.04.2020 16:30,35.0,754.3,754.6,56,Wind blowing from the north-northwest,3,,Haze,,Few clouds (10-30%) 3000 m,4.0,25.0,
03.04.2020 16:00,35.0,754.3,754.6,56,Wind blowing from the north,4,,Haze,,Few clouds (10-30%) 3000 m,4.0,25.0,
03.04.2020 15:30,36.0,755.1,755.4,53,Wind blowing from the north,3,,Haze,,Few clouds (10-30%) 3000 m,4.2,25.0,
03.04.2020 15:00,36.0,755.1,755.4,53,Wind blowing from the north-northwest,3,,Haze,,Few clouds (10-30%) 600 m,4.2,25.0,
03.04.2020 14:30,36.0,755.9,756.2,53,Wind blowing from the north,4,,Haze,,Few clouds (10-30%) 600 m,4.2,25.0,
03.04.2020 14:00,36.0,755.9,756.2,53,Wind blowing from the north-west,4,,Haze,,Few clouds (10-30%) 600 m,4.2,25.0,
03.04.2020 13:30,36.0,755.9,756.2,53,Wind blowing from the north-northwest,3,,Haze,,Few clouds (10-30%) 600 m,4.2,25.0,
03.04.2020 13:00,36.0,755.9,756.2,53,Wind blowing from the north,4,,Haze,,Few clouds (10-30%) 600 m,4.2,25.0,
03.04.2020 12:30,35.0,756.6,756.9,60,Wind blowing from the north-northwest,3,,Haze,,No Significant Clouds,4.0,26.0,
03.04.2020 12:00,35.0,756.6,756.9,60,Wind blowing from the north,3,,Haze,,No Significant Clouds,4.0,26.0,
03.04.2020 11:30,35.0,757.4,757.7,60,Wind blowing from the north-northwest,4,,Haze,,Few clouds (10-30%) 600 m,3.7,26.0,
03.04.2020 11:00,34.0,757.4,757.7,56,Wind blowing from the north,3,,Haze,,Scattered clouds (40-50%) 600 m,3.5,24.0,
03.04.2020 10:30,33.0,757.4,757.7,67,Wind blowing from the north,3,,Haze,,Scattered clouds (40-50%) 600 m,3.5,26.0,
03.04.2020 10:00,33.0,757.4,757.7,67,Wind blowing from the north,3,,Haze,,Scattered clouds (40-50%) 600 m,3.2,26.0,
03.04.2020 09:30,32.0,757.4,757.7,67,Wind blowing from the north-northwest,2,,Haze,,Scattered clouds (40-50%) 600 m,3.2,25.0,
03.04.2020 09:00,31.0,757.4,757.7,79,Wind blowing from the west-northwest,2,,Haze,,Scattered clouds (40-50%) 3000 m,3.0,27.0,
03.04.2020 08:30,30.0,757.4,757.7,84,Wind blowing from the north-northwest,2,,Haze,,Scattered clouds (40-50%) 3000 m,3.0,27.0,
03.04.2020 08:00,29.0,757.4,757.7,89,Wind blowing from the south-southwest,2,,Haze,,Scattered clouds (40-50%) 3000 m,2.8,27.0,
03.04.2020 07:30,28.0,756.6,756.9,94,Wind blowing from the south-east,1,,Haze,,Scattered clouds (40-50%) 3000 m,2.6,27.0,
03.04.2020 07:00,27.0,756.6,756.9,94,Wind blowing from the east-southeast,2,,Mist,,Few clouds (10-30%) 3000 m,2.2,26.0,
03.04.2020 06:30,27.0,756.6,756.9,89,Calm  no wind,0,,Mist,,Few clouds (10-30%) 600 m,2.0,25.0,
03.04.2020 06:00,26.0,755.9,756.2,94,Wind blowing from the east-southeast,2,,Mist,,Few clouds (10-30%) 600 m,2.2,25.0,
03.04.2020 05:30,26.0,755.9,756.2,94,Wind blowing from the east-southeast,2,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.2,25.0,
03.04.2020 05:00,28.0,755.1,755.4,89,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 600 m  scattered clouds (40-50%) 3000 m,3.2,26.0,
03.04.2020 04:30,28.0,755.1,755.4,89,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 600 m  scattered clouds (40-50%) 3000 m,3.2,26.0,
03.04.2020 04:00,28.0,754.3,754.6,89,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 600 m  scattered clouds (40-50%) 3000 m,3.2,26.0,
03.04.2020 03:42,28.0,754.3,754.6,89,Wind blowing from the east-northeast,3,,Haze,,Scattered clouds (40-50%) 600 m  scattered clouds (40-50%) 3000 m,3.2,26.0,
03.04.2020 03:30,28.0,754.3,754.6,89,,,,Haze,,Scattered clouds (40-50%) 600 m  scattered clouds (40-50%) 3000 m,3.2,26.0,
03.04.2020 03:00,28.0,754.3,754.6,89,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 600 m  scattered clouds (40-50%) 3000 m,3.2,26.0,
03.04.2020 02:30,28.0,754.3,754.6,89,Wind blowing from the south-west,3,,Haze,,Scattered clouds (40-50%) 600 m  scattered clouds (40-50%) 3000 m,3.2,26.0,
03.04.2020 02:00,28.0,754.3,754.6,89,Wind blowing from the south,2,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.2,26.0,
03.04.2020 01:30,28.0,754.3,754.6,89,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.2,26.0,
03.04.2020 01:00,28.0,754.3,754.6,89,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.2,26.0,
03.04.2020 00:30,28.0,755.1,755.4,89,Wind blowing from the south,2,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.2,26.0,
03.04.2020 00:00,28.0,755.1,755.4,94,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.2,27.0,
02.04.2020 23:30,28.0,755.1,755.4,94,Wind blowing from the south,2,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.2,27.0,
02.04.2020 23:00,29.0,755.1,755.4,89,Wind blowing from the south,3,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.2,27.0,
02.04.2020 22:30,29.0,755.1,755.4,89,Wind blowing from the south-southeast,2,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.2,27.0,
02.04.2020 22:00,29.0,755.1,755.4,89,Wind blowing from the south,3,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.2,27.0,
02.04.2020 21:30,29.0,755.1,755.4,89,Wind blowing from the south,3,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.2,27.0,
02.04.2020 21:00,29.0,755.1,755.4,89,Wind blowing from the south,3,,Haze,,Few clouds (10-30%) 540 m  scattered clouds (40-50%) 3000 m,3.2,27.0,
02.04.2020 20:30,30.0,755.1,755.4,84,Wind blowing from the south,3,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 900 m  cumulonimbus clouds   scattered clouds (40-50%) 3000 m,3.2,27.0,
02.04.2020 20:00,30.0,755.1,755.4,84,Wind blowing from the south,4,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 900 m  cumulonimbus clouds   scattered clouds (40-50%) 3000 m,3.2,27.0,
02.04.2020 19:30,31.0,755.1,755.4,75,Wind blowing from the south-west,4,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 900 m  cumulonimbus clouds   scattered clouds (40-50%) 3000 m,3.2,26.0,
02.04.2020 19:00,31.0,754.3,754.6,75,Wind blowing from the south,5,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 900 m  cumulonimbus clouds   scattered clouds (40-50%) 3000 m,3.5,26.0,
02.04.2020 18:30,32.0,754.3,754.6,71,Wind blowing from the south,5,,Haze,,Few clouds (10-30%) 600 m  few clouds (10-30%) 900 m  cumulonimbus clouds   scattered clouds (40-50%) 3000 m,3.5,26.0,
02.04.2020 18:00,34.0,753.6,753.9,63,Wind blowing from the south,5,,Haze,,Few clouds (10-30%) 600 m  few clouds (10-30%) 900 m  cumulonimbus clouds   scattered clouds (40-50%) 3000 m,3.5,26.0,
02.04.2020 17:30,34.0,753.6,753.9,63,Wind blowing from the south,6,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.5,26.0,
02.04.2020 17:00,36.0,753.6,753.9,56,Wind blowing from the south-southwest,6,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.8,26.0,
02.04.2020 16:30,36.0,752.8,753.1,56,Wind blowing from the south,6,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.8,26.0,
02.04.2020 16:00,36.0,752.0,752.3,53,Wind blowing from the south,5,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.8,25.0,
02.04.2020 15:30,37.0,752.8,753.1,53,Wind blowing from the south,5,,Haze,,Scattered clouds (40-50%) 600 m  scattered clouds (40-50%) 3000 m,4.0,26.0,
02.04.2020 15:00,36.0,752.8,753.1,56,Wind blowing from the south,5,,Haze,,Scattered clouds (40-50%) 600 m  scattered clouds (40-50%) 3000 m,4.2,26.0,
02.04.2020 14:30,37.0,753.6,753.9,57,Wind blowing from the south-southeast,4,,Haze,,Scattered clouds (40-50%) 600 m  scattered clouds (40-50%) 3000 m,4.5,27.0,
02.04.2020 14:00,37.0,754.3,754.6,53,Wind blowing from the south-southeast,4,,Haze,,No Significant Clouds,4.5,26.0,
02.04.2020 13:30,36.0,754.3,754.6,56,Wind blowing from the south-east,4,,Haze,,No Significant Clouds,4.0,26.0,
02.04.2020 13:00,35.0,755.1,755.4,60,Wind blowing from the south-southeast,4,,Haze,,No Significant Clouds,4.0,26.0,
02.04.2020 12:30,35.0,755.1,755.4,56,Wind blowing from the south-southeast,3,,Haze,,No Significant Clouds,4.0,25.0,
02.04.2020 12:00,35.0,755.9,756.2,56,Wind blowing from the south-east,3,,Haze,,No Significant Clouds,4.0,25.0,
02.04.2020 11:30,35.0,755.9,756.2,56,Wind blowing from the south-southeast,3,,Haze,,No Significant Clouds,4.0,25.0,
02.04.2020 11:00,34.0,755.9,756.2,59,Wind blowing from the west,2,,Haze,,No Significant Clouds,4.0,25.0,
02.04.2020 10:30,33.0,756.6,756.9,63,Wind blowing from the south-west,2,,Haze,,No Significant Clouds,4.0,25.0,
02.04.2020 10:00,32.0,756.6,756.9,67,Wind blowing from the south-west,3,,Haze,,No Significant Clouds,3.5,25.0,
02.04.2020 09:30,31.0,756.6,756.9,70,Wind blowing from the south-west,3,,Haze,,No Significant Clouds,3.5,25.0,
02.04.2020 09:00,30.0,756.6,756.9,70,Wind blowing from the south-southwest,4,,Haze,,No Significant Clouds,3.5,24.0,
02.04.2020 08:30,30.0,756.6,756.9,70,Wind blowing from the west-southwest,3,,Haze,,Few clouds (10-30%) 600 m,3.2,24.0,
02.04.2020 08:00,29.0,755.9,756.2,66,Wind blowing from the south-southwest,2,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,2.8,22.0,
02.04.2020 07:30,28.0,755.9,756.2,70,Wind blowing from the south-southwest,2,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,2.8,22.0,
02.04.2020 07:00,27.0,755.9,756.2,70,Wind blowing from the west-southwest,3,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,2.8,21.0,
02.04.2020 06:30,25.0,755.9,756.2,79,Calm  no wind,0,,Haze,,No Significant Clouds,2.8,21.0,
02.04.2020 06:00,24.0,755.1,755.4,83,Calm  no wind,0,,Haze,,No Significant Clouds,3.2,21.0,
02.04.2020 05:30,24.0,755.1,755.4,83,Calm  no wind,0,,Haze,,No Significant Clouds,3.3,21.0,
02.04.2020 05:00,24.0,755.1,755.4,78,Calm  no wind,0,,Haze,,No Significant Clouds,3.5,20.0,
02.04.2020 04:30,25.0,754.3,754.6,79,Calm  no wind,0,,Haze,,No Significant Clouds,3.5,21.0,
02.04.2020 04:00,26.0,754.3,754.6,70,Calm  no wind,0,,Haze,,No Significant Clouds,3.5,20.0,
02.04.2020 03:30,26.0,754.3,754.6,70,Calm  no wind,0,,Haze,,No Significant Clouds,3.5,20.0,
02.04.2020 03:00,27.0,754.3,754.6,66,Calm  no wind,0,,Haze,,No Significant Clouds,3.5,20.0,
02.04.2020 02:30,27.0,754.3,754.6,66,Wind blowing from the north-west,2,,Haze,,No Significant Clouds,3.5,20.0,
02.04.2020 02:00,27.0,754.3,754.6,66,Calm  no wind,0,,Haze,,No Significant Clouds,3.5,20.0,
02.04.2020 01:30,27.0,754.3,754.6,66,Calm  no wind,0,,Haze,,No Significant Clouds,3.5,20.0,
02.04.2020 01:00,27.0,755.1,755.4,66,Calm  no wind,0,,Haze,,No Significant Clouds,3.5,20.0,
02.04.2020 00:30,28.0,755.1,755.4,62,Wind blowing from the south-southwest,3,,Haze,,No Significant Clouds,3.5,20.0,
02.04.2020 00:00,28.0,755.1,755.4,62,Wind blowing from the south-southwest,5,,Haze,,No Significant Clouds,3.5,20.0,
01.04.2020 23:30,29.0,755.1,755.4,55,Wind blowing from the south-west,3,,Haze,,No Significant Clouds,3.5,19.0,
01.04.2020 23:00,29.0,755.1,755.4,55,Calm  no wind,0,,Haze,,No Significant Clouds,3.5,19.0,
01.04.2020 22:30,29.0,755.1,755.4,55,Calm  no wind,0,,Haze,,Few clouds (10-30%) 540 m,3.5,19.0,
01.04.2020 22:00,29.0,755.9,756.2,55,Wind blowing from the south-west,2,,Haze,,Few clouds (10-30%) 540 m,3.5,19.0,
01.04.2020 21:30,29.0,755.9,756.2,55,Wind blowing from the south-southwest,3,,Haze,,Few clouds (10-30%) 540 m,3.5,19.0,
01.04.2020 21:00,29.0,755.9,756.2,58,Wind blowing from the south-southwest,3,,Haze,,Scattered clouds (40-50%) 540 m  scattered clouds (40-50%) 3000 m,3.5,20.0,
01.04.2020 20:30,30.0,755.9,756.2,55,Wind blowing from the south-west,4,,Haze,,Scattered clouds (40-50%) 540 m  scattered clouds (40-50%) 3000 m,3.5,20.0,
01.04.2020 20:00,30.0,755.9,756.2,59,Wind blowing from the south-west,7,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.5,21.0,
01.04.2020 19:30,31.0,755.1,755.4,66,Wind blowing from the south-west,3,,Haze,,Few clouds (10-30%) 540 m  scattered clouds (40-50%) 3000 m,3.5,24.0,
01.04.2020 19:00,32.0,754.3,754.6,71,Wind blowing from the south-southwest,4,,Haze,,Few clouds (10-30%) 540 m  scattered clouds (40-50%) 3000 m,3.5,26.0,
01.04.2020 18:30,33.0,754.3,754.6,63,Wind blowing from the south-southwest,5,,Haze,,Few clouds (10-30%) 540 m  scattered clouds (40-50%) 3000 m,3.5,25.0,
