Local time in Kolkata / Dum Dum (airport),T,P0,P,U,DD,Ff,ff10,WW,W'W',c,VV,Td,
10.04.2020 05:00,26.0,756.6,756.9,94,Wind blowing from the south-southwest,4,,Haze,,No Significant Clouds,3.2,25.0,
10.04.2020 04:30,26.0,756.6,756.9,94,Wind blowing from the south-west,3,,Haze,,No Significant Clouds,3.2,25.0,
10.04.2020 04:00,26.0,756.6,756.9,94,Wind blowing from the south-southwest,3,,Haze,,No Significant Clouds,3.2,25.0,
10.04.2020 03:30,26.0,756.6,756.9,89,Wind blowing from the south-southwest,3,,Haze,,No Significant Clouds,3.6,24.0,
10.04.2020 03:00,26.0,756.6,756.9,84,Wind blowing from the south-southwest,2,,Haze,,No Significant Clouds,3.6,23.0,
10.04.2020 02:30,27.0,756.6,756.9,74,Wind blowing from the south-west,4,,Haze,,No Significant Clouds,3.6,22.0,
10.04.2020 02:00,27.0,756.6,756.9,74,Wind blowing from the south-southwest,3,,Haze,,No Significant Clouds,3.6,22.0,
10.04.2020 01:30,27.0,756.6,756.9,74,Wind blowing from the south-southwest,3,,Haze,,No Significant Clouds,3.6,22.0,
10.04.2020 01:00,27.0,756.6,756.9,74,Wind blowing from the south,4,,Haze,,No Significant Clouds,3.6,22.0,
10.04.2020 00:30,27.0,756.6,756.9,74,Wind blowing from the south,4,,Haze,,No Significant Clouds,3.6,22.0,
10.04.2020 00:00,27.0,757.4,757.7,74,Wind blowing from the south,4,,Haze,,No Significant Clouds,3.6,22.0,
09.04.2020 23:30,27.0,757.4,757.7,74,Wind blowing from the south,4,,Haze,,No Significant Clouds,3.6,22.0,
09.04.2020 23:00,26.0,757.4,757.7,79,Wind blowing from the south,4,,Haze,,Few clouds (10-30%) 3000 m,3.6,22.0,
09.04.2020 22:30,26.0,757.4,757.7,74,Wind blowing from the south,4,,Haze,,Few clouds (10-30%) 3000 m,3.6,21.0,
09.04.2020 22:00,27.0,757.4,757.7,66,Wind blowing from the south,5,,Haze,,Few clouds (10-30%) 3000 m,3.6,20.0,
09.04.2020 21:30,27.0,756.6,756.9,66,Wind blowing from the south,4,,Haze,,Few clouds (10-30%) 3000 m,3.6,20.0,
09.04.2020 21:00,28.0,756.6,756.9,70,Wind blowing from the south,4,,Haze,,Few clouds (10-30%) 3000 m,3.6,22.0,
09.04.2020 20:30,28.0,756.6,756.9,70,Wind blowing from the south,4,,Haze,,Scattered clouds (40-50%) 3000 m,3.6,22.0,
09.04.2020 20:00,30.0,756.6,756.9,55,Wind blowing from the south-southwest,5,,Haze,,No Significant Clouds,3.6,20.0,
09.04.2020 19:30,30.0,755.9,756.2,59,Wind blowing from the south,5,,Haze,,No Significant Clouds,4.0,21.0,
09.04.2020 19:00,31.0,755.9,756.2,52,Wind blowing from the south,3,,Haze,,No Significant Clouds,4.0,20.0,
09.04.2020 18:30,31.0,755.1,755.4,52,Wind blowing from the south,3,,Haze,,No Significant Clouds,4.0,20.0,
09.04.2020 18:00,32.0,755.1,755.4,49,Wind blowing from the south-southeast,3,,Haze,,No Significant Clouds,4.0,20.0,
09.04.2020 17:30,33.0,755.1,755.4,46,Wind blowing from the south-southeast,4,,Haze,,No Significant Clouds,4.5,20.0,
09.04.2020 17:00,34.0,755.1,755.4,44,Wind blowing from the south-southeast,5,,Haze,,No Significant Clouds,4.5,20.0,
09.04.2020 16:30,35.0,755.1,755.4,41,Wind blowing from the south-southeast,4,,Haze,,No Significant Clouds,4.5,20.0,
09.04.2020 16:00,35.0,755.9,756.2,41,Wind blowing from the south,4,,Haze,,No Significant Clouds,4.5,20.0,
09.04.2020 15:30,35.0,755.1,755.4,39,Wind blowing from the south-southeast,4,,Haze,,No Significant Clouds,4.5,19.0,
09.04.2020 15:00,35.0,755.9,756.2,36,Wind blowing from the south-east,4,,Haze,,No Significant Clouds,4.5,18.0,
09.04.2020 14:30,36.0,755.9,756.2,34,Wind blowing from the south-east,3,,Haze,,No Significant Clouds,4.5,18.0,
09.04.2020 14:00,36.0,755.9,756.2,34,Wind blowing from the south-southeast,2,,Haze,,No Significant Clouds,4.5,18.0,
09.04.2020 13:30,36.0,756.6,756.9,34,Wind blowing from the north-east,2,,Haze,,No Significant Clouds,4.5,18.0,
09.04.2020 13:00,35.0,756.6,756.9,36,Wind blowing from the north-west,2,,Haze,,No Significant Clouds,4.0,18.0,
09.04.2020 12:30,35.0,757.4,757.7,36,Wind blowing from the south-southwest,3,,Haze,,No Significant Clouds,4.0,18.0,
09.04.2020 12:00,34.0,757.4,757.7,41,Wind blowing from the west-southwest,3,,Haze,,No Significant Clouds,4.0,19.0,
09.04.2020 11:30,34.0,757.4,757.7,44,Calm  no wind,0,,Haze,,No Significant Clouds,4.0,20.0,
09.04.2020 11:00,33.0,757.4,757.7,46,Calm  no wind,0,,Haze,,No Significant Clouds,4.0,20.0,
09.04.2020 10:30,32.0,757.9,758.2,49,Calm  no wind,0,,Haze,,Few clouds (10-30%) 3000 m,4.0,20.0,
09.04.2020 10:00,31.0,757.9,758.2,49,Wind blowing from the west-northwest,2,,Haze,,Few clouds (10-30%) 3000 m,4.0,19.0,
09.04.2020 09:30,30.0,757.4,757.7,49,Wind blowing from the north-west,3,,Haze,,Few clouds (10-30%) 3000 m,4.0,18.0,
09.04.2020 09:00,28.0,757.9,758.2,55,Wind blowing from the north-west,3,,Haze,,Few clouds (10-30%) 540 m  scattered clouds (40-50%) 3000 m,3.8,18.0,
09.04.2020 08:30,27.0,757.4,757.7,58,Wind blowing from the north-northwest,3,,Haze,,Few clouds (10-30%) 540 m  scattered clouds (40-50%) 3000 m,3.8,18.0,
09.04.2020 08:00,27.0,757.4,757.7,58,Wind blowing from the north-northwest,2,,Haze,,Few clouds (10-30%) 540 m  scattered clouds (40-50%) 3000 m,3.8,18.0,
09.04.2020 07:30,26.0,757.4,757.7,61,Wind blowing from the north,3,,Haze,,Few clouds (10-30%) 540 m  scattered clouds (40-50%) 3000 m,3.8,18.0,
09.04.2020 07:00,26.0,756.6,756.9,58,Wind blowing from the north,2,,Haze,,Few clouds (10-30%) 540 m  broken clouds (60-90%) 3000 m,3.5,17.0,
09.04.2020 06:30,26.0,756.6,756.9,58,Wind blowing from the north,2,,Haze,,Few clouds (10-30%) 540 m  broken clouds (60-90%) 3000 m,3.5,17.0,
09.04.2020 06:00,26.0,756.6,756.9,58,Calm  no wind,0,,Haze,,Few clouds (10-30%) 540 m  broken clouds (60-90%) 3000 m,3.2,17.0,
09.04.2020 05:30,26.0,756.6,756.9,58,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.2,17.0,
09.04.2020 05:00,26.0,755.9,756.2,54,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.2,16.0,
09.04.2020 04:30,26.0,756.6,756.9,54,Wind blowing from the west,2,,Haze,,Scattered clouds (40-50%) 540 m  scattered clouds (40-50%) 3000 m,3.2,16.0,
09.04.2020 04:00,26.0,755.9,756.2,54,Wind blowing from the west-northwest,2,,Haze,,Scattered clouds (40-50%) 540 m  scattered clouds (40-50%) 3000 m,3.2,16.0,
09.04.2020 03:30,26.0,755.9,756.2,51,Wind blowing from the west,2,,Haze,,Scattered clouds (40-50%) 540 m  scattered clouds (40-50%) 3000 m,3.2,15.0,
09.04.2020 03:00,27.0,755.1,755.4,48,Wind blowing from the north-northwest,3,,Haze,,Scattered clouds (40-50%) 540 m  scattered clouds (40-50%) 3000 m,3.2,15.0,
09.04.2020 02:30,27.0,755.1,755.4,48,Wind blowing from the west,3,,Haze,,Scattered clouds (40-50%) 540 m  scattered clouds (40-50%) 3000 m,3.2,15.0,
09.04.2020 02:00,27.0,755.1,755.4,48,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 540 m  scattered clouds (40-50%) 3000 m,3.2,15.0,
09.04.2020 01:30,27.0,755.1,755.4,45,Wind blowing from the south-southeast,2,,Haze,,Scattered clouds (40-50%) 540 m  scattered clouds (40-50%) 3000 m,3.2,14.0,
09.04.2020 01:00,28.0,755.1,755.4,42,Wind blowing from the south-southwest,2,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.2,14.0,
09.04.2020 00:30,28.0,755.9,756.2,42,Wind blowing from the south-west,3,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.2,14.0,
09.04.2020 00:00,28.0,755.1,755.4,42,Wind blowing from the south,5,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 900 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.2,14.0,
08.04.2020 23:30,28.0,755.9,756.2,45,Wind blowing from the south,5,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 900 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.2,15.0,
08.04.2020 23:00,28.0,756.6,756.9,45,Wind blowing from the south-west,5,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 900 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.2,15.0,
08.04.2020 22:30,29.0,757.4,757.7,43,Wind blowing from the west,3,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 900 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.2,15.0,
08.04.2020 22:00,28.0,757.4,757.7,45,Wind blowing from the west-northwest,6,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 900 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.2,15.0,
08.04.2020 21:30,28.0,757.9,758.2,45,Wind blowing from the west,4,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 900 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.2,15.0,
08.04.2020 21:00,28.0,757.9,758.2,51,Wind blowing from the north-west,5,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 900 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.2,17.0,
08.04.2020 20:30,29.0,757.4,757.7,55,Wind blowing from the north-west,7,12,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 900 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.2,19.0,
08.04.2020 20:00,29.0,756.6,756.9,58,Wind blowing from the west-southwest,2,,Haze,,Scattered clouds (40-50%) 600 m  few clouds (10-30%) 900 m  cumulonimbus clouds   scattered clouds (40-50%) 3000 m,3.5,20.0,
08.04.2020 19:30,30.0,755.9,756.2,55,Wind blowing from the south,2,,Haze,,Scattered clouds (40-50%) 600 m  few clouds (10-30%) 900 m  cumulonimbus clouds   scattered clouds (40-50%) 3000 m,3.5,20.0,
08.04.2020 19:00,30.0,755.1,755.4,55,Wind blowing from the south,3,,Haze,,Scattered clouds (40-50%) 600 m  few clouds (10-30%) 900 m  cumulonimbus clouds   scattered clouds (40-50%) 3000 m,3.5,20.0,
08.04.2020 18:30,31.0,755.1,755.4,52,Wind blowing from the south,4,,Haze,,Scattered clouds (40-50%) 600 m  scattered clouds (40-50%) 3000 m,3.5,20.0,
08.04.2020 18:00,32.0,755.1,755.4,49,Wind blowing from the south,4,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.5,20.0,
08.04.2020 17:30,33.0,754.3,754.6,46,Wind blowing from the south,4,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.5,20.0,
08.04.2020 17:00,34.0,754.3,754.6,44,Wind blowing from the south-southeast,4,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.5,20.0,
08.04.2020 16:30,35.0,754.3,754.6,44,Wind blowing from the south-southeast,4,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.6,21.0,
08.04.2020 16:00,36.0,755.1,755.4,39,Wind blowing from the south-west,2,,Haze,,Scattered clouds (40-50%) 600 m  scattered clouds (40-50%) 3000 m,3.8,20.0,
08.04.2020 15:30,36.0,755.1,755.4,37,Wind blowing from the west-southwest,3,,Haze,,Scattered clouds (40-50%) 600 m  scattered clouds (40-50%) 3000 m,3.8,19.0,
08.04.2020 15:00,36.0,755.1,755.4,39,Wind blowing from the north-west,3,,Haze,,Scattered clouds (40-50%) 600 m  broken clouds (60-90%) 3000 m,4.0,20.0,
08.04.2020 14:30,36.0,755.1,755.4,39,Wind blowing from the west-northwest,3,,Haze,,Scattered clouds (40-50%) 600 m  broken clouds (60-90%) 3000 m,4.0,20.0,
08.04.2020 14:00,35.0,755.1,755.4,41,Wind blowing from the west,3,,Haze,,Scattered clouds (40-50%) 600 m  broken clouds (60-90%) 3000 m,4.0,20.0,
08.04.2020 13:30,35.0,755.9,756.2,41,Wind blowing from the west-southwest,3,,Haze,,Scattered clouds (40-50%) 600 m  broken clouds (60-90%) 3000 m,4.0,20.0,
08.04.2020 13:00,35.0,756.6,756.9,41,Wind blowing from the south-southwest,2,,Haze,,Scattered clouds (40-50%) 600 m  broken clouds (60-90%) 3000 m,4.0,20.0,
08.04.2020 12:30,34.0,757.9,758.2,44,Wind blowing from the south,4,,Haze,,Scattered clouds (40-50%) 600 m  broken clouds (60-90%) 3000 m,4.0,20.0,
08.04.2020 12:00,34.0,757.4,757.7,44,Wind blowing from the south-southwest,3,,Haze,,Scattered clouds (40-50%) 600 m  broken clouds (60-90%) 3000 m,4.0,20.0,
08.04.2020 11:30,33.0,757.4,757.7,46,Wind blowing from the south-west,3,,Haze,,Scattered clouds (40-50%) 600 m  broken clouds (60-90%) 3000 m,4.0,20.0,
08.04.2020 11:00,33.0,757.9,758.2,44,Wind blowing from the south-southwest,3,,Haze,,Scattered clouds (40-50%) 600 m  broken clouds (60-90%) 3000 m,4.0,19.0,
08.04.2020 10:30,32.0,757.9,758.2,46,Wind blowing from the west-southwest,3,,Haze,,Scattered clouds (40-50%) 600 m  broken clouds (60-90%) 3000 m,4.0,19.0,
08.04.2020 10:00,32.0,757.9,758.2,43,Wind blowing from the west-southwest,3,,Haze,,Scattered clouds (40-50%) 600 m  broken clouds (60-90%) 3000 m,4.0,18.0,
08.04.2020 09:30,31.0,757.4,757.7,46,Wind blowing from the west,2,,Haze,,Scattered clouds (40-50%) 600 m  broken clouds (60-90%) 3000 m,4.0,18.0,
08.04.2020 09:00,30.0,757.4,757.7,49,Wind blowing from the west-southwest,2,,Haze,,Scattered clouds (40-50%) 600 m  broken clouds (60-90%) 3000 m,3.8,18.0,
08.04.2020 08:30,29.0,757.4,757.7,55,Wind blowing from the south-west,2,,Haze,,Scattered clouds (40-50%) 600 m  broken clouds (60-90%) 3000 m,3.5,19.0,
08.04.2020 08:00,29.0,756.6,756.9,55,Wind blowing from the south-southwest,2,,Haze,,Scattered clouds (40-50%) 600 m  scattered clouds (40-50%) 3000 m,3.2,19.0,
08.04.2020 07:30,28.0,756.6,756.9,62,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 600 m  scattered clouds (40-50%) 3000 m,3.2,20.0,
08.04.2020 07:00,28.0,756.6,756.9,62,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 600 m  scattered clouds (40-50%) 3000 m,3.2,20.0,
08.04.2020 06:30,28.0,755.9,756.2,62,Wind blowing from the west-southwest,2,,Haze,,Scattered clouds (40-50%) 600 m  scattered clouds (40-50%) 3000 m,3.2,20.0,
08.04.2020 06:00,28.0,755.9,756.2,66,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 600 m  scattered clouds (40-50%) 3000 m,3.2,21.0,
08.04.2020 05:30,28.0,755.9,756.2,70,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 600 m  scattered clouds (40-50%) 3000 m,2.8,22.0,
08.04.2020 05:00,28.0,755.1,755.4,74,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,2.8,23.0,
08.04.2020 04:30,28.0,755.1,755.4,79,Wind blowing from the south-west,2,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,2.8,24.0,
08.04.2020 04:00,28.0,755.1,755.4,79,Wind blowing from the west-southwest,3,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,2.8,24.0,
08.04.2020 03:30,28.0,755.1,755.4,79,Wind blowing from the south-west,4,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,2.8,24.0,
08.04.2020 03:00,28.0,755.1,755.4,79,Wind blowing from the south-west,4,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,2.8,24.0,
08.04.2020 02:30,28.0,755.1,755.4,74,Wind blowing from the south-southwest,4,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,2.8,23.0,
08.04.2020 02:00,28.0,754.3,754.6,74,Wind blowing from the south-southwest,5,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,2.8,23.0,
08.04.2020 01:30,29.0,755.1,755.4,70,Wind blowing from the south-southwest,5,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,2.8,23.0,
08.04.2020 01:00,29.0,755.1,755.4,70,Wind blowing from the south-southwest,7,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.0,23.0,
08.04.2020 00:30,29.0,755.9,756.2,70,Wind blowing from the south-southwest,5,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.0,23.0,
08.04.2020 00:00,28.0,755.9,756.2,79,Wind blowing from the south-southwest,5,,Haze,,Scattered clouds (40-50%) 600 m,3.2,24.0,
07.04.2020 23:30,27.0,755.9,756.2,94,Wind blowing from the south,5,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.2,26.0,
07.04.2020 23:00,27.0,755.9,756.2,89,Wind blowing from the south,4,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.5,25.0,
07.04.2020 22:30,27.0,755.9,756.2,89,Wind blowing from the south,4,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.5,25.0,
07.04.2020 22:00,28.0,755.9,756.2,79,Wind blowing from the south,5,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.5,24.0,
07.04.2020 21:30,29.0,755.1,755.4,70,Wind blowing from the south,5,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.5,23.0,
07.04.2020 21:00,29.0,755.1,755.4,66,Wind blowing from the south,4,,Haze,,Few clouds (10-30%) 600 m,3.5,22.0,
07.04.2020 20:30,29.0,755.1,755.4,62,Wind blowing from the south,4,,Haze,,Few clouds (10-30%) 600 m,3.5,21.0,
07.04.2020 20:00,30.0,754.3,754.6,62,Wind blowing from the south,4,,Haze,,Few clouds (10-30%) 600 m,3.5,22.0,
07.04.2020 19:30,32.0,754.3,754.6,41,Wind blowing from the south-southwest,5,,Haze,,Few clouds (10-30%) 600 m,3.8,17.0,
07.04.2020 19:00,32.0,753.6,753.9,46,Wind blowing from the south-southwest,5,,Haze,,Few clouds (10-30%) 600 m,3.8,19.0,
07.04.2020 18:30,33.0,753.6,753.9,52,Wind blowing from the south,5,,Haze,,Few clouds (10-30%) 600 m,3.8,22.0,
07.04.2020 18:00,33.0,753.6,753.9,52,Wind blowing from the south,6,,Haze,,Few clouds (10-30%) 600 m,3.8,22.0,
07.04.2020 17:30,34.0,752.8,753.1,49,Wind blowing from the south,5,,Haze,,Few clouds (10-30%) 600 m,4.0,22.0,
07.04.2020 17:00,35.0,753.6,753.9,41,Wind blowing from the south,7,,Haze,,No Significant Clouds,4.5,20.0,
07.04.2020 16:30,36.0,753.6,753.9,44,Wind blowing from the south,7,,Haze,,Few clouds (10-30%) 600 m,4.5,22.0,
07.04.2020 16:00,38.0,753.6,753.9,25,Wind blowing from the south-southwest,5,,Haze,,Few clouds (10-30%) 600 m,5.0,15.0,
07.04.2020 15:30,39.0,753.6,753.9,24,Wind blowing from the south-west,4,,Haze,,No Significant Clouds,5.0,15.0,
07.04.2020 15:00,39.0,754.3,754.6,23,Wind blowing from the south-west,3,,Haze,,No Significant Clouds,5.0,14.0,
07.04.2020 14:30,39.0,754.3,754.6,23,Wind blowing from the south-west,4,,Haze,,No Significant Clouds,5.0,14.0,
07.04.2020 14:00,39.0,754.3,754.6,23,Wind blowing from the south-west,4,,Haze,,No Significant Clouds,5.0,14.0,
07.04.2020 13:30,39.0,755.1,755.4,24,Wind blowing from the west-northwest,2,,Haze,,No Significant Clouds,4.5,15.0,
07.04.2020 13:00,39.0,755.1,755.4,26,Wind blowing from the west-northwest,3,,Haze,,No Significant Clouds,4.5,16.0,
07.04.2020 12:30,38.0,755.9,756.2,29,Wind blowing from the west,3,,Haze,,No Significant Clouds,4.0,17.0,
07.04.2020 12:00,38.0,755.9,756.2,33,Wind blowing from the west,2,,Haze,,No Significant Clouds,4.0,19.0,
07.04.2020 11:30,36.0,756.6,756.9,44,Wind blowing from the south-southwest,3,,Haze,,No Significant Clouds,3.8,22.0,
07.04.2020 11:00,35.0,756.6,756.9,47,Wind blowing from the west-southwest,4,,Haze,,No Significant Clouds,3.8,22.0,
07.04.2020 10:30,34.0,757.4,757.7,49,Wind blowing from the south-west,4,,Haze,,No Significant Clouds,3.8,22.0,
07.04.2020 10:00,33.0,757.4,757.7,52,Wind blowing from the west-southwest,4,,Haze,,No Significant Clouds,3.8,22.0,
07.04.2020 09:30,33.0,757.4,757.7,56,Wind blowing from the west-southwest,4,,Haze,,No Significant Clouds,3.5,23.0,
07.04.2020 09:00,32.0,757.4,757.7,55,Wind blowing from the south-west,5,,Haze,,No Significant Clouds,3.5,22.0,
07.04.2020 08:30,32.0,757.4,757.7,59,Wind blowing from the south-west,5,,Haze,,No Significant Clouds,3.5,23.0,
07.04.2020 08:00,31.0,757.4,757.7,62,Wind blowing from the south-west,4,,Haze,,No Significant Clouds,3.2,23.0,
07.04.2020 07:30,30.0,756.6,756.9,66,Wind blowing from the south-west,4,,Haze,,No Significant Clouds,3.2,23.0,
07.04.2020 07:00,29.0,756.6,756.9,66,Wind blowing from the south-southwest,4,,Haze,,No Significant Clouds,3.2,22.0,
07.04.2020 06:30,28.0,756.6,756.9,70,Wind blowing from the south-west,4,,Haze,,No Significant Clouds,3.2,22.0,
07.04.2020 06:00,27.0,755.9,756.2,74,Wind blowing from the south-west,3,,Haze,,No Significant Clouds,3.2,22.0,
07.04.2020 05:30,27.0,755.9,756.2,70,Wind blowing from the south-west,3,,Haze,,No Significant Clouds,2.8,21.0,
07.04.2020 04:30,27.0,755.1,755.4,66,Wind blowing from the south-southwest,3,,Haze,,No Significant Clouds,2.6,20.0,
07.04.2020 04:00,27.0,755.1,755.4,66,Wind blowing from the south-west,4,,Haze,,No Significant Clouds,2.6,20.0,
07.04.2020 03:30,27.0,755.1,755.4,70,Wind blowing from the south-west,4,,Haze,,No Significant Clouds,2.6,21.0,
07.04.2020 03:00,27.0,755.1,755.4,70,Wind blowing from the south-west,3,,Haze,,No Significant Clouds,2.8,21.0,
07.04.2020 02:30,28.0,755.1,755.4,66,Wind blowing from the south-west,4,,Haze,,No Significant Clouds,2.8,21.0,
07.04.2020 02:00,28.0,755.1,755.4,66,Wind blowing from the south-west,4,,Haze,,No Significant Clouds,2.8,21.0,
07.04.2020 01:30,28.0,755.1,755.4,70,Wind blowing from the south-west,4,,Haze,,No Significant Clouds,3.0,22.0,
07.04.2020 01:00,28.0,755.9,756.2,70,Wind blowing from the south-west,4,,Haze,,No Significant Clouds,3.0,22.0,
07.04.2020 00:30,29.0,755.9,756.2,62,Wind blowing from the south-west,5,,Haze,,No Significant Clouds,3.0,21.0,
07.04.2020 00:00,29.0,755.9,756.2,58,Wind blowing from the south-west,4,,Haze,,No Significant Clouds,3.2,20.0,
06.04.2020 23:30,29.0,755.9,756.2,58,Wind blowing from the south-west,3,,Haze,,No Significant Clouds,3.2,20.0,
06.04.2020 23:00,29.0,755.9,756.2,55,Calm  no wind,0,,Haze,,No Significant Clouds,3.2,19.0,
06.04.2020 22:30,29.0,756.6,756.9,55,Wind blowing from the south-west,2,,Haze,,No Significant Clouds,3.2,19.0,
06.04.2020 22:00,29.0,756.6,756.9,51,Wind blowing from the south,3,,Haze,,No Significant Clouds,3.2,18.0,
06.04.2020 21:30,29.0,755.9,756.2,48,Wind blowing from the south,2,,Haze,,No Significant Clouds,3.5,17.0,
06.04.2020 21:00,30.0,755.9,756.2,46,Calm  no wind,0,,Haze,,No Significant Clouds,3.5,17.0,
