Local time in Mengzi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.01.2020 23:00,16.1,651.0,758.5,,74,Wind blowing from the south-southeast,5,,13,, ,,,13.9,22.8,,,,,,30.0,11.5,No precipitation,6,,,,
24.01.2020 20:00,17.6,650.2,758.3,1.3,61,Wind blowing from the south-southeast,3,,13,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,22.8,,,600-1000,,,30.0,10.0,No precipitation,12,,,,
24.01.2020 17:00,22.0,648.9,755.8,,38,Wind blowing from the south,6,,13,20–30%., ,,,13.9,23.9,,,600-1000,,,30.0,7.0,No precipitation,6,,,,
24.01.2020 14:00,22.1,650.3,757.3,-2.5,39,Wind blowing from the south,7,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,24.3,,,2500 or more  or no clouds.,,,30.0,7.5,No precipitation,12,,,,
24.01.2020 11:00,19.0,652.8,760.7,,57,Wind blowing from the south-east,6,,12,20–30%., ,,,13.9,24.3,,,600-1000,,,30.0,10.3,No precipitation,6,,,,
24.01.2020 08:00,14.2,651.9,760.0,0.8,79,Wind blowing from the south-southeast,5,,12,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.7,24.3,,,600-1000,,,26.0,10.6,No precipitation,12,,,,
24.01.2020 05:00,14.5,651.1,758.0,,81,Wind blowing from the south-southeast,4,,12,, ,,,11.7,24.3,,,,,,27.0,11.3,No precipitation,6,,,,
24.01.2020 02:00,15.5,651.4,758.3,0.0,77,Wind blowing from the south-east,7,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.7,24.3,,,2500 or more  or no clouds.,,,29.0,11.5,No precipitation,12,,,,
23.01.2020 23:00,15.7,651.4,759.1,,78,Wind blowing from the south-east,8,,12,, ,,,11.7,24.3,,,,,,30.0,11.9,No precipitation,6,,,,
23.01.2020 20:00,18.8,650.4,758.7,1.4,50,Wind blowing from the south-east,5,,12,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.7,24.3,,,600-1000,,,30.0,8.2,No precipitation,12,,,,
23.01.2020 17:00,23.9,649.0,755.6,,25,Wind blowing from the west-southwest,4,,,20–30%., ,,,11.7,24.5,,,600-1000,,,30.0,2.7,No precipitation,6,,,,
23.01.2020 14:00,23.3,650.5,757.2,-2.4,28,Wind blowing from the west,7,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.7,24.5,,,600-1000,,,30.0,3.8,No precipitation,12,,,,
23.01.2020 11:00,19.1,652.9,760.3,,54,Wind blowing from the east,3,,10,10%  or less  but not 0, ,,,11.7,24.5,,,600-1000,,,27.0,9.6,No precipitation,6,,,,
23.01.2020 08:00,12.0,652.0,760.3,0.6,92,Wind blowing from the west-southwest,1,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,24.5,,,,,,19.0,10.7,No precipitation,12,,,,
23.01.2020 05:00,14.3,651.4,758.3,,84,Wind blowing from the north-northeast,1,,10,, ,,,12.5,24.5,,,,,,30.0,11.6,No precipitation,6,,,,
23.01.2020 02:00,15.3,651.9,758.8,-0.1,78,Wind blowing from the south-southeast,6,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.5,24.5,,,2500 or more  or no clouds.,,,30.0,11.5,No precipitation,12,,,,
22.01.2020 23:00,18.1,652.0,759.0,,58,Wind blowing from the south-southeast,5,,13,, ,,,12.5,24.5,,,,,,30.0,9.7,No precipitation,6,,,,
22.01.2020 20:00,20.1,651.1,759.0,0.9,44,Wind blowing from the south,4,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.5,24.5,,,,,,30.0,7.5,No precipitation,12,,,,
22.01.2020 17:00,24.3,650.2,757.0,,29,Wind blowing from the west-southwest,3,,13,20–30%., ,,,12.5,24.4,,,600-1000,,,30.0,5.1,No precipitation,6,,,,
22.01.2020 14:00,23.8,651.7,758.7,-2.4,31,Wind blowing from the west,7,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.5,24.0,,,600-1000,,,30.0,5.7,No precipitation,12,,,,
22.01.2020 11:00,20.8,654.1,761.7,,51,Wind blowing from the east-northeast,1,,6,50%., ,,,12.5,24.0,,,600-1000,,,30.0,10.3,No precipitation,6,,,,
22.01.2020 08:00,13.2,652.9,761.2,0.5,78,Wind blowing from the north-northeast,3,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,24.0,,,600-1000,,,30.0,9.5,No precipitation,12,,,,
22.01.2020 05:00,13.6,652.4,759.7,,79,Calm  no wind,0,,,, ,,,11.0,24.0,,,,,,30.0,10.0,No precipitation,6,,,,
22.01.2020 02:00,14.4,653.2,760.4,-0.1,81,Wind blowing from the west,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,24.0,,,2500 or more  or no clouds.,,,30.0,11.2,No precipitation,12,,,,
21.01.2020 23:00,16.2,653.3,761.1,,70,Wind blowing from the south-southeast,3,,12,, ,,,11.0,24.0,,,,,,30.0,10.7,No precipitation,6,,,,
21.01.2020 20:00,19.0,652.1,760.6,0.9,54,Wind blowing from the south-southeast,4,,12,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,24.0,,,600-1000,,,30.0,9.5,No precipitation,12,,,,
21.01.2020 17:00,23.7,651.2,758.8,,29,Wind blowing from the north-northwest,2,,12,10%  or less  but not 0, ,,,11.0,24.0,,,600-1000,,,30.0,4.6,No precipitation,6,,,,
21.01.2020 14:00,23.9,651.9,759.3,-2.5,30,Wind blowing from the west,3,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,24.0,,,600-1000,,,30.0,5.3,No precipitation,12,,,,
21.01.2020 11:00,19.4,654.4,763.1,,58,Wind blowing from the east,2,,7,20–30%., ,,,11.0,23.0,,,600-1000,,,30.0,10.9,No precipitation,6,,,,
21.01.2020 08:00,12.2,653.7,762.9,1.1,86,Wind blowing from the west-southwest,2,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,23.0,,,2500 or more  or no clouds.,,,30.0,9.9,No precipitation,12,,,,
21.01.2020 05:00,11.5,652.6,760.9,,88,Wind blowing from the south,2,,11,, ,,,11.1,23.0,,,,,,30.0,9.6,No precipitation,6,,,,
21.01.2020 02:00,12.5,653.3,761.4,-0.2,88,Wind blowing from the east,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,23.0,,,2500 or more  or no clouds.,,,30.0,10.6,No precipitation,12,,,,
20.01.2020 23:00,12.8,653.5,762.6,,82,Wind blowing from the west-southwest,2,,11,, ,,,11.1,23.0,,,,,,30.0,9.8,No precipitation,6,,,,
20.01.2020 20:00,16.6,651.8,760.9,1.1,66,Wind blowing from the south-southeast,5,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,23.0,,,,,,30.0,10.2,No precipitation,12,,,,
20.01.2020 17:00,21.0,650.7,758.6,,47,Wind blowing from the south,5,,10,90  or more  but not 100%, ,,,11.1,23.0,,,,,,30.0,9.3,No precipitation,6,,,,
20.01.2020 14:00,21.9,651.7,759.7,-2.4,43,Wind blowing from the south-southeast,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,21.9,,,2500 or more  or no clouds.,,,30.0,8.8,No precipitation,12,,,,
20.01.2020 11:00,16.5,654.1,763.5,,69,Wind blowing from the south-east,4,,10,90  or more  but not 100%, ,,,11.1,18.9,,,600-1000,,,30.0,10.8,No precipitation,6,,,,
20.01.2020 08:00,11.3,653.2,763.3,1.2,88,Wind blowing from the south-east,5,,12,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,,,,600-1000,,,29.0,9.4,No precipitation,12,,,,
20.01.2020 05:00,11.7,652.0,760.9,,88,Wind blowing from the south-east,4,,13,, ,,,10.2,18.9,,,,,,30.0,9.8,No precipitation,6,,,,
20.01.2020 02:00,11.9,653.0,762.0,,87,Wind blowing from the east,2,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,18.9,,,2500 or more  or no clouds.,,,30.0,9.8,No precipitation,12,,,,
19.01.2020 20:00,12.9,652.1,762.1,1.2,85,Wind blowing from the south,8,,13,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,18.9,,,600-1000,,,30.0,10.4,No precipitation,12,,,,
19.01.2020 17:00,17.1,650.9,759.8,,66,Wind blowing from the south,7,,12,no clouds, ,,,10.2,23.0,,,,,,30.0,10.7,No precipitation,6,,,,
19.01.2020 14:00,17.5,652.6,761.1,-2.4,62,Wind blowing from the south-east,7,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,23.6,,,,,,30.0,10.1,No precipitation,12,,,,
19.01.2020 11:00,14.3,655.0,764.3,,73,Wind blowing from the south-southeast,4,,7,70 – 80%., ,,,10.2,23.6,,,600-1000,,,30.0,9.5,No precipitation,6,,,,
19.01.2020 08:00,11.0,653.5,762.8,1.4,83,Wind blowing from the south,3,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,23.6,,,600-1000,,,30.0,8.2,No precipitation,12,,,,
19.01.2020 05:00,11.2,652.1,760.0,,83,Calm  no wind,0,,,, ,,,10.8,23.6,,,,,,30.0,8.4,No precipitation,6,,,,
19.01.2020 02:00,13.9,652.3,759.9,-0.1,68,Wind blowing from the north-northeast,1,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,23.6,,,2500 or more  or no clouds.,,,30.0,8.1,No precipitation,12,,,,
18.01.2020 23:00,15.4,652.4,760.4,,58,Wind blowing from the south-southeast,3,,13,, ,,,10.9,23.6,,,,,,30.0,7.2,No precipitation,6,,,,
18.01.2020 20:00,17.5,651.1,759.7,1.2,52,Wind blowing from the east-southeast,3,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,23.6,,,,,,30.0,7.5,No precipitation,12,,,,
18.01.2020 17:00,23.0,649.9,757.3,,28,Wind blowing from the west,6,,,no clouds, ,,,10.9,23.6,,,,,,30.0,3.5,No precipitation,6,,,,
18.01.2020 14:00,22.2,650.8,758.0,-2.1,24,Wind blowing from the west,8,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,24.0,,,,,,30.0,0.7,No precipitation,12,,,,
18.01.2020 11:00,18.6,652.9,761.2,,41,Wind blowing from the east,3,,7,no clouds, ,,,10.9,24.0,,,,,,30.0,5.1,No precipitation,6,,,,
18.01.2020 08:00,11.7,652.1,761.0,1.0,72,Wind blowing from the north-northwest,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,24.0,,,,,,30.0,6.8,No precipitation,12,,,,
18.01.2020 05:00,12.2,651.1,758.7,,72,Wind blowing from the south-west,1,,10,, ,,,10.0,24.0,,,,,,30.0,7.3,No precipitation,6,,,,
18.01.2020 02:00,14.7,652.3,759.6,-0.4,62,Wind blowing from the south-southeast,3,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,24.0,,,2500 or more  or no clouds.,,,30.0,7.5,No precipitation,12,,,,
17.01.2020 23:00,14.7,652.7,760.9,,64,Wind blowing from the south-east,4,,11,, ,,,10.0,24.0,,,,,,30.0,8.0,No precipitation,6,,,,
17.01.2020 20:00,17.3,652.0,761.2,1.3,60,Wind blowing from the south-southeast,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,24.0,,,,,,30.0,9.5,No precipitation,12,,,,
17.01.2020 17:00,22.9,650.7,758.3,,29,Wind blowing from the west-southwest,7,,11,10%  or less  but not 0, ,,,10.0,24.0,,,2500 or more  or no clouds.,,,30.0,3.9,No precipitation,6,,,,
17.01.2020 14:00,23.0,651.8,759.2,,25,Wind blowing from the west-southwest,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,23.8,,,,,,30.0,1.9,No precipitation,12,,,,
17.01.2020 11:00,18.3,654.1,762.6,,59,Wind blowing from the south-southeast,4,,9,no clouds, ,,,10.0,23.8,,,,,,28.0,10.2,No precipitation,6,,,,
17.01.2020 08:00,10.2,653.2,762.6,0.7,95,Wind blowing from the west,1,,10,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,23.8,,,600-1000,,,11.0,9.4,No precipitation,12,,,,
17.01.2020 05:00,11.5,652.5,760.4,,90,Wind blowing from the south-west,1,,10,, ,,,10.5,23.8,,,,,,18.0,9.9,No precipitation,6,,,,
17.01.2020 02:00,13.4,653.0,760.8,0.0,82,Wind blowing from the south-east,4,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,23.8,,,2500 or more  or no clouds.,,,27.0,10.4,No precipitation,12,,,,
16.01.2020 23:00,14.9,653.0,761.5,,75,Wind blowing from the south-east,5,,10,, ,,,10.5,23.8,,,,,,30.0,10.5,No precipitation,6,,,,
16.01.2020 20:00,17.5,651.9,760.9,1.7,59,Wind blowing from the south-east,5,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,23.8,,,,,,30.0,9.4,No precipitation,12,,,,
16.01.2020 17:00,22.8,650.2,757.6,,40,Wind blowing from the south,5,,8,no clouds, ,,,10.5,23.8,,,,,,30.0,8.5,No precipitation,6,,,,
16.01.2020 14:00,22.3,651.1,758.5,-2.2,36,Wind blowing from the east-southeast,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,23.4,,,,,,30.0,6.5,No precipitation,12,,,,
16.01.2020 11:00,17.4,653.3,761.4,,52,Wind blowing from the west-southwest,2,,5,no clouds, ,,,10.5,23.4,,,,,,24.0,7.5,No precipitation,6,,,,
16.01.2020 08:00,10.6,652.2,761.1,1.3,80,Wind blowing from the south,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,23.4,,,,,,30.0,7.3,No precipitation,12,,,,
16.01.2020 05:00,12.5,650.9,758.3,,65,Wind blowing from the east-northeast,2,,10,, ,,,12.3,23.4,,,,,,30.0,6.1,No precipitation,6,,,,
16.01.2020 02:00,13.6,651.1,758.4,0.3,71,Wind blowing from the north-east,2,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.6,23.4,,,2500 or more  or no clouds.,,,30.0,8.4,No precipitation,12,,,,
15.01.2020 23:00,16.7,650.8,757.9,,51,Wind blowing from the south,2,,14,, ,,,12.6,23.4,,,,,,30.0,6.5,No precipitation,6,,,,
15.01.2020 20:00,18.5,650.1,758.2,1.2,44,Wind blowing from the south-southeast,2,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.6,23.4,,,,,,30.0,6.0,No precipitation,12,,,,
15.01.2020 17:00,23.2,648.9,755.5,,29,Wind blowing from the west,5,,14,no clouds, ,,,12.6,23.4,,,,,,30.0,4.2,No precipitation,6,,,,
15.01.2020 14:00,22.5,649.7,756.7,-2.0,28,Wind blowing from the west-southwest,7,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.6,22.8,,,,,,30.0,3.1,No precipitation,12,,,,
15.01.2020 11:00,20.9,651.7,759.1,,28,Wind blowing from the west,3,,11,no clouds, ,,,12.6,21.4,,,,,,30.0,1.7,No precipitation,6,,,,
15.01.2020 08:00,12.9,651.0,759.7,1.0,72,Wind blowing from the south,3,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,21.4,,,,,,30.0,8.0,No precipitation,12,,,,
15.01.2020 05:00,14.5,650.0,757.4,,69,Wind blowing from the south-east,3,,13,, ,,,11.9,21.4,,,,,,30.0,8.9,No precipitation,6,,,,
15.01.2020 02:00,14.3,650.4,757.8,,82,Wind blowing from the south-east,5,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,21.4,,,2500 or more  or no clouds.,,,30.0,11.3,No precipitation,12,,,,
14.01.2020 23:00,15.2,650.5,758.2,,78,Wind blowing from the south-east,7,,13,, ,,,11.9,21.4,,,,,,30.0,11.4,No precipitation,6,,,,
14.01.2020 20:00,16.5,649.6,758.2,0.6,70,Wind blowing from the south-east,7,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,21.4,,,,,,30.0,11.0,No precipitation,12,,,,
14.01.2020 17:00,20.4,649.0,756.6,,52,Wind blowing from the south-southeast,6,,12,10%  or less  but not 0, ,,,11.9,22.4,,,600-1000,,,30.0,10.2,No precipitation,6,,,,
14.01.2020 14:00,21.0,649.6,757.0,-2.5,53,Wind blowing from the south,6,,10,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,22.9,,,600-1000,,,30.0,11.1,No precipitation,12,,,,
14.01.2020 11:00,18.1,652.1,760.3,,64,Wind blowing from the south-east,3,,,no clouds, ,,,11.9,22.9,,,,,,30.0,11.2,No precipitation,6,,,,
14.01.2020 08:00,12.1,651.3,760.2,1.1,86,Wind blowing from the south-east,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,,,,,,,29.0,9.8,No precipitation,12,,,,
14.01.2020 05:00,12.5,650.2,757.7,,87,Wind blowing from the south-east,5,,9,, ,,,8.6,22.9,,,,,,28.0,10.4,No precipitation,6,,,,
14.01.2020 02:00,13.9,650.8,758.1,0.0,82,Wind blowing from the south,3,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,22.9,,,2500 or more  or no clouds.,,,29.0,10.9,No precipitation,12,,,,
13.01.2020 23:00,14.5,650.8,759.0,,79,Wind blowing from the east,1,,16,, ,,,8.6,22.9,,,,,,18.0,10.9,No precipitation,6,,,,
13.01.2020 20:00,16.2,649.6,758.9,1.2,70,Wind blowing from the south-east,3,,16,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,22.9,,,,,,24.0,10.7,No precipitation,12,,,,
13.01.2020 17:00,22.3,648.4,756.1,,40,Wind blowing from the west-northwest,5,,16,20–30%., ,,,8.6,22.9,,,600-1000,,,30.0,8.1,No precipitation,6,,,,
13.01.2020 14:00,22.5,649.2,756.7,-2.3,38,Wind blowing from the west,6,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,22.5,,,600-1000,,,30.0,7.5,No precipitation,12,,,,
13.01.2020 11:00,16.8,651.5,760.3,,60,Wind blowing from the east,3,,4,10%  or less  but not 0, ,,,8.6,21.6,,,600-1000,,,14.0,9.0,No precipitation,6,,,,
13.01.2020 08:00,8.7,650.8,760.5,0.1,94,Wind blowing from the west-northwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,21.6,,,,,,9.0,7.8,No precipitation,12,,,,
13.01.2020 05:00,9.9,650.7,759.0,,94,Wind blowing from the south-southeast,1,,5,, ,,,8.7,21.6,,,,,,12.0,9.0,No precipitation,6,,,,
13.01.2020 02:00,11.3,651.3,760.1,-0.2,86,Wind blowing from the east,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,21.6,,,2500 or more  or no clouds.,,,30.0,9.0,No precipitation,12,,,,
12.01.2020 23:00,12.4,651.5,761.2,,82,Wind blowing from the east-southeast,3,,5,, ,,,8.7,21.6,,,,,,30.0,9.4,No precipitation,6,,,,
12.01.2020 20:00,15.6,650.7,760.1,0.8,71,Wind blowing from the south-east,4,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,21.6,,,,,,30.0,10.4,No precipitation,12,,,,
12.01.2020 17:00,21.1,649.9,758.2,,45,Wind blowing from the east,2,,4,40%., ,,,8.7,22.4,,,600-1000,,,30.0,8.7,No precipitation,6,,,,
12.01.2020 14:00,17.4,650.9,760.0,-3.8,62,Wind blowing from the west-southwest,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,23.6,,,600-1000,,,18.0,10.1,No precipitation,12,,,,
12.01.2020 11:00,12.7,654.7,764.4,,70,Wind blowing from the south-southeast,1,,7,100%., ,,,8.7,23.6,,,600-1000,,,21.0,7.4,No precipitation,6,,,,
12.01.2020 08:00,9.9,653.7,763.2,1.4,85,Wind blowing from the south-southeast,1,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,23.6,,,600-1000,,,26.0,7.5,No precipitation,12,,,,
12.01.2020 05:00,8.9,652.3,760.7,,88,Wind blowing from the south-east,2,,,, ,,,8.9,23.6,,,,,,26.0,7.0,No precipitation,6,,,,
12.01.2020 02:00,9.5,652.7,761.1,0.7,85,Wind blowing from the west-northwest,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,23.6,,,2500 or more  or no clouds.,,,27.0,7.1,No precipitation,12,,,,
11.01.2020 23:00,14.9,652.0,760.0,,81,Wind blowing from the east,3,,13,, ,,,12.1,23.6,,,,,,23.0,11.7,No precipitation,6,,,,
11.01.2020 20:00,17.6,650.7,759.2,1.1,64,Wind blowing from the south,4,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,23.6,,,,,,30.0,10.7,No precipitation,12,,,,
11.01.2020 17:00,22.5,649.6,756.7,,32,Wind blowing from the west-southwest,4,,13,20–30%., ,,,12.1,23.6,,,600-1000,,,30.0,5.0,No precipitation,6,,,,
11.01.2020 14:00,22.6,650.5,757.4,-2.4,34,Wind blowing from the west-southwest,4,,13,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,23.9,,,600-1000,,,30.0,6.0,No precipitation,12,,,,
11.01.2020 11:00,19.0,652.9,760.6,,61,Wind blowing from the east,2,,9,50%., ,,,12.1,23.9,,,600-1000,,,20.0,11.3,No precipitation,6,,,,
11.01.2020 08:00,12.4,652.0,760.5,1.2,90,Wind blowing from the east,1,,9,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,23.9,,,600-1000,,,20.0,10.8,No precipitation,12,,,,
11.01.2020 05:00,13.6,650.8,758.1,,86,Wind blowing from the south-east,2,,9,, ,,,13.6,23.9,,,,,,23.0,11.3,No precipitation,6,,,,
11.01.2020 02:00,15.3,651.1,757.9,-0.1,83,Wind blowing from the east-southeast,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,23.9,,,2500 or more  or no clouds.,,,28.0,12.4,No precipitation,12,,,,
10.01.2020 23:00,16.5,651.2,758.2,,74,Wind blowing from the south,5,,11,, ,,,13.9,23.9,,,,,,30.0,11.9,No precipitation,6,,,,
10.01.2020 20:00,18.5,650.2,757.6,0.8,67,Wind blowing from the south,5,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,23.9,,,600-1000,,,30.0,12.3,No precipitation,12,,,,
