Local time in Urumqi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
18.02.2020 11:00,-6.6,688.4,775.5,,67,Wind blowing from the east,1,,,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.5,,,,2500 or more  or no clouds.,,,4.5,-11.7,No precipitation,6,,,,
18.02.2020 08:00,-8.9,688.6,775.6,-1.4,81,Wind blowing from the south,3,,6,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.5,,,,,,,3.1,-11.6,No precipitation,12,,,,
18.02.2020 05:00,-9.3,690.0,776.5,,79,Wind blowing from the east,1,,,,Mist. ,,,-9.5,2.4,,,,,,4.0,-12.3,No precipitation,6,,,,
18.02.2020 02:00,-8.0,690.6,776.6,0.0,76,Wind blowing from the east-northeast,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.0,2.4,,,2500 or more  or no clouds.,,,3.3,-11.6,No precipitation,12,,,,
17.02.2020 23:00,-7.0,690.6,777.4,,73,Wind blowing from the east,1,,,,Mist. ,,,-7.0,2.4,,,,,,5.0,-11.0,No precipitation,6,,,,
17.02.2020 20:00,-4.7,690.9,777.4,0.5,63,Wind blowing from the east,2,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,2.4,,,2500 or more  or no clouds.,,,7.0,-10.7,No precipitation,12,,,,
17.02.2020 17:00,-0.3,690.4,776.0,,52,Wind blowing from the east-northeast,2,,,20–30%., ,,,-5.9,2.4,,,2500 or more  or no clouds.,,,12.0,-9.0,No precipitation,6,,,,
17.02.2020 14:00,2.0,691.3,776.9,-1.8,42,Wind blowing from the south-southwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,2.0,,,,,,30.0,-9.6,No precipitation,12,,,,
17.02.2020 11:00,-3.6,693.1,779.9,,62,Wind blowing from the south-southwest,2,,,no clouds, ,,,-7.3,-3.0,,,,,,30.0,-10.0,No precipitation,6,,,,
17.02.2020 08:00,-3.6,693.4,780.2,-0.6,57,Wind blowing from the south,2,,4,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-3.0,,,2500 or more  or no clouds.,,,11.0,-10.9,No precipitation,12,,,,
17.02.2020 05:00,-3.1,694.0,780.9,,48,Wind blowing from the south-southwest,1,,,, ,,,,-3.1,,,,,,17.0,-12.6,No precipitation,6,,,,
17.02.2020 02:00,-4.6,694.9,782.1,-0.5,51,Wind blowing from the south,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-3.9,,,2500 or more  or no clouds.,,,9.0,-13.4,No precipitation,12,,,,
16.02.2020 23:00,-5.3,695.4,783.1,,53,Wind blowing from the south-southwest,2,,,, ,,,,-3.9,,,,,,11.0,-13.4,No precipitation,6,,,,
16.02.2020 20:00,-5.2,694.5,782.7,0.7,59,Wind blowing from the east,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,-3.9,,,2500 or more  or no clouds.,,,9.0,-12.0,No precipitation,12,,,,
16.02.2020 17:00,-5.1,693.8,782.1,,58,Wind blowing from the east-northeast,3,,,90  or more  but not 100%, ,,,-11.9,-3.9,,,2500 or more  or no clouds.,,,8.0,-12.1,No precipitation,6,,,,
16.02.2020 14:00,-4.9,692.2,780.2,0.7,49,Wind blowing from the east,3,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,-4.7,,,2500 or more  or no clouds.,,,17.0,-14.0,No precipitation,12,,,,
16.02.2020 11:00,-7.3,691.5,779.7,,63,Wind blowing from the east-southeast,1,,,no clouds, ,,,-11.9,-4.9,,,,,,9.0,-13.3,No precipitation,6,,,,
16.02.2020 08:00,-10.7,690.1,778.3,1.2,75,Wind blowing from the south,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,-4.9,,,,,,10.0,-14.3,No precipitation,12,,,,
16.02.2020 05:00,-11.5,688.9,776.6,,83,Wind blowing from the south-east,1,,,,Mist. ,,,-11.9,-4.9,,,,,,3.9,-13.8,No precipitation,6,,,,
16.02.2020 02:00,-11.4,689.0,776.8,0.0,88,Wind blowing from the east-northeast,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,-4.9,,,2500 or more  or no clouds.,,,2.6,-13.0,No precipitation,12,,,,
15.02.2020 23:00,-10.6,689.0,777.1,,84,Wind blowing from the east-northeast,2,,,,Mist. ,,,-11.2,-4.9,,,,,,5.0,-12.8,No precipitation,6,,,,
15.02.2020 20:00,-8.1,688.9,777.0,-0.3,72,Wind blowing from the east,2,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,-4.9,,,2500 or more  or no clouds.,,,6.0,-12.3,No precipitation,12,,,,
15.02.2020 17:00,-5.4,689.2,776.5,,63,Wind blowing from the east-northeast,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,-4.1,,,,,,3.6,-11.5,No precipitation,6,,,,
15.02.2020 14:00,-5.8,690.7,778.1,-1.2,63,Wind blowing from the north-east,3,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,-4.1,,,,,,3.2,-11.7,No precipitation,12,,,,
15.02.2020 11:00,-8.8,691.9,779.9,,73,Wind blowing from the north,2,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,-4.1,,,,,,3.5,-12.8,No precipitation,6,,,,
15.02.2020 08:00,-10.7,693.0,781.3,-0.1,82,Wind blowing from the north-east,2,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,-4.1,,,,,,2.6,-13.2,No precipitation,12,,,,
15.02.2020 05:00,-9.2,693.1,780.8,,70,Wind blowing from the north,1,,,, ,,,-11.4,-4.1,,,,,,8.0,-13.7,No precipitation,6,,,,
15.02.2020 02:00,-8.5,694.1,781.9,-0.8,70,Wind blowing from the east,2,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,-4.1,,,2500 or more  or no clouds.,,,7.0,-13.0,No precipitation,12,,,,
14.02.2020 23:00,-8.0,694.9,783.4,,72,Wind blowing from the south,1,,,,Mist. ,,,-12.6,-4.1,,,,,,6.0,-12.2,No precipitation,6,,,,
14.02.2020 20:00,-6.8,694.8,783.4,0.6,65,Wind blowing from the east,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,-4.1,,,2500 or more  or no clouds.,,,8.0,-12.3,No precipitation,12,,,,
14.02.2020 17:00,-4.4,694.2,782.3,,54,Wind blowing from the north-east,2,,,no clouds, ,,,-12.6,-4.1,,,,,,13.0,-12.3,No precipitation,6,,,,
14.02.2020 14:00,-4.8,694.3,782.7,0.0,49,Wind blowing from the east-northeast,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,-4.7,,,,,,14.0,-13.9,No precipitation,12,,,,
14.02.2020 11:00,-9.5,694.3,783.4,,61,Wind blowing from the south-southwest,1,,,no clouds, ,,,-12.6,,,,,,,12.0,-15.6,No precipitation,6,,,,
14.02.2020 08:00,-11.0,693.0,781.8,0.3,70,Wind blowing from the south-southwest,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,,,,,,,12.0,-15.4,No precipitation,12,,,,
14.02.2020 05:00,-11.2,692.7,780.8,,76,Wind blowing from the south,3,,,, ,,,-12.6,-4.7,,,,,,14.0,-14.7,No precipitation,6,,,,
14.02.2020 02:00,-12.5,692.3,780.7,0.7,80,Wind blowing from the east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,-4.7,,,2500 or more  or no clouds.,,,12.0,-15.2,No precipitation,12,,,,
13.02.2020 23:00,-11.7,691.6,780.1,,77,Wind blowing from the east-northeast,2,,,, ,,,-12.2,-4.7,,,,,,13.0,-14.9,No precipitation,6,,,,
13.02.2020 20:00,-9.4,688.3,776.6,0.6,70,Wind blowing from the east-northeast,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.2,-4.7,,,,,,8.0,-13.9,No precipitation,12,,,,
13.02.2020 17:00,-5.4,687.7,775.0,,52,Wind blowing from the north-northeast,2,,,no clouds, ,,,-12.2,-4.7,,,,,,18.0,-13.9,No precipitation,6,,,,
13.02.2020 14:00,-5.7,687.6,774.7,-0.9,48,Wind blowing from the east-northeast,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.2,-4.7,,,,,,28.0,-15.0,No precipitation,12,,,,
13.02.2020 11:00,-8.2,688.5,776.4,,54,Wind blowing from the south-west,2,,,no clouds, ,,,-12.2,-5.7,,,,,,30.0,-15.9,No precipitation,6,,,,
13.02.2020 08:00,-11.4,688.4,776.5,0.2,73,Wind blowing from the north,0,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.2,-5.7,,,,,,25.0,-15.4,No precipitation,12,,,,
13.02.2020 05:00,-9.9,688.2,775.8,,61,Wind blowing from the west-northwest,2,,,, ,,,-11.2,-5.7,,,,,,26.0,-16.0,No precipitation,6,,,,
13.02.2020 02:00,-8.9,688.5,775.7,-0.1,62,Wind blowing from the west-northwest,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,-5.4,,,2500 or more  or no clouds.,,,30.0,-14.9,No precipitation,12,,,,
12.02.2020 23:00,-10.3,688.6,776.7,,77,Wind blowing from the east,1,,,, ,,,-10.3,-3.4,,,,,,28.0,-13.6,No precipitation,6,,,,
12.02.2020 20:00,-8.1,687.8,775.3,0.8,64,Wind blowing from the north-northeast,1,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,-2.8,,,1500-2000,,,30.0,-13.7,0.2,12,,,,
12.02.2020 17:00,-7.2,687.0,773.9,,65,Wind blowing from the north-east,2,,,90  or more  but not 100%, ,,,-9.1,,,,2500 or more  or no clouds.,,,21.0,-12.8,No precipitation,6,,,,
12.02.2020 14:00,-5.7,686.2,772.6,-0.7,62,Wind blowing from the north-northeast,2,,5,20–30%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,,,,2500 or more  or no clouds.,,,30.0,-11.8,0.2,12,,,,
12.02.2020 11:00,-8.8,686.9,773.5,,77,Wind blowing from the north-west,2,,,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-9.1,3.0,,,1500-2000,,,12.0,-12.1,0.2,6,,,,
12.02.2020 08:00,-8.1,686.0,772.3,0.7,89,Wind blowing from the north-northeast,1,,5,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,3.0,,,1500-2000,,,7.0,-9.6,Trace of precipitation,12,,,,
12.02.2020 05:00,-6.7,685.3,770.4,,91,Wind blowing from the north-northeast,1,,,,Snow not falling as shower(s). ,,,-8.7,3.0,,,,,,1.2,-7.9,No precipitation,6,,,,
12.02.2020 02:00,-5.4,684.8,769.9,0.4,75,Wind blowing from the north-east,2,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,3.0,,,2500 or more  or no clouds.,,,3.2,-9.1,No precipitation,12,,,,
11.02.2020 23:00,-3.4,684.4,769.9,,65,Wind blowing from the north-east,1,,,,Mist. ,,,-8.7,3.0,,,,,,5.0,-9.2,No precipitation,6,,,,
11.02.2020 20:00,-2.8,683.3,769.2,2.8,69,Wind blowing from the north-northeast,2,,7,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,3.0,,,2500 or more  or no clouds.,,,3.6,-7.7,No precipitation,12,,,,
11.02.2020 17:00,2.7,680.5,763.9,,50,Wind blowing from the north,2,,,90  or more  but not 100%, ,,,-8.7,3.0,,,2500 or more  or no clouds.,,,7.0,-6.9,No precipitation,6,,,,
11.02.2020 14:00,0.3,680.9,764.5,1.7,55,Wind blowing from the east-northeast,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,5.5,,,1500-2000,,,5.0,-7.7,No precipitation,12,,,,
11.02.2020 11:00,-4.1,679.2,763.3,,66,Wind blowing from the south,1,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,5.5,,,,,,3.3,-9.5,No precipitation,6,,,,
11.02.2020 08:00,-7.5,678.9,763.6,1.2,81,Wind blowing from the north-northeast,1,,7,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.2,5.5,,,2500 or more  or no clouds.,,,2.0,-10.3,No precipitation,12,,,,
11.02.2020 05:00,-0.2,677.7,761.1,,48,Wind blowing from the east-southeast,1,,,, ,,,,,,,,,,24.0,-10.1,No precipitation,6,,,,
11.02.2020 02:00,1.1,677.8,761.2,-2.1,41,Wind blowing from the west-southwest,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,27.0,-10.7,No precipitation,12,,,,
10.02.2020 23:00,0.7,679.9,764.7,,43,Wind blowing from the south-southwest,4,,,, ,,,-8.2,5.5,,,,,,26.0,-10.7,No precipitation,6,,,,
10.02.2020 20:00,0.2,680.4,764.0,0.2,57,Wind blowing from the south-southwest,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.2,5.5,,,2500 or more  or no clouds.,,,7.0,-7.5,No precipitation,12,,,,
10.02.2020 17:00,0.4,680.2,764.2,,53,Wind blowing from the north-east,3,,,90  or more  but not 100%, ,,,-8.2,5.5,,,2500 or more  or no clouds.,,,6.0,-8.1,No precipitation,6,,,,
10.02.2020 14:00,-0.3,679.5,762.7,-0.7,50,Wind blowing from the east,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.2,3.8,,,2500 or more  or no clouds.,,,8.0,-9.7,No precipitation,12,,,,
10.02.2020 11:00,-7.4,680.2,764.7,,72,Wind blowing from the east-northeast,2,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.2,3.8,,,,,,4.2,-11.6,No precipitation,6,,,,
10.02.2020 08:00,0.8,677.7,760.6,0.0,35,Wind blowing from the west-northwest,2,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,3.8,,,2500 or more  or no clouds.,,,21.0,-12.9,No precipitation,12,,,,
10.02.2020 05:00,-1.7,677.7,761.7,,52,Wind blowing from the north-northwest,2,,,, ,,,-3.2,3.8,,,,,,16.0,-10.3,No precipitation,6,,,,
10.02.2020 02:00,2.7,677.3,760.7,-1.0,31,Wind blowing from the north-northwest,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,4.4,,,2500 or more  or no clouds.,,,29.0,-12.7,No precipitation,12,,,,
09.02.2020 23:00,3.2,678.3,761.0,,31,Wind blowing from the east-northeast,2,,,, ,,,-3.2,4.8,,,,,,26.0,-12.3,No precipitation,6,,,,
09.02.2020 20:00,2.7,678.1,761.1,-1.4,34,Wind blowing from the west-northwest,3,,21,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,4.8,,,,,,18.0,-11.6,No precipitation,12,,,,
09.02.2020 17:00,-1.9,679.5,763.1,,53,Wind blowing from the north,2,,,no clouds, ,,,-3.6,6.4,,,,,,7.0,-10.4,No precipitation,6,,,,
09.02.2020 14:00,-2.9,679.6,763.2,-0.4,58,Wind blowing from the east-northeast,4,,21,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,7.6,,,,,,7.0,-10.2,No precipitation,12,,,,
09.02.2020 11:00,1.7,680.0,763.0,,33,Wind blowing from the east-southeast,11,,,, ,,,,7.6,,,,,,21.0,-12.9,No precipitation,6,,,,
09.02.2020 08:00,0.8,680.2,763.1,-1.6,35,Wind blowing from the east,6,,15,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,7.6,,,,,,23.0,-12.9,No precipitation,12,,,,
09.02.2020 05:00,2.4,681.8,764.4,,30,Wind blowing from the north-northeast,2,,,, ,,,,7.6,,,,,,25.0,-13.4,No precipitation,6,,,,
09.02.2020 02:00,3.8,682.9,765.2,-1.5,28,Wind blowing from the west,5,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,7.6,,,2500 or more  or no clouds.,,,14.0,-13.0,No precipitation,12,,,,
08.02.2020 23:00,2.6,684.4,769.7,,30,Wind blowing from the west,3,,,,Haze. ,,,-8.5,7.6,,,,,,6.0,-13.2,No precipitation,6,,,,
08.02.2020 20:00,4.1,685.2,769.3,-0.6,31,Wind blowing from the north,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.5,7.6,,,,,,15.0,-11.5,No precipitation,12,,,,
08.02.2020 17:00,6.3,685.8,770.5,,26,Wind blowing from the east-northeast,4,,,no clouds, ,,,-8.5,7.6,,,,,,25.0,-11.8,No precipitation,6,,,,
08.02.2020 14:00,7.0,686.8,770.8,-1.5,22,Wind blowing from the east,3,,9,no clouds,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.5,7.0,,,,,,19.0,-13.3,No precipitation,12,,,,
08.02.2020 11:00,-8.5,688.3,775.9,,80,Wind blowing from the east-northeast,2,,,90  or more  but not 100%,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.5,6.0,,,2500 or more  or no clouds.,,,0.6,-11.3,No precipitation,6,,,,
08.02.2020 08:00,-2.2,687.5,773.2,-0.9,44,Wind blowing from the east,4,,8,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.5,6.0,,,,,,2.7,-12.8,No precipitation,12,,,,
08.02.2020 05:00,-8.0,688.4,774.2,,83,Wind blowing from the west-southwest,1,,,,Mist. ,,,-8.5,6.0,,,,,,0.8,-10.4,No precipitation,6,,,,
08.02.2020 02:00,-3.6,689.2,773.7,-0.7,64,Wind blowing from the north-northwest,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.5,6.0,,,2500 or more  or no clouds.,,,2.9,-9.6,No precipitation,12,,,,
07.02.2020 23:00,-8.2,689.9,776.3,,80,Wind blowing from the north-east,1,,,,Mist. ,,,-8.2,6.0,,,,,,1.0,-11.0,No precipitation,6,,,,
07.02.2020 20:00,-3.9,689.8,775.6,0.6,68,Wind blowing from the north-east,2,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,6.0,,,,,,1.6,-9.1,No precipitation,12,,,,
07.02.2020 17:00,1.6,689.2,774.0,,49,Wind blowing from the east,2,,,no clouds, ,,,-4.2,6.0,,,,,,3.1,-8.0,No precipitation,6,,,,
07.02.2020 14:00,5.5,689.4,773.7,-0.4,38,Wind blowing from the east,2,,,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,6.0,,,2500 or more  or no clouds.,,,30.0,-7.7,No precipitation,12,,,,
07.02.2020 11:00,-0.3,689.8,775.3,,48,Wind blowing from the south-southwest,3,,,10%  or less  but not 0, ,,,-5.7,1.4,,,2500 or more  or no clouds.,,,30.0,-10.2,No precipitation,6,,,,
07.02.2020 08:00,-1.3,689.4,775.2,0.4,48,Wind blowing from the south-southwest,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,1.4,,,,,,30.0,-10.9,No precipitation,12,,,,
07.02.2020 05:00,-1.4,689.0,774.1,,48,Wind blowing from the south-southwest,3,,,, ,,,,1.4,,,,,,30.0,-11.0,No precipitation,6,,,,
07.02.2020 02:00,-1.9,689.1,774.2,0.4,49,Wind blowing from the south-southwest,3,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,1.4,,,2500 or more  or no clouds.,,,15.0,-11.4,No precipitation,12,,,,
06.02.2020 23:00,-2.9,688.7,775.0,,63,Wind blowing from the south,2,,,,Haze. ,,,-13.0,1.4,,,,,,3.2,-9.0,No precipitation,6,,,,
06.02.2020 20:00,-4.1,687.5,774.6,1.4,70,Wind blowing from the south-east,0,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,1.4,,,,,,2.3,-8.9,No precipitation,12,,,,
06.02.2020 17:00,0.1,686.1,772.5,,50,Wind blowing from the east-northeast,1,,,no clouds, ,,,-13.0,1.4,,,,,,3.2,-9.3,No precipitation,6,,,,
06.02.2020 14:00,0.2,685.2,771.5,0.3,47,Wind blowing from the east-northeast,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,1.4,,,,,,12.0,-9.8,No precipitation,12,,,,
06.02.2020 11:00,-5.8,684.9,771.5,,61,Wind blowing from the south,3,,,no clouds, ,,,-13.0,-5.2,,,,,,15.0,-12.3,No precipitation,6,,,,
06.02.2020 08:00,-10.2,684.1,771.5,0.6,77,Wind blowing from the south-southwest,2,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,-5.2,,,,,,1.6,-13.5,No precipitation,12,,,,
06.02.2020 05:00,-11.5,683.5,770.6,,81,Wind blowing from the south,1,,,,Mist. ,,,-14.1,-5.2,,,,,,1.4,-14.1,No precipitation,6,,,,
06.02.2020 02:00,-11.9,683.5,770.6,0.1,86,Wind blowing from the north,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,-5.2,,,2500 or more  or no clouds.,,,0.8,-13.8,No precipitation,12,,,,
05.02.2020 23:00,-7.8,683.4,770.6,,72,Wind blowing from the south-southwest,2,,,,Mist. ,,,-14.1,-5.2,,,,,,2.1,-12.1,No precipitation,6,,,,
05.02.2020 20:00,-8.8,683.5,771.5,0.4,74,Wind blowing from the east,1,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,-5.2,,,,,,1.4,-12.6,No precipitation,12,,,,
05.02.2020 17:00,-5.7,683.1,770.2,,62,Wind blowing from the east,3,,,no clouds, ,,,-14.1,-4.7,,,,,,1.5,-11.8,No precipitation,6,,,,
05.02.2020 14:00,-5.8,683.7,770.9,-0.7,63,Wind blowing from the east-northeast,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,-2.8,,,,,,1.6,-11.7,No precipitation,12,,,,
05.02.2020 11:00,-10.6,684.4,771.6,,81,Wind blowing from the north-east,0,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,-2.8,,,,,,1.3,-13.2,No precipitation,6,,,,
05.02.2020 08:00,-14.1,684.1,772.3,-0.1,85,Wind blowing from the east-southeast,1,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,-2.8,,,,,,0.9,-16.1,No precipitation,12,,,,
05.02.2020 05:00,-12.1,684.2,771.3,,81,Wind blowing from the east-northeast,1,,,,Mist. ,,,-14.3,-2.8,,,,,,1.2,-14.8,No precipitation,6,,,,
