Local time in Urumqi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
10.01.2020 02:00,-9.4,686.2,773.4,-0.7,70,Wind blowing from the south,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,-6.6,,,2500 or more  or no clouds.,,,4.3,-13.9,No precipitation,12,,,,
09.01.2020 23:00,-9.4,686.9,775.0,,71,Wind blowing from the east-southeast,1,,,,Mist. ,,,-14.3,-6.6,,,,,,2.7,-13.7,No precipitation,6,,,,
09.01.2020 20:00,-10.7,687.4,775.9,0.4,78,Wind blowing from the east,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,-6.6,,,2500 or more  or no clouds.,,,1.5,-13.9,No precipitation,12,,,,
09.01.2020 17:00,-8.6,687.0,775.3,,66,Wind blowing from the east-northeast,2,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,-6.6,,,,,,2.2,-13.8,No precipitation,6,,,,
09.01.2020 14:00,-7.0,687.3,775.3,-0.6,60,Wind blowing from the east-northeast,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,-6.6,,,2500 or more  or no clouds.,,,5.0,-13.5,No precipitation,12,,,,
09.01.2020 11:00,-10.9,687.9,776.5,,69,Wind blowing from the south,3,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,,,,,,,4.6,-15.5,No precipitation,6,,,,
09.01.2020 08:00,-12.6,687.1,775.9,-0.7,72,Wind blowing from the south-southwest,3,,5,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,,,,2500 or more  or no clouds.,,,6.0,-16.6,No precipitation,12,,,,
09.01.2020 05:00,-13.1,687.8,776.4,,72,Wind blowing from the south-southwest,3,,,,Mist. ,,,-14.3,-6.4,,,,,,6.0,-17.2,No precipitation,6,,,,
09.01.2020 02:00,-12.7,688.2,776.4,0.0,75,Wind blowing from the south-southwest,3,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,-6.4,,,2500 or more  or no clouds.,,,3.8,-16.2,No precipitation,12,,,,
08.01.2020 23:00,-11.9,688.2,777.1,,74,Wind blowing from the south,1,,,,Mist. ,,,-13.4,-6.4,,,,,,2.5,-15.6,No precipitation,6,,,,
08.01.2020 20:00,-11.6,687.8,776.8,0.5,82,Wind blowing from the south,1,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,-6.4,,,,,,1.3,-14.1,No precipitation,12,,,,
08.01.2020 17:00,-9.8,687.3,775.6,,71,Wind blowing from the east-northeast,2,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,-6.4,,,,,,2.3,-14.1,No precipitation,6,,,,
08.01.2020 14:00,-7.6,687.2,775.1,-1.1,55,Wind blowing from the east-northeast,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,-4.8,,,,,,9.0,-15.1,No precipitation,12,,,,
08.01.2020 11:00,-12.4,688.3,777.0,,67,Wind blowing from the south-southwest,2,,,no clouds, ,,,-13.4,,,,,,,13.0,-17.4,No precipitation,6,,,,
08.01.2020 08:00,-13.2,687.6,776.5,0.2,72,Wind blowing from the south,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,,,,,,,9.0,-17.2,No precipitation,12,,,,
08.01.2020 05:00,-12.1,687.4,775.2,,74,Wind blowing from the south-southwest,2,,,,Mist. ,,,-12.8,-4.5,,,,,,7.0,-15.9,No precipitation,6,,,,
08.01.2020 02:00,-11.9,687.6,775.0,-0.4,71,Wind blowing from the south,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,-4.5,,,2500 or more  or no clouds.,,,6.0,-16.1,No precipitation,12,,,,
07.01.2020 23:00,-10.8,688.0,776.4,,74,Wind blowing from the south-southwest,2,,,,Mist. ,,,-13.7,-4.5,,,,,,3.1,-14.5,No precipitation,6,,,,
07.01.2020 20:00,-11.5,687.7,776.4,1.1,77,Wind blowing from the east,1,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,-4.5,,,,,,2.8,-14.7,No precipitation,12,,,,
07.01.2020 17:00,-6.9,686.6,774.4,,62,Wind blowing from the east-northeast,2,,,no clouds, ,,,-13.7,-4.5,,,,,,2.6,-13.0,No precipitation,6,,,,
07.01.2020 14:00,-4.8,686.3,773.8,-0.2,49,Wind blowing from the east,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,-4.5,,,,,,18.0,-14.1,No precipitation,12,,,,
07.01.2020 11:00,-10.9,686.5,775.2,,64,Wind blowing from the south-southwest,2,,,no clouds, ,,,-13.9,-10.9,,,,,,18.0,-16.4,No precipitation,6,,,,
07.01.2020 08:00,-11.9,685.2,773.8,0.4,74,Wind blowing from the south-southwest,3,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-11.8,,,,,,7.0,-15.6,No precipitation,12,,,,
07.01.2020 05:00,-12.5,684.8,773.3,,79,Wind blowing from the south,2,,,,Mist. ,,,-14.7,-11.9,,,,,,2.6,-15.5,No precipitation,6,,,,
07.01.2020 02:00,-13.1,684.8,773.8,0.4,82,Wind blowing from the south-east,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,-11.9,,,2500 or more  or no clouds.,,,2.0,-15.5,No precipitation,12,,,,
06.01.2020 23:00,-13.3,684.4,773.3,,83,Wind blowing from the east-northeast,1,,,,Mist. ,,,-14.7,-11.9,,,,,,1.9,-15.6,No precipitation,6,,,,
06.01.2020 20:00,-13.3,684.0,772.9,-0.3,79,Wind blowing from the east,1,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,-11.3,,,,,,1.6,-16.2,No precipitation,12,,,,
06.01.2020 17:00,-12.1,684.3,773.1,,77,Wind blowing from the east,2,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,,,,,,,1.4,-15.3,No precipitation,6,,,,
06.01.2020 14:00,-13.8,684.1,773.1,-0.6,83,Wind blowing from the north-east,2,,5,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,,,,2500 or more  or no clouds.,,,1.0,-16.1,No precipitation,12,,,,
06.01.2020 11:00,-13.7,684.7,773.7,,85,Wind blowing from the east,1,,,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,,,,2500 or more  or no clouds.,,,1.1,-15.7,No precipitation,6,,,,
06.01.2020 08:00,-13.8,684.1,772.6,-0.3,85,Wind blowing from the south-west,1,,3,no clouds,Fog or ice fog. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,,,,,,,1.3,-15.8,No precipitation,12,,,,
06.01.2020 05:00,-14.6,684.4,772.6,,87,Wind blowing from the east-northeast,2,,,,Fog or ice fog. ,,,-14.7,-3.0,,,,,,0.7,-16.3,No precipitation,6,,,,
06.01.2020 02:00,-14.3,685.0,772.3,-0.9,87,Wind blowing from the east,1,,4,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,-3.0,,,2500 or more  or no clouds.,,,0.6,-16.0,No precipitation,12,,,,
05.01.2020 23:00,-13.2,685.9,774.0,,87,Wind blowing from the east,1,,,,Mist. ,,,-13.2,-3.0,,,,,,0.9,-14.9,No precipitation,6,,,,
05.01.2020 20:00,-11.3,686.3,774.4,-0.2,84,Wind blowing from the east-northeast,0,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,-3.0,,,,,,1.4,-13.5,No precipitation,12,,,,
05.01.2020 17:00,-8.6,686.5,774.0,,73,Wind blowing from the east-northeast,2,,,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,-3.0,,,2500 or more  or no clouds.,,,1.6,-12.7,No precipitation,6,,,,
05.01.2020 14:00,-3.9,686.9,773.7,-0.8,57,Wind blowing from the east-northeast,1,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,-3.0,,,2500 or more  or no clouds.,,,9.0,-11.2,No precipitation,12,,,,
05.01.2020 11:00,-8.4,687.7,775.4,,64,Wind blowing from the south,2,,,20–30%., ,,,-11.7,,,,2500 or more  or no clouds.,,,12.0,-14.0,No precipitation,6,,,,
05.01.2020 08:00,-10.1,687.4,775.6,0.0,70,Wind blowing from the south-southwest,3,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,9.0,-14.5,No precipitation,12,,,,
05.01.2020 05:00,-9.3,687.4,774.8,,70,Wind blowing from the south,3,,,, ,,,-14.2,-5.0,,,,,,9.0,-13.9,No precipitation,6,,,,
05.01.2020 02:00,-9.3,687.4,774.6,0.1,66,Wind blowing from the south-southwest,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,-5.0,,,2500 or more  or no clouds.,,,16.0,-14.5,No precipitation,12,,,,
04.01.2020 23:00,-9.5,687.3,775.5,,74,Wind blowing from the south-southwest,2,,,,Mist. ,,,-14.5,-5.0,,,,,,5.0,-13.3,No precipitation,6,,,,
04.01.2020 20:00,-10.7,686.9,775.7,0.7,78,Wind blowing from the east,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,-5.0,,,,,,5.0,-13.8,No precipitation,12,,,,
04.01.2020 17:00,-7.3,686.2,774.1,,71,Wind blowing from the east,1,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,-5.0,,,,,,2.4,-11.8,No precipitation,6,,,,
04.01.2020 14:00,-5.7,686.5,774.2,-0.3,61,Wind blowing from the south-southwest,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,-5.7,,,,,,8.0,-12.2,No precipitation,12,,,,
04.01.2020 11:00,-11.7,686.8,775.4,,83,Wind blowing from the south,2,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,-8.8,,,,,,6.0,-14.0,No precipitation,6,,,,
04.01.2020 08:00,-13.9,685.9,774.5,0.0,83,Wind blowing from the south,2,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,-8.8,,,,,,3.5,-16.2,No precipitation,12,,,,
04.01.2020 05:00,-13.3,685.9,774.3,,86,Wind blowing from the south-southeast,1,,,,Mist. ,,,-14.5,-8.8,,,,,,1.5,-15.1,No precipitation,6,,,,
04.01.2020 02:00,-13.2,685.4,773.7,-0.5,83,Wind blowing from the south-west,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,-8.8,,,2500 or more  or no clouds.,,,3.8,-15.5,No precipitation,12,,,,
03.01.2020 23:00,-11.8,685.9,774.1,,87,Wind blowing from the south-west,2,,,,Mist. ,,,-11.9,-8.3,,,,,,0.1,-13.5,No precipitation,6,,,,
03.01.2020 20:00,-10.8,685.9,773.9,0.4,88,Wind blowing from the east,1,,3,90  or more  but not 100%,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,-8.1,,,2500 or more  or no clouds.,,,1.3,-12.4,No precipitation,12,,,,
03.01.2020 17:00,-10.2,685.5,773.3,,89,Wind blowing from the east,2,,,90  or more  but not 100%,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,,,,,,,0.6,-11.7,No precipitation,6,,,,
03.01.2020 14:00,-9.5,686.1,773.8,-0.7,89,Wind blowing from the north-northeast,1,,3,90  or more  but not 100%,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,,,,2500 or more  or no clouds.,,,1.1,-11.0,No precipitation,12,,,,
03.01.2020 11:00,-10.1,686.8,774.5,,90,Wind blowing from the east-northeast,1,,,90  or more  but not 100%,Fog  depositing rime  sky visible. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,-6.9,,,,,,0.5,-11.4,No precipitation,6,,,,
03.01.2020 08:00,-10.1,686.5,774.2,-0.6,90,Wind blowing from the east,1,,3,90  or more  but not 100%,Fog or ice fog. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,-6.9,,,2500 or more  or no clouds.,,,0.8,-11.4,No precipitation,12,,,,
03.01.2020 05:00,-10.1,687.1,774.8,,91,Wind blowing from the east,1,,,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,-11.1,-6.9,,,,,,0.1,-11.3,No precipitation,6,,,,
03.01.2020 02:00,-9.4,687.7,775.1,-0.2,92,Wind blowing from the east,2,,4,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,-6.9,,,2500 or more  or no clouds.,,,0.1,-10.5,No precipitation,12,,,,
02.01.2020 23:00,-8.3,687.9,775.9,,89,Wind blowing from the east,1,,,,Mist. ,,,-11.1,-6.9,,,,,,1.4,-9.8,No precipitation,6,,,,
02.01.2020 20:00,-8.5,688.4,776.2,0.3,90,Wind blowing from the east-northeast,2,,,90  or more  but not 100%,Fog or ice fog. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,-6.9,,,2500 or more  or no clouds.,,,0.9,-9.8,No precipitation,12,,,,
02.01.2020 17:00,-8.2,688.1,775.7,,87,Wind blowing from the east,3,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,-6.0,,,,,,1.5,-10.0,No precipitation,6,,,,
02.01.2020 14:00,-7.3,688.5,776.0,-0.7,85,Wind blowing from the east-northeast,2,,3,50%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,-3.8,,,2500 or more  or no clouds.,,,2.7,-9.4,No precipitation,12,,,,
02.01.2020 11:00,-10.9,689.2,777.4,,89,Wind blowing from the east,1,,,no clouds,Fog or ice fog. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,,,,,,,2.2,-12.4,No precipitation,6,,,,
02.01.2020 08:00,-9.0,688.8,776.3,-0.2,90,Wind blowing from the south,2,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,,,,,,,1.1,-10.3,No precipitation,12,,,,
02.01.2020 05:00,-8.8,689.0,776.4,,91,Wind blowing from the east-southeast,1,,,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,-11.3,-3.8,,,,,,0.3,-10.0,No precipitation,6,,,,
02.01.2020 02:00,-9.1,688.6,775.6,-0.2,81,Wind blowing from the south-west,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,-3.8,,,2500 or more  or no clouds.,,,4.4,-11.8,No precipitation,12,,,,
01.01.2020 23:00,-8.7,688.8,776.7,,84,Wind blowing from the south-southwest,1,,,,Mist. ,,,-12.9,-3.8,,,,,,2.9,-10.9,No precipitation,6,,,,
01.01.2020 20:00,-7.0,688.7,776.6,,85,Wind blowing from the east,1,,,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,-3.8,,,1500-2000,,,2.2,-9.1,No precipitation,12,,,,
01.01.2020 17:00,-6.1,688.2,775.9,,77,Wind blowing from the north-east,2,,,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,-3.8,,,1500-2000,,,2.0,-9.5,No precipitation,6,,,,
01.01.2020 14:00,-4.2,688.3,775.6,-0.1,61,Wind blowing from the east-southeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,-4.1,,,,,,7.0,-10.6,No precipitation,12,,,,
01.01.2020 11:00,-9.4,688.4,776.2,,71,Wind blowing from the south-southwest,3,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,-6.6,,,,,,4.5,-13.7,No precipitation,6,,,,
01.01.2020 08:00,-11.2,687.2,775.4,0.3,74,Wind blowing from the south-southwest,3,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,-6.6,,,,,,5.0,-14.9,No precipitation,12,,,,
01.01.2020 05:00,-11.3,686.9,774.8,,78,Wind blowing from the south,2,,,,Mist. ,,,-13.8,-6.6,,,,,,2.4,-14.4,No precipitation,6,,,,
