Local time in Lanzhou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
18.03.2020 17:00,13.4,609.2,763.0,,12,Wind blowing from the north-northwest,4,,9,no clouds, ,,,-2.6,14.0,,,,,,20.0,-15.4,No precipitation,6,,,,
18.03.2020 14:00,11.0,610.3,765.3,-1.3,26,Wind blowing from the west,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,13.0,,,2500 or more  or no clouds.,,,23.0,-7.7,No precipitation,12,,,,
18.03.2020 11:00,9.4,611.6,767.2,,32,Wind blowing from the north-east,1,,,90  or more  but not 100%, ,,,,,,,,,,15.0,-6.4,,,,,,
18.03.2020 08:00,-0.7,610.6,767.2,1.8,87,Wind blowing from the west,1,,4,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,13.0,,,2500 or more  or no clouds.,,,6.0,-2.7,No precipitation,12,,,,
18.03.2020 05:00,0.8,608.8,762.6,,64,Wind blowing from the west-northwest,2,,4,, ,,,-3.8,13.0,,,,,,14.0,-5.4,No precipitation,6,,,,
18.03.2020 02:00,0.2,609.4,764.2,-0.5,75,Wind blowing from the west,1,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,13.0,,,2500 or more  or no clouds.,,,4.7,-3.8,No precipitation,12,,,,
17.03.2020 23:00,0.6,609.9,765.9,,73,Wind blowing from the west-southwest,0,,,, ,,,,,,,,,,11.0,-3.8,,,,,,
17.03.2020 20:00,6.8,609.5,766.4,0.0,47,Wind blowing from the west-southwest,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,13.0,,,,,,7.0,-3.9,No precipitation,12,,,,
17.03.2020 17:00,12.7,609.5,764.8,,24,Wind blowing from the west-northwest,1,,5,no clouds, ,,,-3.8,13.0,,,,,,23.0,-7.3,No precipitation,6,,,,
17.03.2020 14:00,10.9,611.2,766.5,-2.1,26,Wind blowing from the north-northeast,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,11.1,,,,,,21.0,-7.8,No precipitation,12,,,,
17.03.2020 11:00,6.8,613.3,770.5,,48,Wind blowing from the south-east,1,,4,no clouds, ,,,-3.8,8.9,,,,,,15.0,-3.6,No precipitation,6,,,,
17.03.2020 08:00,-2.7,613.5,772.2,0.3,94,Wind blowing from the south-southwest,1,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,8.9,,,,,,4.6,-3.6,No precipitation,12,,,,
17.03.2020 05:00,-3.2,613.2,770.6,,96,Wind blowing from the south-west,1,,7,,Mist. ,,,-3.3,8.9,,,,,,6.0,-3.7,No precipitation,6,,,,
17.03.2020 02:00,-0.3,613.7,771.0,-0.2,74,Wind blowing from the west-southwest,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,8.9,,,2500 or more  or no clouds.,,,8.0,-4.5,No precipitation,12,,,,
16.03.2020 23:00,-0.4,613.9,772.6,,83,Wind blowing from the east,1,,,, ,,,,,,,,,,8.0,-3.0,,,,,,
16.03.2020 20:00,4.4,613.1,771.1,1.1,55,Wind blowing from the south-west,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,8.9,,,2500 or more  or no clouds.,,,9.0,-4.0,No precipitation,12,,,,
16.03.2020 17:00,8.7,612.0,768.4,,31,Wind blowing from the west,2,,6,90  or more  but not 100%, ,,,-1.8,8.9,,,,,,21.0,-7.8,No precipitation,6,,,,
16.03.2020 14:00,6.8,612.8,769.7,-1.1,25,Wind blowing from the north-west,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,6.8,,,2500 or more  or no clouds.,,,20.0,-11.8,0.1,12,,,,
16.03.2020 11:00,2.8,613.9,772.3,,83,Wind blowing from the north,1,,,90  or more  but not 100%, ,,,,,,,,,,3.7,0.2,,,,,,
16.03.2020 08:00,-0.7,612.9,772.2,,100,Calm  no wind,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,,,,2500 or more  or no clouds.,,,4.3,-0.7,2.0,12,,,,
16.03.2020 05:00,-0.8,611.9,771.0,,100,Calm  no wind,0,,,,Mist. ,,,-1.9,,,,,,,0.9,-0.8,0.9,6,,,,
16.03.2020 02:00,0.2,612.3,769.7,,99,Calm  no wind,0,,,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,6.3,,,2500 or more  or no clouds.,,,4.9,0.1,7.0,12,,,,
15.03.2020 23:00,0.1,612.6,769.8,,99,Wind blowing from the north-northeast,2,,7,,Intermittent fall of snowflakes  slight at time of observation. ,,,-1.9,6.3,,,,,,2.0,0.0,4.0,6,,,,
15.03.2020 20:00,0.2,611.4,769.8,1.6,99,Calm  no wind,0,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,-1.9,7.0,,,2500 or more  or no clouds.,,,3.3,0.1,6.0,12,,,,
15.03.2020 17:00,0.2,609.8,768.4,,99,Wind blowing from the south-southeast,3,,7,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,-1.9,13.4,,,2500 or more  or no clouds.,,,1.0,0.1,2.0,6,,,,
15.03.2020 14:00,4.7,609.1,765.0,-0.8,58,Wind blowing from the east-southeast,3,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,13.6,,,2500 or more  or no clouds.,,,12.0,-3.0,Trace of precipitation,12,,,,
15.03.2020 11:00,5.6,609.9,765.3,,28,Wind blowing from the south-east,3,,,90  or more  but not 100%, ,,,,,,,,,,14.0,-11.4,,,,,,
15.03.2020 08:00,0.8,609.8,765.6,0.5,35,Wind blowing from the north-west,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,13.6,,,2500 or more  or no clouds.,,,11.0,-12.9,No precipitation,12,,,,
15.03.2020 05:00,-0.9,609.3,763.7,,43,Wind blowing from the west-southwest,1,,7,, ,,,-7.5,13.6,,,,,,7.0,-12.1,No precipitation,6,,,,
15.03.2020 02:00,2.2,610.3,765.1,-0.7,36,Wind blowing from the south,1,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,13.6,,,2500 or more  or no clouds.,,,6.0,-11.3,No precipitation,12,,,,
14.03.2020 23:00,3.8,611.0,767.1,,25,Wind blowing from the south-southwest,3,,,, ,,,,,,,,,,12.0,-14.4,,,,,,
14.03.2020 20:00,7.2,610.5,768.1,0.9,20,Wind blowing from the east,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,13.6,,,2500 or more  or no clouds.,,,15.0,-14.2,No precipitation,12,,,,
14.03.2020 17:00,12.9,609.6,765.7,,7,Wind blowing from the north-northwest,2,,5,20–30%., ,,,-7.5,13.6,,,2500 or more  or no clouds.,,,28.0,-22.1,No precipitation,6,,,,
14.03.2020 14:00,9.3,611.6,768.4,,18,Wind blowing from the north,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,9.8,,,2500 or more  or no clouds.,,,12.0,-13.8,No precipitation,12,,,,
14.03.2020 08:00,-4.7,613.8,773.7,0.9,59,Wind blowing from the north-west,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,8.0,,,,,,7.0,-11.6,No precipitation,12,,,,
14.03.2020 05:00,-5.9,612.9,771.5,,69,Wind blowing from the north-west,1,,10,,Haze. ,,,-5.9,8.0,,,,,,6.0,-10.8,No precipitation,6,,,,
14.03.2020 02:00,-2.8,613.6,772.3,-0.7,49,Wind blowing from the west-northwest,1,,10,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,8.0,,,2500 or more  or no clouds.,,,6.0,-12.2,No precipitation,12,,,,
13.03.2020 23:00,0.1,614.3,773.5,,40,Wind blowing from the south-southwest,3,,,, ,,,,,,,,,,10.0,-12.1,,,,,,
13.03.2020 20:00,3.0,613.1,772.8,0.5,26,Wind blowing from the west-southwest,2,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,8.0,,,2500 or more  or no clouds.,,,5.0,-14.6,No precipitation,12,,,,
13.03.2020 17:00,7.3,612.6,770.8,,18,Wind blowing from the north-northwest,4,,8,no clouds, ,,,-5.8,8.0,,,,,,14.0,-15.4,No precipitation,6,,,,
13.03.2020 14:00,5.0,613.9,772.4,,30,Wind blowing from the north-northeast,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,9.7,,,,,,11.0,-11.1,No precipitation,12,,,,
13.03.2020 11:00,0.8,616.2,776.5,,41,Wind blowing from the north,2,,,90  or more  but not 100%, ,,,,,,,,,,12.0,-11.2,,,,,,
13.03.2020 08:00,-4.5,616.0,776.8,1.2,91,Wind blowing from the west,1,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,9.7,,,2500 or more  or no clouds.,,,7.0,-5.8,No precipitation,12,,,,
13.03.2020 05:00,-4.7,614.8,773.6,,90,Wind blowing from the south,1,,11,, ,,,-4.7,9.7,,,,,,11.0,-6.1,No precipitation,6,,,,
13.03.2020 02:00,-2.1,615.3,773.0,0.2,64,Wind blowing from the west,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,9.7,,,2500 or more  or no clouds.,,,14.0,-8.1,No precipitation,12,,,,
12.03.2020 23:00,-1.9,615.1,773.9,,62,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,13.0,-8.3,,,,,,
12.03.2020 20:00,1.7,612.3,770.8,4.3,34,Wind blowing from the north,5,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,9.7,,,2500 or more  or no clouds.,,,6.0,-12.8,No precipitation,12,,,,
12.03.2020 17:00,7.2,608.0,763.9,,14,Wind blowing from the north-northeast,6,,,100%., ,,,,,,,600-1000,,,11.0,-18.5,,,,,,
12.03.2020 14:00,8.5,607.3,762.2,-1.0,13,Wind blowing from the east-northeast,5,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,11.4,,,,,,18.0,-18.3,No precipitation,12,,,,
12.03.2020 11:00,4.4,608.3,764.3,,17,Wind blowing from the east,2,,,90  or more  but not 100%, ,,,,,,,,,,21.0,-18.5,,,,,,
12.03.2020 08:00,-0.3,607.9,764.2,0.9,27,Wind blowing from the west,2,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,11.4,,,2500 or more  or no clouds.,,,16.0,-17.0,No precipitation,12,,,,
12.03.2020 05:00,-0.8,607.0,761.4,,45,Wind blowing from the west,1,,5,, ,,,-5.8,11.4,,,,,,16.0,-11.5,No precipitation,6,,,,
12.03.2020 02:00,0.1,607.3,762.2,0.0,39,Wind blowing from the south-southwest,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,11.4,,,2500 or more  or no clouds.,,,19.0,-12.5,No precipitation,12,,,,
11.03.2020 23:00,1.7,607.3,763.3,,37,Wind blowing from the west,2,,6,,Haze. ,,,-5.8,11.4,,,,,,7.0,-11.7,No precipitation,6,,,,
11.03.2020 20:00,5.0,605.3,762.1,1.8,27,Wind blowing from the west-northwest,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,11.4,,,2500 or more  or no clouds.,,,10.0,-12.4,No precipitation,12,,,,
11.03.2020 17:00,11.0,603.5,757.7,,16,Wind blowing from the west,2,,6,90  or more  but not 100%, ,,,-5.8,11.4,,,,,,23.0,-13.8,No precipitation,6,,,,
11.03.2020 14:00,8.4,604.2,759.3,-1.9,20,Wind blowing from the north-west,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,10.0,,,2500 or more  or no clouds.,,,20.0,-13.2,No precipitation,12,,,,
11.03.2020 11:00,3.5,606.1,762.8,,30,Wind blowing from the east-northeast,2,,,90  or more  but not 100%, ,,,,,,,,,,14.0,-12.4,,,,,,
11.03.2020 08:00,-3.9,605.7,763.0,0.5,57,Wind blowing from the west,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,10.0,,,2500 or more  or no clouds.,,,5.0,-11.3,No precipitation,12,,,,
11.03.2020 05:00,-3.0,605.2,760.3,,46,Wind blowing from the west,2,,7,, ,,,-8.8,10.0,,,,,,11.0,-13.2,No precipitation,6,,,,
11.03.2020 02:00,-2.5,606.3,762.5,-1.3,46,Wind blowing from the north-northwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,10.0,,,2500 or more  or no clouds.,,,11.0,-12.7,No precipitation,12,,,,
10.03.2020 23:00,-1.3,607.6,765.4,,39,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,7.0,-13.7,,,,,,
10.03.2020 20:00,3.7,606.9,765.7,,28,Wind blowing from the west-southwest,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,10.0,,,,,,3.7,-13.1,No precipitation,12,,,,
10.03.2020 17:00,9.7,606.7,763.6,,16,Wind blowing from the east-northeast,2,,5,40%., ,,,-8.8,10.0,,,600-1000,,,21.0,-14.9,No precipitation,6,,,,
10.03.2020 14:00,6.1,608.5,767.1,,26,Wind blowing from the north-west,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,6.4,,,2500 or more  or no clouds.,,,17.0,-11.9,No precipitation,12,,,,
10.03.2020 11:00,1.1,611.2,771.1,,37,Wind blowing from the north-northwest,2,,4,90  or more  but not 100%, ,,,-8.8,3.3,,,,,,13.0,-12.2,No precipitation,6,,,,
10.03.2020 05:00,-8.2,610.9,771.2,,77,Wind blowing from the west,1,,8,, ,,,-8.4,3.3,,,,,,9.0,-11.6,No precipitation,6,,,,
10.03.2020 02:00,-8.0,611.8,772.9,,78,Wind blowing from the east-northeast,1,,8,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,3.3,,,2500 or more  or no clouds.,,,5.0,-11.2,No precipitation,12,,,,
09.03.2020 20:00,-2.0,612.7,773.6,1.2,41,Wind blowing from the west,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,3.3,,,,,,6.0,-13.7,No precipitation,12,,,,
09.03.2020 17:00,3.1,611.5,770.6,,26,Wind blowing from the west-northwest,3,,8,40%., ,,,-4.9,3.3,,,2500 or more  or no clouds.,,,15.0,-14.5,No precipitation,6,,,,
09.03.2020 14:00,1.1,611.7,770.8,-1.2,30,Wind blowing from the north-west,4,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,4.3,,,2500 or more  or no clouds.,,,12.0,-14.5,No precipitation,12,,,,
09.03.2020 11:00,-1.3,612.9,772.8,,35,Wind blowing from the north,3,,,100%., ,,,,,,,2500 or more  or no clouds.,,,10.0,-15.1,,,,,,
09.03.2020 08:00,-3.8,612.0,771.7,1.3,51,Wind blowing from the west-northwest,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,4.7,,,2500 or more  or no clouds.,,,25.0,-12.6,No precipitation,12,,,,
09.03.2020 05:00,-4.3,610.7,769.6,,62,Wind blowing from the west-northwest,3,,8,, ,,,-4.4,4.7,,,,,,24.0,-10.6,No precipitation,6,,,,
09.03.2020 02:00,-2.0,611.2,769.3,-0.3,57,Wind blowing from the west-northwest,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,4.7,,,2500 or more  or no clouds.,,,26.0,-9.5,No precipitation,12,,,,
08.03.2020 23:00,-1.1,611.5,769.3,,58,Wind blowing from the north-west,2,,,, ,,,,,,,,,,21.0,-8.4,,,,,,
08.03.2020 20:00,1.2,610.0,766.9,2.7,58,Wind blowing from the north-northeast,3,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,,,,1500-2000,,,17.0,-6.3,No precipitation,12,,,,
08.03.2020 17:00,3.1,607.3,762.6,,43,Wind blowing from the north,4,,,100%., ,,,,,,,2500 or more  or no clouds.,,,17.0,-8.5,,,,,,
08.03.2020 14:00,4.1,606.5,761.5,-0.1,23,Wind blowing from the north,5,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,,,,1500-2000,,,22.0,-15.1,No precipitation,12,,,,
08.03.2020 11:00,3.7,606.6,760.9,,20,Wind blowing from the north-west,5,,,100%., ,,,,,,,1500-2000,,,29.0,-17.1,,,,,,
08.03.2020 08:00,3.4,604.5,757.1,3.1,32,Wind blowing from the north-northwest,3,,11,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,18.4,,,1500-2000,,,20.0,-11.7,Trace of precipitation,12,,,,
08.03.2020 05:00,4.5,601.4,750.7,,77,Wind blowing from the west,2,,,, ,,,,,,,,,,15.0,0.8,,,,,,
08.03.2020 02:00,3.7,600.2,750.7,0.8,80,Wind blowing from the east-northeast,3,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,18.4,,,2500 or more  or no clouds.,,,19.0,0.6,No precipitation,12,,,,
07.03.2020 23:00,6.2,599.4,750.7,,65,Wind blowing from the south-east,4,,,, ,,,,,,,,,,20.0,0.1,,,,,,
07.03.2020 20:00,10.8,598.8,751.6,0.4,45,Wind blowing from the south-southeast,6,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,18.4,,,2500 or more  or no clouds.,,,17.0,-0.9,No precipitation,12,,,,
07.03.2020 17:00,18.0,598.4,748.6,,21,Wind blowing from the south-southwest,1,,4,10%  or less  but not 0, ,,,-3.4,18.4,,,2500 or more  or no clouds.,,,24.0,-4.6,No precipitation,6,,,,
07.03.2020 14:00,13.6,600.6,752.4,-2.4,24,Wind blowing from the north,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,13.6,,,,,,19.0,-6.5,No precipitation,12,,,,
07.03.2020 11:00,8.1,603.0,755.9,,29,Wind blowing from the west-northwest,1,,6,no clouds, ,,,-3.4,11.3,,,,,,16.0,-8.8,No precipitation,6,,,,
07.03.2020 08:00,-2.5,603.3,759.4,-0.1,71,Wind blowing from the west-southwest,1,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,11.3,,,2500 or more  or no clouds.,,,7.0,-7.1,No precipitation,12,,,,
07.03.2020 05:00,-1.2,603.4,757.1,,62,Wind blowing from the west-northwest,2,,6,, ,,,-4.7,11.3,,,,,,11.0,-7.7,No precipitation,6,,,,
07.03.2020 02:00,0.2,604.6,758.8,-1.1,51,Wind blowing from the west-northwest,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,11.3,,,2500 or more  or no clouds.,,,10.0,-8.9,No precipitation,12,,,,
06.03.2020 23:00,3.8,605.7,759.8,,36,Wind blowing from the east-southeast,3,,,, ,,,,,,,,,,7.0,-10.2,,,,,,
06.03.2020 20:00,4.4,605.6,762.2,0.8,40,Wind blowing from the south,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,11.3,,,,,,10.0,-8.3,No precipitation,12,,,,
06.03.2020 17:00,10.9,604.8,759.5,,19,Wind blowing from the north,1,,5,20–30%., ,,,-4.7,13.2,,,2500 or more  or no clouds.,,,27.0,-11.8,No precipitation,6,,,,
06.03.2020 14:00,8.7,606.1,761.2,-1.5,29,Wind blowing from the west-northwest,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,13.5,,,2500 or more  or no clouds.,,,23.0,-8.3,No precipitation,12,,,,
06.03.2020 11:00,6.2,607.6,762.7,,47,Wind blowing from the north-northeast,2,,,20–30%., ,,,,,,,600-1000,,,15.0,-4.5,,,,,,
06.03.2020 08:00,-2.5,606.9,763.0,1.4,98,Wind blowing from the west-northwest,2,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,13.5,,,2500 or more  or no clouds.,,,8.0,-2.8,No precipitation,12,,,,
06.03.2020 05:00,-3.2,605.5,759.6,,97,Wind blowing from the north,1,,,, ,,,,,,,,,,7.0,-3.6,,,,,,
06.03.2020 02:00,-1.6,605.5,759.6,0.8,91,Wind blowing from the south,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,13.5,,,2500 or more  or no clouds.,,,10.0,-2.9,No precipitation,12,,,,
05.03.2020 23:00,2.1,604.7,759.0,,78,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,21.0,-1.4,,,,,,
05.03.2020 20:00,7.0,603.1,758.8,0.9,51,Wind blowing from the south-southeast,7,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,13.5,,,2500 or more  or no clouds.,,,23.0,-2.6,No precipitation,12,,,,
05.03.2020 17:00,13.3,602.2,755.3,,23,Wind blowing from the south-southeast,2,,6,20–30%., ,,,-5.8,13.6,,,600-1000,,,30.0,-7.3,No precipitation,6,,,,
05.03.2020 14:00,11.4,603.6,757.0,-1.8,30,Wind blowing from the north,2,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,14.1,,,2500 or more  or no clouds.,,,29.0,-5.9,No precipitation,12,,,,
05.03.2020 11:00,6.6,605.4,759.1,,46,Wind blowing from the east-northeast,2,,7,90  or more  but not 100%, ,,,-5.8,14.1,,,,,,27.0,-4.4,No precipitation,6,,,,
05.03.2020 08:00,-4.0,605.6,762.8,0.4,91,Wind blowing from the west-southwest,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,14.1,,,2500 or more  or no clouds.,,,6.0,-5.2,No precipitation,12,,,,
05.03.2020 05:00,-2.8,605.2,759.0,,78,Wind blowing from the north-east,1,,8,, ,,,-5.9,14.1,,,,,,22.0,-6.2,No precipitation,6,,,,
05.03.2020 02:00,-0.9,605.4,759.4,-0.6,69,Wind blowing from the north-east,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,14.1,,,2500 or more  or no clouds.,,,26.0,-6.0,No precipitation,12,,,,
04.03.2020 23:00,4.6,606.0,760.0,,41,Wind blowing from the south-east,3,,,, ,,,,,,,,,,22.0,-7.8,,,,,,
04.03.2020 20:00,4.0,605.9,763.6,0.7,43,Wind blowing from the south-southeast,2,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,14.1,,,2500 or more  or no clouds.,,,11.0,-7.7,No precipitation,12,,,,
04.03.2020 17:00,13.3,605.2,759.7,,12,Wind blowing from the east,2,,8,60%., ,,,-5.9,14.1,,,600-1000,,,30.0,-15.5,No precipitation,6,,,,
04.03.2020 14:00,11.2,607.3,762.4,-2.7,20,Wind blowing from the north,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,11.2,,,2500 or more  or no clouds.,,,27.0,-10.9,No precipitation,12,,,,
