Local time in Lanzhou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
08.01.2020 14:00,2.6,606.0,764.8,-2.5,48,Wind blowing from the north-west,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,3.0,,,,,,8.0,-7.5,No precipitation,12,,,,
08.01.2020 11:00,-2.6,608.5,769.1,,67,Wind blowing from the east-northeast,1,,,no clouds, ,,,,,,,,,,4.9,-8.0,,,,,,
08.01.2020 08:00,-10.3,608.0,770.8,0.0,92,Wind blowing from the west,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.2,3.0,,,,,,2.8,-11.3,No precipitation,12,,,,
08.01.2020 05:00,-7.5,608.0,767.5,,88,Wind blowing from the west,2,,3,,Mist. ,,,-12.2,3.0,,,,,,4.4,-9.2,No precipitation,6,,,,
08.01.2020 02:00,-7.5,608.6,768.8,-0.5,85,Wind blowing from the west-northwest,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.2,3.0,,,2500 or more  or no clouds.,,,2.9,-9.6,No precipitation,12,,,,
07.01.2020 23:00,-5.8,609.1,770.5,,79,Wind blowing from the west-northwest,2,,3,,Haze. ,,,-12.2,3.0,,,,,,4.4,-8.9,No precipitation,6,,,,
07.01.2020 20:00,-4.8,608.5,771.8,1.1,78,Wind blowing from the north-west,1,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.2,3.0,,,2500 or more  or no clouds.,,,3.7,-8.1,No precipitation,12,,,,
07.01.2020 17:00,2.5,607.4,766.9,,45,Wind blowing from the north,1,,3,no clouds, ,,,-12.2,3.0,,,,,,14.0,-8.4,No precipitation,6,,,,
07.01.2020 14:00,0.7,607.6,766.9,-2.1,55,Wind blowing from the south-east,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.2,0.8,,,,,,11.0,-7.5,Trace of precipitation,12,,,,
07.01.2020 11:00,-4.0,609.7,771.0,,81,Wind blowing from the east-northeast,1,,,no clouds, ,,,,,,,,,,4.3,-6.8,,,,,,
07.01.2020 08:00,-11.4,609.4,773.3,0.2,95,Wind blowing from the north-west,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,-0.5,,,2500 or more  or no clouds.,,,2.8,-12.1,Trace of precipitation,12,,,,
07.01.2020 05:00,-7.9,609.2,770.6,,94,Calm  no wind,0,,,,Intermittent fall of snowflakes  heavy at time of observation. ,,,-7.9,-0.5,,,,,,4.1,-8.7,No precipitation,6,,,,
07.01.2020 02:00,-5.6,609.6,770.2,-0.4,88,Wind blowing from the north-northwest,2,,5,,Intermittent fall of snowflakes  heavy at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,-0.5,,,2500 or more  or no clouds.,,,5.0,-7.3,No precipitation,12,,,,
06.01.2020 23:00,-5.2,610.0,771.4,,82,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,7.0,-7.9,,,,,,
06.01.2020 20:00,-5.7,609.7,771.5,1.7,80,Wind blowing from the south-west,1,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,-0.5,,,2500 or more  or no clouds.,,,3.5,-8.7,0.1,12,,,,
06.01.2020 17:00,-2.2,608.0,768.2,,63,Wind blowing from the west-northwest,2,,5,40%., ,,,-6.8,0.8,,,2500 or more  or no clouds.,,,16.0,-8.4,No precipitation,6,,,,
06.01.2020 14:00,-1.9,608.3,768.4,-1.8,55,Wind blowing from the south-southwest,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,2.1,,,2500 or more  or no clouds.,,,22.0,-9.9,0.1,12,,,,
06.01.2020 11:00,-4.4,610.1,772.0,,70,Wind blowing from the north-northwest,2,,5,100%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,,,,600-1000,,,23.0,-9.1,0.1,6,,,,
06.01.2020 08:00,-5.0,609.4,770.0,0.1,53,Wind blowing from the north-northeast,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,2.1,,,2500 or more  or no clouds.,,,30.0,-13.3,No precipitation,12,,,,
06.01.2020 05:00,-5.1,609.3,768.8,,47,Wind blowing from the north-northwest,1,,4,, ,,,-6.8,2.1,,,,,,22.0,-14.8,No precipitation,6,,,,
06.01.2020 02:00,-4.9,609.4,769.0,-0.4,45,Wind blowing from the south-southwest,0,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,2.1,,,2500 or more  or no clouds.,,,21.0,-15.2,No precipitation,12,,,,
05.01.2020 23:00,-6.3,609.8,770.6,,46,Wind blowing from the west,1,,,, ,,,,,,,,,,9.0,-16.2,,,,,,
05.01.2020 20:00,-2.3,608.8,768.4,1.8,43,Wind blowing from the north-west,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,2.1,,,2500 or more  or no clouds.,,,8.0,-13.4,No precipitation,12,,,,
05.01.2020 17:00,0.8,607.0,765.0,,43,Wind blowing from the north-west,3,,,90  or more  but not 100%, ,,,,,,,,,,12.0,-10.6,,,,,,
05.01.2020 14:00,0.7,606.3,764.1,-1.3,59,Wind blowing from the north,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,,,,2500 or more  or no clouds.,,,8.0,-6.5,No precipitation,12,,,,
05.01.2020 11:00,-1.4,607.6,766.0,,65,Wind blowing from the north-west,2,,,100%., ,,,,,,,2500 or more  or no clouds.,,,7.0,-7.2,,,,,,
05.01.2020 08:00,-2.5,606.1,764.1,0.7,83,Wind blowing from the north-west,2,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,,,,2500 or more  or no clouds.,,,9.0,-5.1,No precipitation,12,,,,
05.01.2020 05:00,-2.3,605.4,761.9,,82,Calm  no wind,0,,,, ,,,,,,,,,,12.0,-5.0,,,,,,
05.01.2020 02:00,-2.0,605.2,761.8,0.3,81,Wind blowing from the west,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,6.0,,,2500 or more  or no clouds.,,,10.0,-4.9,No precipitation,12,,,,
04.01.2020 23:00,-0.9,604.9,762.7,,76,Wind blowing from the east,2,,,, ,,,,,,,,,,18.0,-4.7,,,,,,
04.01.2020 20:00,0.4,604.3,762.7,0.6,67,Wind blowing from the south-east,5,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,6.0,,,2500 or more  or no clouds.,,,17.0,-5.1,No precipitation,12,,,,
04.01.2020 17:00,4.2,603.7,760.6,,35,Wind blowing from the east-northeast,2,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,6.0,,,,,,6.0,-10.2,No precipitation,6,,,,
04.01.2020 14:00,3.6,605.2,763.9,-3.2,37,Wind blowing from the north-northwest,2,,5,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,5.7,,,2500 or more  or no clouds.,,,5.0,-9.7,No precipitation,12,,,,
04.01.2020 11:00,-1.3,608.4,768.4,,52,Wind blowing from the east-northeast,1,,3,90  or more  but not 100%, ,,,-8.7,5.7,,,,,,5.0,-10.1,No precipitation,6,,,,
04.01.2020 08:00,-4.9,608.4,769.5,-0.1,61,Wind blowing from the north-west,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,,,,2500 or more  or no clouds.,,,6.0,-11.4,No precipitation,12,,,,
04.01.2020 05:00,-4.7,608.5,766.7,,62,Wind blowing from the north-west,2,,3,,Haze. ,,,-11.4,5.7,,,,,,5.0,-11.0,No precipitation,6,,,,
04.01.2020 02:00,-8.3,609.7,769.2,-1.1,74,Wind blowing from the south-west,1,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,5.7,,,2500 or more  or no clouds.,,,3.5,-12.2,No precipitation,12,,,,
03.01.2020 23:00,-5.1,610.8,772.1,,53,Wind blowing from the west-northwest,2,,3,,Haze. ,,,-11.4,5.7,,,,,,4.8,-13.3,No precipitation,6,,,,
03.01.2020 20:00,-4.8,610.9,773.9,0.5,65,Wind blowing from the west-southwest,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,5.7,,,2500 or more  or no clouds.,,,1.2,-10.5,No precipitation,12,,,,
03.01.2020 17:00,4.0,610.4,770.9,,36,Wind blowing from the north-east,1,,,90  or more  but not 100%, ,,,-11.4,5.7,,,,,,7.0,-9.7,No precipitation,6,,,,
03.01.2020 14:00,4.6,611.2,771.1,-2.1,38,Wind blowing from the east-northeast,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,4.9,,,2500 or more  or no clouds.,,,7.0,-8.8,No precipitation,12,,,,
03.01.2020 11:00,-3.5,613.3,775.3,,80,Wind blowing from the north-northwest,1,,,90  or more  but not 100%, ,,,,,,,,,,4.7,-6.5,,,,,,
03.01.2020 08:00,-8.8,612.4,776.0,-0.1,91,Wind blowing from the north-northwest,2,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,1.3,,,2500 or more  or no clouds.,,,2.9,-10.0,No precipitation,12,,,,
03.01.2020 05:00,-10.2,612.5,774.9,,92,Wind blowing from the north-northwest,1,,3,,Mist. ,,,-11.2,1.3,,,,,,2.8,-11.2,No precipitation,6,,,,
03.01.2020 02:00,-8.3,613.0,775.5,-0.7,94,Wind blowing from the west,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,1.3,,,2500 or more  or no clouds.,,,2.0,-9.1,No precipitation,12,,,,
02.01.2020 23:00,-4.8,613.7,775.8,,80,Wind blowing from the north-northwest,1,,5,,Haze. ,,,-11.2,1.3,,,,,,3.3,-7.8,No precipitation,6,,,,
02.01.2020 20:00,-5.2,613.1,776.5,1.3,84,Wind blowing from the west,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,1.3,,,2500 or more  or no clouds.,,,2.3,-7.5,No precipitation,12,,,,
02.01.2020 17:00,-0.1,611.8,774.0,,62,Wind blowing from the east-northeast,1,,5,90  or more  but not 100%, ,,,-11.2,3.4,,,,,,6.0,-6.6,No precipitation,6,,,,
02.01.2020 14:00,-2.1,612.1,774.9,-1.7,75,Wind blowing from the south-west,2,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,3.8,,,2500 or more  or no clouds.,,,6.0,-6.0,No precipitation,12,,,,
02.01.2020 11:00,-3.7,613.8,776.4,,86,Wind blowing from the north,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,3.8,,,2500 or more  or no clouds.,,,5.0,-5.8,No precipitation,6,,,,
02.01.2020 08:00,-7.5,612.5,775.2,1.0,96,Wind blowing from the south-west,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,3.8,,,2500 or more  or no clouds.,,,2.7,-8.1,No precipitation,12,,,,
02.01.2020 05:00,-10.4,611.5,772.5,,94,Wind blowing from the west-southwest,1,,4,,Mist. ,,,-10.6,3.8,,,,,,3.5,-11.2,No precipitation,6,,,,
02.01.2020 02:00,-9.6,610.8,771.7,0.2,90,Wind blowing from the south-west,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,3.8,,,2500 or more  or no clouds.,,,2.7,-11.0,No precipitation,12,,,,
01.01.2020 23:00,-6.2,610.6,771.4,,86,Wind blowing from the north-west,1,,5,,Mist. ,,,-9.4,3.8,,,,,,2.6,-8.2,No precipitation,6,,,,
01.01.2020 20:00,-3.8,609.3,770.6,,77,Wind blowing from the east,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,3.8,,,,,,5.0,-7.3,No precipitation,12,,,,
01.01.2020 17:00,3.4,607.4,765.7,,41,Wind blowing from the east-southeast,2,,5,no clouds, ,,,-9.4,4.9,,,,,,12.0,-8.8,No precipitation,6,,,,
01.01.2020 14:00,2.3,607.6,766.8,-1.5,50,Wind blowing from the north-east,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,5.8,,,,,,11.0,-7.2,No precipitation,12,,,,
01.01.2020 11:00,-0.9,609.1,769.3,,67,Wind blowing from the east-southeast,2,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,11.0,-6.4,,,,,,
01.01.2020 08:00,-6.0,608.8,770.8,0.6,85,Wind blowing from the south-west,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1000-1500,,,6.0,-8.2,No precipitation,12,,,,
01.01.2020 05:00,-5.4,608.2,766.3,,90,Wind blowing from the south,2,,4,,Mist. ,,,-13.6,5.8,,,,,,6.0,-6.8,No precipitation,6,,,,
01.01.2020 02:00,-6.7,608.5,767.6,-0.7,70,Wind blowing from the west-northwest,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,5.8,,,2500 or more  or no clouds.,,,5.0,-11.3,No precipitation,12,,,,
31.12.2019 23:00,-5.7,609.2,770.2,,59,Wind blowing from the west,1,,5,,Haze. ,,,-13.6,5.8,,,,,,3.4,-12.6,No precipitation,6,,,,
31.12.2019 20:00,-6.3,608.8,772.9,0.6,61,Wind blowing from the west-southwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,5.8,,,,,,3.0,-12.7,No precipitation,12,,,,
31.12.2019 17:00,4.9,608.2,768.4,,27,Wind blowing from the east,2,,,no clouds, ,,,-13.6,5.8,,,,,,15.0,-12.5,No precipitation,6,,,,
