Local time in Zhanjiang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
17.03.2020 23:00,21.5,757.8,762.6,,97,Wind blowing from the east,3,,9,, ,,,20.8,24.6,,,,,,13.0,21.0,No precipitation,6,,,,
17.03.2020 20:00,22.0,757.3,762.1,0.9,93,Wind blowing from the east,3,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.8,24.6,,,300-600,,,17.0,20.8,No precipitation,12,,,,
17.03.2020 17:00,23.3,756.4,761.2,,86,Wind blowing from the east,4,,9,90  or more  but not 100%, ,,,20.8,24.6,,,,,,24.0,20.8,No precipitation,6,,,,
17.03.2020 14:00,23.3,756.9,761.6,-2.6,88,Wind blowing from the east-southeast,5,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.8,23.5,,,300-600,,,16.0,21.2,No precipitation,12,,,,
17.03.2020 11:00,22.4,759.5,764.3,,92,Wind blowing from the east,4,,10,100%., ,,,20.8,22.7,,,300-600,,,17.0,21.0,No precipitation,6,,,,
17.03.2020 08:00,21.3,758.5,763.3,,98,Wind blowing from the east-southeast,4,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.6,,,,2500 or more  or no clouds.,,,10.0,20.9,No precipitation,12,,,,
17.03.2020 05:00,20.8,757.6,762.4,,98,Wind blowing from the east,4,,10,,Rain  not freezing  intermittent  slight at time of observation. ,,,,,,,,,,6.0,20.4,No precipitation,6,,,,
17.03.2020 02:00,21.0,758.0,762.8,,95,Wind blowing from the east,4,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.8,22.7,,,2500 or more  or no clouds.,,,12.0,20.1,No precipitation,12,,,,
16.03.2020 23:00,21.3,758.9,763.7,,91,Wind blowing from the east,6,,11,, ,,,19.8,22.7,,,,,,16.0,19.7,No precipitation,6,,,,
16.03.2020 20:00,21.2,758.1,762.9,,91,Wind blowing from the east,5,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.8,22.7,,,300-600,,,14.0,19.6,No precipitation,12,,,,
16.03.2020 17:00,21.2,757.0,761.8,,90,Wind blowing from the east,6,,11,100%., ,,,19.8,22.7,,,300-600,,,15.0,19.4,No precipitation,6,,,,
16.03.2020 14:00,22.6,757.7,762.5,-1.6,84,Wind blowing from the east-southeast,6,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.8,22.6,,,300-600,,,16.0,19.7,1.0,12,,,,
16.03.2020 11:00,21.7,759.3,764.1,,90,Wind blowing from the east,5,,11,, ,,,19.8,23.2,,,,,,16.0,19.9,0.7,6,,,,
16.03.2020 08:00,20.6,758.4,763.2,,94,Wind blowing from the east,5,,11,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.8,,,,300-600,,,10.0,19.6,1.0,12,,,,
16.03.2020 05:00,19.8,757.1,761.9,,98,Wind blowing from the east,5,,11,,Rain  not freezing  intermittent  slight at time of observation. ,,,19.8,,,,,,,3.7,19.4,0.7,6,,,,
16.03.2020 02:00,20.2,757.6,762.4,,88,Wind blowing from the east,5,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.2,23.2,,,2500 or more  or no clouds.,,,12.0,18.1,No precipitation,12,,,,
15.03.2020 23:00,20.4,758.5,763.3,,84,Wind blowing from the east,5,,11,, ,,,20.2,23.2,,,,,,16.0,17.6,No precipitation,6,,,,
15.03.2020 20:00,20.3,757.9,762.7,,81,Wind blowing from the east,6,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.3,23.2,,,2500 or more  or no clouds.,,,10.0,16.9,No precipitation,12,,,,
15.03.2020 17:00,20.5,757.0,761.8,,76,Wind blowing from the east,4,,11,90  or more  but not 100%, ,,,20.5,23.7,,,,,,11.0,16.1,No precipitation,6,,,,
15.03.2020 14:00,21.9,758.0,762.8,,64,Wind blowing from the east,6,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.7,23.7,,,2500 or more  or no clouds.,,,16.0,14.7,No precipitation,12,,,,
15.03.2020 11:00,22.9,760.1,764.9,,61,Wind blowing from the east,6,,11,20–30%., ,,,20.7,23.7,,,300-600,,,18.0,14.9,No precipitation,6,,,,
15.03.2020 08:00,20.9,759.5,764.3,1.1,69,Wind blowing from the east,3,,9,20–30%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.6,,,,300-600,,,19.0,15.0,Trace of precipitation,12,,,,
15.03.2020 05:00,20.8,758.4,763.2,,78,Wind blowing from the east,3,,9,, ,,,20.5,23.7,,,,,,19.0,16.8,No precipitation,6,,,,
15.03.2020 02:00,21.3,758.7,763.5,,83,Wind blowing from the east,5,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.5,23.7,,,2500 or more  or no clouds.,,,30.0,18.2,No precipitation,12,,,,
14.03.2020 23:00,21.1,759.6,764.4,,83,Wind blowing from the east-southeast,2,,,,Rain (not freezing) not falling as shower(s). ,,,20.5,23.7,,,,,,29.0,18.1,No precipitation,6,,,,
14.03.2020 20:00,21.6,758.1,762.9,1.5,82,Wind blowing from the east,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.5,24.2,,,300-600,,,25.0,18.3,No precipitation,12,,,,
14.03.2020 17:00,23.7,756.6,761.3,,73,Wind blowing from the east-southeast,1,,9,100%., ,,,20.5,25.4,,,300-600,,,24.0,18.5,No precipitation,6,,,,
14.03.2020 14:00,22.9,757.5,762.2,-1.7,76,Wind blowing from the north-northeast,3,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.5,26.9,,,300-600,,,19.0,18.4,0.2,12,,,,
14.03.2020 11:00,21.4,759.2,764.0,,80,Wind blowing from the north-east,2,,9,100%., ,,,20.5,26.9,,,300-600,,,30.0,17.8,No precipitation,6,,,,
14.03.2020 08:00,20.7,758.2,763.0,,87,Wind blowing from the north,2,,9,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.5,26.9,,,300-600,,,30.0,18.4,0.2,12,,,,
14.03.2020 05:00,20.9,756.2,760.9,,93,Wind blowing from the north,5,,9,,Rain (not freezing) not falling as shower(s). ,,,20.9,26.9,,,,,,9.0,19.8,0.2,6,,,,
14.03.2020 02:00,23.3,756.1,760.9,,99,Wind blowing from the north-east,2,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.0,26.9,,,2500 or more  or no clouds.,,,3.8,23.1,No precipitation,12,,,,
13.03.2020 23:00,23.7,756.7,761.5,,98,Wind blowing from the north-east,3,,7,,Mist. ,,,22.0,26.9,,,,,,6.0,23.3,No precipitation,6,,,,
13.03.2020 20:00,24.1,755.4,760.1,0.8,96,Wind blowing from the east,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.0,26.9,,,2500 or more  or no clouds.,,,14.0,23.5,No precipitation,12,,,,
13.03.2020 17:00,25.4,754.6,759.3,,87,Wind blowing from the east,4,,7,90  or more  but not 100%, ,,,22.0,26.9,,,,,,27.0,23.0,No precipitation,6,,,,
13.03.2020 14:00,26.6,755.2,760.0,,79,Wind blowing from the east,4,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.0,26.8,,,300-600,,,30.0,22.6,No precipitation,12,,,,
13.03.2020 11:00,25.5,756.7,761.4,,85,Wind blowing from the east,4,,6,90  or more  but not 100%, ,,,22.0,26.6,,,,,,30.0,22.7,No precipitation,6,,,,
13.03.2020 08:00,22.5,755.8,760.6,1.7,99,Wind blowing from the east-northeast,3,,5,100%.,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.9,,,,300-600,,,0.6,22.3,No precipitation,12,,,,
13.03.2020 05:00,22.0,754.1,758.8,,99,Wind blowing from the north-east,2,,6,,Mist. ,,,21.5,26.6,,,,,,0.7,21.8,No precipitation,6,,,,
13.03.2020 02:00,22.6,754.2,758.9,-0.4,99,Wind blowing from the east-northeast,2,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.5,26.6,,,2500 or more  or no clouds.,,,2.7,22.4,No precipitation,12,,,,
12.03.2020 23:00,23.3,754.6,759.3,,98,Wind blowing from the east-southeast,2,,7,, ,,,19.9,26.6,,,,,,20.0,22.9,No precipitation,6,,,,
12.03.2020 20:00,23.6,753.7,758.4,,96,Wind blowing from the east,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,26.6,,,300-600,,,18.0,23.0,0.1,12,,,,
12.03.2020 17:00,25.8,753.1,757.8,,87,Wind blowing from the east-southeast,4,,7,90  or more  but not 100%, ,,,19.0,26.6,,,,,,27.0,23.4,0.1,6,,,,
12.03.2020 14:00,25.4,754.3,759.0,-2.4,89,Wind blowing from the east-southeast,3,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,25.8,,,300-600,,,21.0,23.4,0.3,12,,,,
12.03.2020 11:00,23.4,756.7,761.5,,99,Wind blowing from the east-southeast,2,,8,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,23.5,,,300-600,,,6.0,23.2,0.2,6,,,,
12.03.2020 08:00,21.9,756.2,761.0,1.2,99,Wind blowing from the south,1,,11,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,21.9,,,300-600,,,2.6,21.7,0.2,12,,,,
12.03.2020 05:00,21.5,755.0,759.8,,99,Wind blowing from the east,3,,11,,Rain  not freezing  intermittent  slight at time of observation. ,,,19.0,21.5,,,,,,2.4,21.3,No precipitation,6,,,,
12.03.2020 02:00,20.5,755.7,760.5,,99,Wind blowing from the east,5,,11,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,21.6,,,2500 or more  or no clouds.,,,2.5,20.3,No precipitation,12,,,,
11.03.2020 23:00,19.9,756.7,761.5,,97,Wind blowing from the east,5,,11,,Rain  not freezing  intermittent  slight at time of observation. ,,,19.0,,,,,,,6.0,19.4,No precipitation,6,,,,
11.03.2020 20:00,19.4,755.7,760.5,0.3,98,Wind blowing from the east,6,,13,90  or more  but not 100%,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,,,,2500 or more  or no clouds.,,,6.0,19.0,Trace of precipitation,12,,,,
11.03.2020 17:00,19.3,755.4,760.2,,90,Wind blowing from the east,6,,13,100%., ,,,19.3,,,,300-600,,,11.0,17.6,No precipitation,6,,,,
11.03.2020 14:00,20.0,756.7,761.5,-1.8,80,Wind blowing from the east,6,,13,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.5,,,,300-600,,,24.0,16.4,No precipitation,12,,,,
11.03.2020 11:00,19.9,758.5,763.3,,76,Wind blowing from the east,7,,13,90  or more  but not 100%, ,,,19.5,25.2,,,,,,30.0,15.5,No precipitation,6,,,,
11.03.2020 08:00,19.7,758.1,762.9,,73,Wind blowing from the east,6,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.6,25.2,,,300-600,,,30.0,14.7,No precipitation,12,,,,
11.03.2020 05:00,20.7,756.6,761.3,,70,Wind blowing from the east-northeast,5,,10,, ,,,20.5,25.2,,,,,,30.0,15.0,No precipitation,6,,,,
11.03.2020 02:00,21.1,756.7,761.5,-0.6,70,Wind blowing from the east,4,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.5,25.2,,,2500 or more  or no clouds.,,,30.0,15.4,No precipitation,12,,,,
10.03.2020 23:00,21.9,757.3,762.1,,78,Wind blowing from the east-southeast,2,,8,, ,,,20.5,25.2,,,,,,30.0,17.8,No precipitation,6,,,,
10.03.2020 20:00,22.2,755.7,760.4,,74,Wind blowing from the east-southeast,1,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.5,25.2,,,2500 or more  or no clouds.,,,30.0,17.3,No precipitation,12,,,,
10.03.2020 17:00,24.6,754.6,759.3,,59,Wind blowing from the north,3,,10,90  or more  but not 100%, ,,,20.5,29.3,,,,,,30.0,16.0,No precipitation,6,,,,
10.03.2020 14:00,24.6,755.5,760.3,,60,Wind blowing from the north,3,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.5,30.4,,,2500 or more  or no clouds.,,,30.0,16.3,No precipitation,12,,,,
10.03.2020 11:00,21.8,756.8,761.5,,67,Wind blowing from the north,4,,10,90  or more  but not 100%, ,,,20.5,,,,,,,30.0,15.4,No precipitation,6,,,,
10.03.2020 08:00,21.0,754.7,759.4,,78,Wind blowing from the north,6,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.0,,,,300-600,,,30.0,17.0,No precipitation,12,,,,
10.03.2020 05:00,22.9,751.6,756.2,,96,Wind blowing from the north,3,,6,,Mist. ,,,21.6,30.4,,,,,,5.0,22.3,No precipitation,6,,,,
10.03.2020 02:00,22.7,751.8,756.4,,99,Wind blowing from the north,3,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.6,30.4,,,2500 or more  or no clouds.,,,2.0,22.5,No precipitation,12,,,,
09.03.2020 20:00,24.1,749.7,754.4,1.6,92,Wind blowing from the north-east,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.6,30.4,,,300-600,,,11.0,22.8,No precipitation,12,,,,
09.03.2020 17:00,29.3,748.1,752.8,,70,Wind blowing from the east,3,,,, ,,,21.6,30.4,,,,,,26.0,23.2,No precipitation,6,,,,
09.03.2020 14:00,29.7,748.7,753.4,-1.9,62,Wind blowing from the south-east,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.6,30.1,,,,,,30.0,21.6,No precipitation,12,,,,
09.03.2020 11:00,26.8,750.6,755.2,,76,Wind blowing from the east-southeast,2,,5,no clouds, ,,,21.6,28.5,,,,,,29.0,22.2,No precipitation,6,,,,
09.03.2020 08:00,22.5,749.8,754.6,1.3,99,Wind blowing from the east,3,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.6,,,,300-600,,,4.0,22.3,No precipitation,12,,,,
09.03.2020 05:00,21.8,748.5,753.1,,99,Wind blowing from the east-northeast,2,,5,,Mist. ,,,21.8,28.5,,,,,,6.0,21.6,No precipitation,6,,,,
09.03.2020 02:00,22.4,749.1,753.7,,99,Wind blowing from the east-northeast,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.3,28.5,,,2500 or more  or no clouds.,,,11.0,22.2,No precipitation,12,,,,
08.03.2020 23:00,23.1,749.8,754.4,,96,Wind blowing from the east-southeast,3,,,, ,,,22.3,28.5,,,,,,21.0,22.5,No precipitation,6,,,,
08.03.2020 20:00,23.9,748.8,753.5,0.5,91,Wind blowing from the east-southeast,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.3,28.5,,,2500 or more  or no clouds.,,,26.0,22.3,No precipitation,12,,,,
08.03.2020 17:00,27.1,748.3,752.9,,79,Wind blowing from the east-southeast,3,,,10%  or less  but not 0, ,,,22.3,28.5,,Sky obscured by fog and/or other meteorological phenomena.,300-600,,,30.0,23.1,No precipitation,6,,,,
08.03.2020 14:00,27.7,750.1,754.8,-2.7,74,Wind blowing from the east-southeast,3,,,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.3,27.8,,,300-600,,,30.0,22.6,No precipitation,12,,,,
08.03.2020 11:00,26.0,752.8,757.6,,82,Wind blowing from the east-southeast,3,,7,50%., ,,,22.3,27.6,,,300-600,,,30.0,22.6,No precipitation,6,,,,
08.03.2020 08:00,22.8,752.4,757.1,,96,Wind blowing from the south-east,3,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.0,,,,300-600,,,18.0,22.2,No precipitation,12,,,,
08.03.2020 05:00,22.5,751.5,756.2,,98,Wind blowing from the south-east,2,,,, ,,,21.6,27.6,,,,,,21.0,22.1,No precipitation,6,,,,
08.03.2020 02:00,22.5,752.5,757.3,-1.0,98,Wind blowing from the south-southeast,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.4,27.6,,,2500 or more  or no clouds.,,,16.0,22.1,No precipitation,12,,,,
07.03.2020 23:00,22.7,753.5,758.2,,98,Wind blowing from the south-east,3,,6,, ,,,21.2,27.6,,,,,,25.0,22.3,No precipitation,6,,,,
07.03.2020 20:00,22.8,752.7,757.4,,98,Wind blowing from the east-southeast,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.3,27.6,,,300-600,,,26.0,22.4,No precipitation,12,,,,
07.03.2020 17:00,25.4,752.2,756.9,,85,Wind blowing from the east-southeast,3,,,90  or more  but not 100%, ,,,20.0,27.6,,,300-600,,,30.0,22.6,No precipitation,6,,,,
07.03.2020 14:00,26.7,753.2,757.9,-2.8,77,Wind blowing from the south-east,3,,6,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.0,27.3,,,300-600,,,30.0,22.3,0.1,12,,,,
07.03.2020 11:00,24.5,756.0,760.7,,88,Wind blowing from the south-southeast,3,,6,90  or more  but not 100%, ,,,20.0,24.5,,,300-600,,,30.0,22.3,0.1,6,,,,
07.03.2020 08:00,22.0,755.8,760.6,1.2,99,Wind blowing from the south-southeast,3,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.6,22.0,,,300-600,,,12.0,21.8,0.1,12,,,,
07.03.2020 05:00,21.6,754.6,759.4,,99,Wind blowing from the east-southeast,2,,7,,Mist. ,,,19.2,21.7,,,,,,5.0,21.4,No precipitation,6,,,,
07.03.2020 02:00,21.4,754.9,759.7,-1.0,99,Wind blowing from the east,3,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,21.5,,,2500 or more  or no clouds.,,,5.0,21.2,0.6,12,,,,
06.03.2020 23:00,21.2,755.9,760.7,,99,Wind blowing from the east,3,,9,,Mist. ,,,18.7,21.2,,,,,,4.7,21.0,0.1,6,,,,
06.03.2020 20:00,20.3,755.5,760.3,0.2,99,Wind blowing from the east,4,,10,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,21.2,,,300-600,,,3.6,20.1,0.7,12,,,,
06.03.2020 17:00,20.1,755.3,760.1,,99,Wind blowing from the east,3,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,21.2,,,300-600,,,2.2,19.9,0.5,6,,,,
06.03.2020 14:00,20.9,756.1,760.9,-2.1,93,Wind blowing from the east-southeast,5,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,21.1,,,2500 or more  or no clouds.,,,10.0,19.8,0.7,12,,,,
06.03.2020 11:00,20.4,758.2,763.0,,94,Wind blowing from the east,6,,11,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,20.4,,,300-600,,,12.0,19.4,0.5,6,,,,
06.03.2020 08:00,19.6,757.6,762.4,,98,Wind blowing from the east,4,,11,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,20.1,,,300-600,,,7.0,19.2,0.6,12,,,,
06.03.2020 05:00,19.3,756.4,761.2,,97,Wind blowing from the east,5,,11,,Rain (not freezing) not falling as shower(s). ,,,,20.1,,,,,,12.0,18.8,0.2,6,,,,
06.03.2020 02:00,19.1,757.7,762.5,-0.9,93,Wind blowing from the east,5,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,20.1,,,2500 or more  or no clouds.,,,19.0,17.9,No precipitation,12,,,,
05.03.2020 23:00,19.1,758.6,763.4,,89,Wind blowing from the east,6,,11,, ,,,,20.1,,,,,,28.0,17.2,No precipitation,6,,,,
05.03.2020 20:00,18.6,757.7,762.6,,93,Wind blowing from the east,6,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.1,20.1,,,300-600,,,17.0,17.4,No precipitation,12,,,,
05.03.2020 17:00,19.1,757.2,762.1,,87,Wind blowing from the east,5,,10,100%., ,,,15.1,20.1,,,300-600,,,30.0,16.8,No precipitation,6,,,,
05.03.2020 14:00,19.8,757.9,762.7,-2.6,83,Wind blowing from the east,4,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.1,20.1,,,300-600,,,21.0,16.8,No precipitation,12,,,,
05.03.2020 11:00,17.9,760.5,765.4,,87,Calm  no wind,0,,,100%., ,,,15.1,21.4,,,300-600,,,30.0,15.7,No precipitation,6,,,,
05.03.2020 08:00,15.3,759.7,764.5,,95,Wind blowing from the north,3,,9,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.1,,,,300-600,,,12.0,14.5,3.0,12,,,,
05.03.2020 05:00,15.4,758.5,763.3,,97,Wind blowing from the north,4,,11,, ,,,15.4,,,,,,,8.0,14.9,0.6,6,,,,
05.03.2020 02:00,16.2,758.8,763.7,,99,Wind blowing from the north,4,,13,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,,,,2500 or more  or no clouds.,,,4.4,16.0,12.0,12,,,,
04.03.2020 23:00,16.2,759.7,764.5,,97,Wind blowing from the north,3,,13,,Rain  not freezing  intermittent  slight at time of observation. ,,,16.0,21.4,,,,,,5.0,15.8,4.0,6,,,,
04.03.2020 20:00,17.5,758.6,763.4,1.5,97,Wind blowing from the north-northwest,2,,13,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,16.0,21.4,,,300-600,,,14.0,17.0,28.0,12,,,,
04.03.2020 17:00,16.6,757.1,761.9,,98,Wind blowing from the north,7,,13,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,16.0,21.4,,,300-600,,,15.0,16.2,26.0,6,,,,
04.03.2020 14:00,17.7,758.1,762.9,,97,Wind blowing from the north-northwest,5,,10,100%.,Rain  not freezing  intermittent  heavy at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,21.7,,,300-600,,,0.8,17.2,18.0,12,,,,
04.03.2020 11:00,21.4,758.5,763.3,,90,Wind blowing from the east,6,,10,100%., ,,,20.6,,,,300-600,,,15.0,19.6,No precipitation,6,,,,
04.03.2020 08:00,21.0,757.3,762.1,1.0,93,Wind blowing from the east,5,,10,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.6,,,,300-600,,,17.0,19.8,Trace of precipitation,12,,,,
04.03.2020 05:00,20.7,756.3,761.1,,95,Wind blowing from the east,4,,10,, ,,,20.5,,,,,,,12.0,19.8,No precipitation,6,,,,
04.03.2020 02:00,20.7,756.7,761.5,,95,Wind blowing from the east,5,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.5,,,,2500 or more  or no clouds.,,,9.0,19.8,0.1,12,,,,
03.03.2020 23:00,20.8,757.9,762.7,,94,Wind blowing from the east-northeast,6,,14,, ,,,20.5,23.3,,,,,,10.0,19.8,No precipitation,6,,,,
03.03.2020 20:00,20.8,756.7,761.5,,95,Wind blowing from the east,5,,14,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.5,23.3,,,300-600,,,11.0,19.9,0.1,12,,,,
03.03.2020 17:00,20.8,755.2,760.0,,98,Wind blowing from the east-southeast,5,,14,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.5,23.3,,,300-600,,,8.0,20.4,0.1,6,,,,
