Local time in Xi'an,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
17.03.2020 23:00,13.7,726.7,762.8,,24,Wind blowing from the south,0,,6,, ,,,9.2,23.2,,,,,,17.0,-6.5,No precipitation,6,,,,
17.03.2020 20:00,17.7,726.6,762.9,0.0,15,Wind blowing from the south-southwest,1,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,23.2,,,2500 or more  or no clouds.,,,29.0,-9.3,No precipitation,12,,,,
17.03.2020 17:00,23.0,726.6,762.5,,9,Wind blowing from the south-southwest,2,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,30.0,-11.6,,,,,,
17.03.2020 14:00,21.8,728.6,764.6,-2.8,15,Wind blowing from the south-west,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,22.1,,,2500 or more  or no clouds.,,,25.0,-6.0,No precipitation,12,,,,
17.03.2020 11:00,16.3,731.4,767.8,,39,Wind blowing from the south-southwest,2,,6,no clouds, ,,,9.2,19.6,,,,,,15.0,2.3,No precipitation,6,,,,
17.03.2020 08:00,9.9,731.1,767.7,0.8,64,Wind blowing from the south-southwest,2,,7,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,19.6,,,2500 or more  or no clouds.,,,18.0,3.4,No precipitation,12,,,,
17.03.2020 05:00,10.7,730.3,766.6,,61,Wind blowing from the south-southwest,3,,8,, ,,,10.6,19.6,,,,,,17.0,3.3,No precipitation,6,,,,
17.03.2020 02:00,12.9,730.0,766.3,-0.6,52,Wind blowing from the south-southwest,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,19.6,,,2500 or more  or no clouds.,,,22.0,3.3,No precipitation,12,,,,
16.03.2020 23:00,14.3,730.6,766.9,,48,Wind blowing from the south-west,2,,8,, ,,,12.0,19.6,,,,,,22.0,3.4,No precipitation,6,,,,
16.03.2020 20:00,16.8,729.9,766.2,1.0,38,Wind blowing from the west-southwest,3,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,19.6,,,1500-2000,,,29.0,2.4,No precipitation,12,,,,
16.03.2020 17:00,19.4,728.9,765.0,,30,Wind blowing from the south-west,3,,,70 – 80%., ,,,,,,,2500 or more  or no clouds.,,,30.0,1.4,,,,,,
16.03.2020 14:00,18.5,729.9,766.1,-1.6,35,Wind blowing from the west-southwest,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,18.7,,,2500 or more  or no clouds.,,,30.0,2.8,No precipitation,12,,,,
16.03.2020 11:00,16.6,731.5,767.9,,41,Wind blowing from the west-southwest,3,,7,90  or more  but not 100%, ,,,12.0,18.7,,,,,,27.0,3.3,No precipitation,6,,,,
16.03.2020 08:00,13.2,730.8,767.2,,46,Wind blowing from the south-west,4,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,18.7,,,2500 or more  or no clouds.,,,17.0,1.8,No precipitation,12,,,,
16.03.2020 05:00,13.3,730.1,766.4,,37,Wind blowing from the south-west,3,,5,, ,,,6.1,18.7,,,,,,10.0,-1.1,No precipitation,6,,,,
16.03.2020 02:00,12.6,729.7,766.0,,32,Wind blowing from the south-southwest,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,18.7,,,2500 or more  or no clouds.,,,19.0,-3.6,No precipitation,12,,,,
15.03.2020 23:00,13.1,729.4,765.8,,29,Wind blowing from the north-west,1,,8,, ,,,6.1,18.7,,,,,,19.0,-4.5,No precipitation,6,,,,
15.03.2020 20:00,15.3,728.9,765.6,1.6,25,Wind blowing from the north-west,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,18.7,,,2500 or more  or no clouds.,,,21.0,-4.6,No precipitation,12,,,,
15.03.2020 17:00,17.4,727.3,763.8,,19,Wind blowing from the east-northeast,3,,,100%., ,,,,,,,2500 or more  or no clouds.,,,30.0,-6.4,,,,,,
15.03.2020 14:00,18.1,728.5,765.1,-2.9,16,Wind blowing from the east-northeast,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,18.3,,,2500 or more  or no clouds.,,,30.0,-8.1,No precipitation,12,,,,
15.03.2020 11:00,15.3,731.4,768.1,,21,Wind blowing from the east-northeast,3,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,18.0,-6.9,,,,,,
15.03.2020 08:00,8.1,731.7,768.7,1.2,36,Wind blowing from the east-southeast,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,18.3,,,2500 or more  or no clouds.,,,14.0,-6.1,No precipitation,12,,,,
15.03.2020 05:00,7.4,730.5,767.2,,38,Wind blowing from the north-east,1,,6,, ,,,4.5,18.3,,,,,,19.0,-6.0,No precipitation,6,,,,
15.03.2020 02:00,8.3,730.3,767.0,,37,Wind blowing from the east,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,18.3,,,2500 or more  or no clouds.,,,16.0,-5.5,No precipitation,12,,,,
14.03.2020 23:00,11.0,730.7,767.5,,30,Wind blowing from the north-west,1,,9,, ,,,4.5,18.3,,,,,,14.0,-5.9,No precipitation,6,,,,
14.03.2020 20:00,13.2,730.1,767.2,0.3,22,Wind blowing from the south-west,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,18.3,,,,,,15.0,-8.0,No precipitation,12,,,,
14.03.2020 17:00,18.1,729.8,766.5,,16,Wind blowing from the south,3,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,21.0,-8.1,,,,,,
14.03.2020 14:00,16.3,732.3,769.1,-3.4,17,Wind blowing from the south-southwest,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,16.9,,,,,,20.0,-8.8,No precipitation,12,,,,
14.03.2020 11:00,12.7,735.7,772.8,,25,Wind blowing from the north-east,1,,5,no clouds, ,,,4.5,16.9,,,,,,18.0,-6.8,No precipitation,6,,,,
14.03.2020 08:00,5.7,735.5,772.9,1.3,43,Wind blowing from the west-northwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,16.9,,,,,,16.0,-5.9,No precipitation,12,,,,
14.03.2020 05:00,6.6,734.2,771.1,,41,Wind blowing from the north-east,2,,7,, ,,,6.4,16.9,,,,,,20.0,-6.0,No precipitation,6,,,,
14.03.2020 02:00,7.7,734.2,771.1,0.0,38,Wind blowing from the north,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,16.9,,,2500 or more  or no clouds.,,,14.0,-5.7,No precipitation,12,,,,
13.03.2020 23:00,10.9,734.2,771.1,,36,Wind blowing from the west,2,,7,, ,,,9.8,16.9,,,,,,16.0,-3.6,No precipitation,6,,,,
13.03.2020 20:00,13.1,733.2,770.0,0.6,31,Wind blowing from the south-west,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,16.9,,,,,,18.0,-3.6,No precipitation,12,,,,
13.03.2020 17:00,16.9,732.6,769.1,,21,Wind blowing from the south-southwest,3,,,no clouds, ,,,,,,,,,,19.0,-5.6,,,,,,
13.03.2020 14:00,15.6,734.7,771.4,,21,Wind blowing from the north-west,4,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,16.3,,,600-1000,,,21.0,-6.6,No precipitation,12,,,,
13.03.2020 11:00,13.2,737.0,774.0,,27,Wind blowing from the north-northeast,3,,10,100%., ,,,10.8,,,,2500 or more  or no clouds.,,,25.0,-5.4,No precipitation,6,,,,
13.03.2020 08:00,12.0,735.4,772.3,2.2,31,Wind blowing from the north-northwest,3,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,16.3,,,2500 or more  or no clouds.,,,17.0,-4.6,No precipitation,12,,,,
13.03.2020 05:00,11.9,733.2,769.8,,25,Wind blowing from the south-west,2,,5,, ,,,7.6,16.3,,,,,,21.0,-7.5,No precipitation,6,,,,
13.03.2020 02:00,12.4,732.4,769.2,1.6,24,Wind blowing from the north,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,16.3,,,2500 or more  or no clouds.,,,16.0,-7.6,No precipitation,12,,,,
12.03.2020 23:00,12.4,730.8,767.6,,39,Wind blowing from the south-southwest,1,,6,, ,,,7.6,16.3,,,,,,12.0,-1.2,No precipitation,6,,,,
12.03.2020 20:00,13.7,728.2,765.0,1.9,33,Wind blowing from the north-west,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,16.3,,,2500 or more  or no clouds.,,,10.0,-2.3,No precipitation,12,,,,
12.03.2020 17:00,16.2,726.3,762.8,,27,Wind blowing from the south-east,1,,6,90  or more  but not 100%, ,,,7.6,17.0,,,,,,14.0,-2.8,No precipitation,6,,,,
12.03.2020 14:00,13.5,726.2,762.7,-0.5,40,Wind blowing from the south-west,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,17.1,,,2500 or more  or no clouds.,,,11.0,0.2,No precipitation,12,,,,
12.03.2020 11:00,11.1,726.7,763.3,,47,Wind blowing from the south-west,2,,5,90  or more  but not 100%, ,,,7.6,17.1,,,,,,10.0,0.2,No precipitation,6,,,,
12.03.2020 08:00,7.9,725.3,761.9,1.3,59,Wind blowing from the north,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,17.1,,,2500 or more  or no clouds.,,,7.0,0.4,No precipitation,12,,,,
12.03.2020 05:00,8.4,724.0,760.4,,54,Wind blowing from the south-west,1,,7,, ,,,2.2,17.1,,,,,,8.0,-0.4,No precipitation,6,,,,
12.03.2020 02:00,10.2,724.0,760.3,0.0,44,Wind blowing from the west,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,17.1,,,2500 or more  or no clouds.,,,13.0,-1.5,No precipitation,12,,,,
11.03.2020 23:00,12.0,724.0,760.6,,40,Wind blowing from the west,2,,8,, ,,,2.2,17.1,,,,,,12.0,-1.2,No precipitation,6,,,,
11.03.2020 20:00,14.8,723.1,759.8,1.6,30,Wind blowing from the west-northwest,1,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,17.1,,,2500 or more  or no clouds.,,,16.0,-2.6,No precipitation,12,,,,
11.03.2020 17:00,16.8,721.5,758.0,,25,Wind blowing from the east-northeast,4,,,50%., ,,,,,,,2500 or more  or no clouds.,,,20.0,-3.3,,,,,,
11.03.2020 14:00,15.7,723.4,760.0,-3.2,22,Wind blowing from the east-northeast,4,,7,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,16.0,,,2500 or more  or no clouds.,,,20.0,-5.9,No precipitation,12,,,,
11.03.2020 11:00,9.3,726.6,763.5,,37,Wind blowing from the north-east,2,,,60%., ,,,,,,,2500 or more  or no clouds.,,,14.0,-4.6,,,,,,
11.03.2020 08:00,3.7,727.0,764.2,0.9,50,Wind blowing from the north-east,1,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,16.0,,,2500 or more  or no clouds.,,,14.0,-6.0,No precipitation,12,,,,
11.03.2020 05:00,3.2,726.1,763.0,,60,Wind blowing from the north,1,,,, ,,,,,,,,,,13.0,-4.0,,,,,,
11.03.2020 02:00,5.8,727.3,764.2,-1.0,43,Wind blowing from the south-southeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,16.0,,,2500 or more  or no clouds.,,,13.0,-5.8,No precipitation,12,,,,
10.03.2020 23:00,9.2,728.3,765.1,,28,Wind blowing from the west-northwest,1,,7,, ,,,4.8,16.0,,,,,,17.0,-8.4,No precipitation,6,,,,
10.03.2020 20:00,11.9,727.6,764.6,,19,Wind blowing from the south,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,16.0,,,,,,24.0,-11.0,No precipitation,12,,,,
10.03.2020 17:00,15.2,727.9,764.7,,15,Wind blowing from the south-west,2,,,90  or more  but not 100%, ,,,,,,,,,,27.0,-11.3,,,,,,
10.03.2020 14:00,14.8,730.3,767.2,,19,Wind blowing from the south-west,4,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,16.2,,,2500 or more  or no clouds.,,,22.0,-8.5,No precipitation,12,,,,
10.03.2020 11:00,11.7,733.3,770.3,,27,Wind blowing from the south-southwest,2,,,no clouds, ,,,,,,,,,,20.0,-6.7,,,,,,
10.03.2020 08:00,5.9,733.6,770.8,1.0,42,Wind blowing from the south-southwest,3,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,16.2,,,2500 or more  or no clouds.,,,11.0,-6.0,No precipitation,12,,,,
10.03.2020 05:00,5.6,732.6,769.6,,38,Wind blowing from the west-northwest,1,,10,, ,,,5.5,16.2,,,,,,15.0,-7.9,No precipitation,6,,,,
10.03.2020 02:00,8.1,732.4,769.3,,30,Wind blowing from the north-west,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,16.2,,,2500 or more  or no clouds.,,,9.0,-8.4,No precipitation,12,,,,
09.03.2020 20:00,13.4,730.7,767.6,1.9,19,Wind blowing from the west-northwest,5,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,16.2,,,2500 or more  or no clouds.,,,7.0,-9.8,No precipitation,12,,,,
09.03.2020 17:00,15.5,728.8,765.4,,21,Wind blowing from the south-southwest,3,,,100%., ,,,,,,,2500 or more  or no clouds.,,,10.0,-6.7,,,,,,
09.03.2020 14:00,15.0,729.5,766.1,-1.7,26,Wind blowing from the west,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,15.3,,,2500 or more  or no clouds.,,,17.0,-4.3,No precipitation,12,,,,
09.03.2020 11:00,13.1,731.2,768.0,,33,Wind blowing from the west-northwest,4,,10,90  or more  but not 100%, ,,,8.3,13.6,,,,,,19.0,-2.8,No precipitation,6,,,,
09.03.2020 08:00,8.6,730.5,767.5,1.6,62,Wind blowing from the west,2,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,13.6,,,2500 or more  or no clouds.,,,29.0,1.7,No precipitation,12,,,,
09.03.2020 05:00,9.3,728.9,765.7,,61,Wind blowing from the west,3,,,, ,,,,,,,,,,30.0,2.2,,,,,,
09.03.2020 02:00,10.8,729.5,766.3,1.3,52,Wind blowing from the north,4,,10,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,13.6,,,2500 or more  or no clouds.,,,30.0,1.3,No precipitation,12,,,,
08.03.2020 23:00,11.9,728.2,764.8,,58,Wind blowing from the west-northwest,2,,7,,Haze. ,,,10.0,13.9,,,,,,5.0,3.7,No precipitation,6,,,,
08.03.2020 20:00,12.0,724.9,761.5,2.5,54,Wind blowing from the west-southwest,1,,9,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,,,,2500 or more  or no clouds.,,,6.0,3.0,No precipitation,12,,,,
08.03.2020 17:00,13.1,722.4,758.7,,54,Wind blowing from the south-southwest,3,,,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,,,,2500 or more  or no clouds.,,,7.0,4.0,No precipitation,6,,,,
08.03.2020 14:00,12.4,721.8,758.1,-0.4,53,Wind blowing from the west,2,,10,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,,,,2500 or more  or no clouds.,,,6.0,3.1,No precipitation,12,,,,
08.03.2020 11:00,12.3,722.2,758.5,,49,Wind blowing from the east-northeast,4,,10,100%., ,,,10.0,,,,2500 or more  or no clouds.,,,8.0,1.9,No precipitation,6,,,,
08.03.2020 08:00,11.0,720.4,756.4,2.2,50,Wind blowing from the north-east,5,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,18.7,,,2500 or more  or no clouds.,,,8.0,1.0,No precipitation,12,,,,
08.03.2020 05:00,11.2,718.2,754.0,,50,Wind blowing from the north-east,5,,,, ,,,,,,,,,,9.0,1.2,,,,,,
08.03.2020 02:00,12.0,718.7,754.6,-0.8,55,Wind blowing from the north-east,4,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,18.7,,,2500 or more  or no clouds.,,,8.0,3.2,No precipitation,12,,,,
07.03.2020 23:00,13.9,719.5,755.7,,47,Wind blowing from the north-northeast,4,,11,, ,,,7.5,18.7,,,,,,9.0,2.8,No precipitation,6,,,,
07.03.2020 20:00,16.5,719.2,755.4,-0.1,39,Wind blowing from the east-northeast,3,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,18.7,,,2500 or more  or no clouds.,,,10.0,2.5,No precipitation,12,,,,
07.03.2020 17:00,18.7,719.3,755.3,,34,Wind blowing from the east-northeast,5,,,90  or more  but not 100%, ,,,,,,,,,,10.0,2.5,,,,,,
07.03.2020 14:00,17.0,721.2,757.3,-3.5,34,Wind blowing from the east-northeast,5,,11,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,18.8,,,2500 or more  or no clouds.,,,9.0,1.0,No precipitation,12,,,,
07.03.2020 11:00,11.3,724.7,761.2,,45,Wind blowing from the east-northeast,7,,,90  or more  but not 100%, ,,,,,,,,,,9.0,-0.2,,,,,,
07.03.2020 08:00,7.8,725.2,761.8,0.7,71,Wind blowing from the north-east,3,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,18.8,,,2500 or more  or no clouds.,,,3.9,2.9,No precipitation,12,,,,
07.03.2020 05:00,8.0,724.5,760.8,,75,Wind blowing from the north-northeast,2,,5,,Mist. ,,,5.9,18.8,,,,,,3.5,3.7,No precipitation,6,,,,
07.03.2020 02:00,9.0,724.4,760.8,-0.2,69,Wind blowing from the north,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,18.8,,,2500 or more  or no clouds.,,,4.1,3.6,No precipitation,12,,,,
06.03.2020 23:00,11.3,724.6,761.2,,59,Wind blowing from the north-northwest,1,,7,,Haze. ,,,5.9,18.8,,,,,,5.0,3.6,No precipitation,6,,,,
06.03.2020 20:00,14.8,723.4,760.0,0.9,43,Wind blowing from the north-northeast,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,18.8,,,2500 or more  or no clouds.,,,9.0,2.4,No precipitation,12,,,,
06.03.2020 17:00,18.5,722.5,758.7,,34,Wind blowing from the south,3,,,no clouds, ,,,,,,,,,,9.0,2.4,,,,,,
06.03.2020 14:00,15.7,723.7,760.0,-2.3,42,Wind blowing from the south-southwest,3,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,15.9,,,,,,6.0,2.8,No precipitation,12,,,,
06.03.2020 11:00,10.8,726.0,762.7,,53,Wind blowing from the west-northwest,2,,7,10%  or less  but not 0,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,14.6,,,2500 or more  or no clouds.,,,5.0,1.6,No precipitation,6,,,,
06.03.2020 08:00,6.2,725.0,761.8,1.1,72,Wind blowing from the south-southeast,1,,7,10%  or less  but not 0,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,14.6,,,2500 or more  or no clouds.,,,4.1,1.5,No precipitation,12,,,,
06.03.2020 05:00,7.9,723.9,760.4,,63,Wind blowing from the north-east,2,,7,,Haze. ,,,4.4,14.6,,,,,,6.0,1.3,No precipitation,6,,,,
06.03.2020 02:00,9.7,724.3,760.9,-0.2,57,Wind blowing from the north-east,3,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,14.6,,,2500 or more  or no clouds.,,,7.0,1.6,No precipitation,12,,,,
05.03.2020 23:00,10.6,724.5,761.3,,57,Wind blowing from the north-west,2,,10,, ,,,4.4,14.6,,,,,,8.0,2.4,No precipitation,6,,,,
05.03.2020 20:00,12.7,724.4,761.3,0.8,47,Wind blowing from the north-northwest,1,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,14.6,,,2500 or more  or no clouds.,,,11.0,1.7,No precipitation,12,,,,
05.03.2020 17:00,14.3,723.6,760.3,,42,Wind blowing from the north-northeast,4,,,90  or more  but not 100%, ,,,,,,,,,,12.0,1.6,,,,,,
05.03.2020 14:00,12.4,725.8,762.7,-2.9,45,Wind blowing from the east,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,13.9,,,,,,11.0,0.8,No precipitation,12,,,,
05.03.2020 11:00,8.2,728.7,765.9,,52,Wind blowing from the east-northeast,4,,,no clouds, ,,,,,,,,,,10.0,-1.1,,,,,,
05.03.2020 08:00,4.7,728.8,766.0,0.3,61,Wind blowing from the east-northeast,4,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,13.9,,,,,,9.0,-2.2,No precipitation,12,,,,
05.03.2020 05:00,5.1,728.5,765.5,,62,Wind blowing from the north-east,5,,,, ,,,,,,,,,,8.0,-1.6,,,,,,
05.03.2020 02:00,5.5,729.3,766.4,-0.4,66,Wind blowing from the north-east,4,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,13.9,,,2500 or more  or no clouds.,,,7.0,-0.5,No precipitation,12,,,,
04.03.2020 23:00,7.3,729.7,766.9,,59,Wind blowing from the east-northeast,6,,11,, ,,,1.0,13.9,,,,,,7.0,-0.2,No precipitation,6,,,,
04.03.2020 20:00,10.8,728.8,766.2,0.5,55,Wind blowing from the north-east,5,,10,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,13.9,,,,,,6.0,2.1,No precipitation,12,,,,
04.03.2020 17:00,13.3,728.3,765.5,,41,Wind blowing from the east-northeast,6,,,no clouds, ,,,,,,,,,,14.0,0.3,,,,,,
04.03.2020 14:00,12.5,730.2,767.5,-2.7,44,Wind blowing from the north-east,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,12.9,,,,,,18.0,0.6,No precipitation,12,,,,
04.03.2020 11:00,9.2,732.9,770.4,,46,Wind blowing from the north-northeast,3,,5,no clouds, ,,,1.0,12.9,,,,,,13.0,-1.8,No precipitation,6,,,,
04.03.2020 08:00,2.2,732.7,770.4,,81,Wind blowing from the north,0,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,12.9,,,2500 or more  or no clouds.,,,10.0,-0.7,No precipitation,12,,,,
04.03.2020 05:00,2.8,731.6,769.0,,72,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,8.0,-1.9,,,,,,
04.03.2020 02:00,3.9,731.7,769.1,-0.5,67,Wind blowing from the north-northwest,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,12.9,,,2500 or more  or no clouds.,,,11.0,-1.7,No precipitation,12,,,,
