Local time in Yan'an,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
15.03.2020 17:00,12.7,663.7,766.3,,13,Wind blowing from the north-east,2,,7,90  or more  but not 100%, ,,,-4.5,14.1,,,,,,30.0,-15.0,No precipitation,6,,,,
15.03.2020 14:00,13.4,665.0,767.2,-2.0,14,Wind blowing from the north-east,4,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.5,13.4,,,2500 or more  or no clouds.,,,30.0,-13.6,No precipitation,12,,,,
15.03.2020 11:00,8.4,667.0,769.6,,19,Wind blowing from the north-east,2,,4,no clouds, ,,,-4.5,12.8,,,,,,30.0,-13.9,No precipitation,6,,,,
15.03.2020 08:00,-2.0,667.0,770.8,0.8,47,Wind blowing from the north,0,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.5,12.8,,,,,,30.0,-11.8,No precipitation,12,,,,
15.03.2020 05:00,-3.3,666.2,769.3,,46,Wind blowing from the south,1,,8,, ,,,-6.2,12.8,,,,,,30.0,-13.3,No precipitation,6,,,,
15.03.2020 02:00,-0.5,666.7,769.6,,34,Wind blowing from the west,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,12.8,,,2500 or more  or no clouds.,,,30.0,-14.4,No precipitation,12,,,,
14.03.2020 23:00,3.8,666.6,769.5,,23,Wind blowing from the north-west,1,,9,, ,,,-6.2,12.8,,,,,,30.0,-15.4,No precipitation,6,,,,
14.03.2020 20:00,8.1,665.9,770.0,0.5,15,Wind blowing from the north-northwest,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,12.8,,,,,,30.0,-17.0,No precipitation,12,,,,
14.03.2020 17:00,11.9,665.4,768.7,,11,Wind blowing from the north,3,,9,no clouds, ,,,-6.2,12.8,,,,,,30.0,-17.7,No precipitation,6,,,,
14.03.2020 14:00,10.6,666.9,770.3,-2.2,14,Wind blowing from the west,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,10.7,,,,,,30.0,-15.8,No precipitation,12,,,,
14.03.2020 11:00,6.5,669.1,772.9,,22,Wind blowing from the north,3,,5,no clouds, ,,,-6.2,9.4,,,,,,30.0,-13.7,No precipitation,6,,,,
14.03.2020 08:00,-4.3,669.1,774.4,0.5,60,Wind blowing from the north,0,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,9.4,,,,,,30.0,-10.9,No precipitation,12,,,,
14.03.2020 05:00,-4.5,668.6,773.0,,58,Wind blowing from the west,1,,9,, ,,,-4.5,9.4,,,,,,30.0,-11.7,No precipitation,6,,,,
14.03.2020 02:00,-2.8,669.4,773.5,0.0,52,Wind blowing from the north-east,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,9.4,,,2500 or more  or no clouds.,,,30.0,-11.5,No precipitation,12,,,,
13.03.2020 23:00,1.0,669.4,773.4,,36,Wind blowing from the north,0,,10,, ,,,1.0,9.4,,,,,,30.0,-12.4,No precipitation,6,,,,
13.03.2020 20:00,4.6,668.7,772.6,0.8,26,Wind blowing from the north-east,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,9.4,,,,,,30.0,-13.3,No precipitation,12,,,,
13.03.2020 17:00,8.6,667.9,770.8,,18,Wind blowing from the north,5,,10,, ,,,1.7,11.2,,,,,,30.0,-14.4,No precipitation,6,,,,
13.03.2020 14:00,8.7,669.1,771.7,,21,Wind blowing from the east-northeast,2,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,12.5,,,600-1000,,,30.0,-12.4,No precipitation,12,,,,
13.03.2020 11:00,5.7,671.2,774.4,,28,Wind blowing from the north,5,,8,10%  or less  but not 0, ,,,1.7,12.5,,Sky obscured by fog and/or other meteorological phenomena.,600-1000,,,30.0,-11.4,No precipitation,6,,,,
13.03.2020 08:00,1.8,670.4,773.9,1.2,34,Wind blowing from the north-northwest,3,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,12.5,,,2500 or more  or no clouds.,,,30.0,-12.4,No precipitation,12,,,,
13.03.2020 05:00,2.7,669.2,771.8,,34,Wind blowing from the north-west,2,,10,, ,,,0.6,12.5,,,,,,30.0,-11.6,No precipitation,6,,,,
13.03.2020 02:00,5.1,668.8,771.0,1.2,29,Wind blowing from the north-west,4,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,12.5,,,2500 or more  or no clouds.,,,30.0,-11.5,No precipitation,12,,,,
12.03.2020 23:00,7.1,667.6,769.4,,21,Wind blowing from the north-west,4,,10,, ,,,0.6,12.5,,,,,,30.0,-13.8,No precipitation,6,,,,
12.03.2020 20:00,8.2,664.9,767.8,2.3,17,Wind blowing from the north,5,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,12.5,,,2500 or more  or no clouds.,,,30.0,-15.4,No precipitation,12,,,,
12.03.2020 17:00,11.3,662.6,764.2,,23,Wind blowing from the north-northwest,4,,10,50%., ,,,0.6,16.6,,,2500 or more  or no clouds.,,,30.0,-9.1,No precipitation,6,,,,
12.03.2020 14:00,10.7,662.5,763.0,-0.7,14,Wind blowing from the north-northwest,5,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,17.2,,,2500 or more  or no clouds.,,,23.0,-15.7,No precipitation,12,,,,
12.03.2020 11:00,9.1,663.2,764.1,,19,Wind blowing from the north-northwest,3,,8,90  or more  but not 100%, ,,,0.6,17.2,,,,,,22.0,-13.3,No precipitation,6,,,,
12.03.2020 08:00,0.9,662.2,763.9,1.8,54,Wind blowing from the north-northwest,1,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,17.2,,,2500 or more  or no clouds.,,,30.0,-7.4,No precipitation,12,,,,
12.03.2020 05:00,2.3,660.4,760.7,,43,Wind blowing from the south-southwest,1,,8,, ,,,-3.7,17.2,,,,,,30.0,-9.0,No precipitation,6,,,,
12.03.2020 02:00,8.2,660.4,759.7,0.5,25,Wind blowing from the south-west,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,17.2,,,2500 or more  or no clouds.,,,30.0,-10.7,No precipitation,12,,,,
11.03.2020 23:00,8.8,659.9,760.4,,21,Wind blowing from the south-southwest,4,,9,, ,,,,17.2,,,,,,30.0,-12.3,No precipitation,6,,,,
11.03.2020 20:00,12.1,658.8,760.6,1.3,13,Wind blowing from the south-southwest,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,17.2,,,,,,30.0,-15.5,No precipitation,12,,,,
11.03.2020 17:00,16.6,657.5,758.0,,7,Wind blowing from the south-southwest,2,,9,90  or more  but not 100%, ,,,-3.7,17.2,,,2500 or more  or no clouds.,,,30.0,-19.4,No precipitation,6,,,,
11.03.2020 14:00,15.9,658.9,759.4,-2.4,8,Wind blowing from the south-southwest,5,,8,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,16.4,,,2500 or more  or no clouds.,,,30.0,-18.3,No precipitation,12,,,,
11.03.2020 11:00,8.7,661.3,763.1,,29,Wind blowing from the north-east,2,,4,no clouds, ,,,-3.7,11.3,,,,,,24.0,-8.3,No precipitation,6,,,,
11.03.2020 08:00,-2.5,661.4,764.7,0.4,60,Wind blowing from the north-east,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,11.3,,,,,,30.0,-9.2,No precipitation,12,,,,
11.03.2020 05:00,-1.0,661.0,763.3,,47,Wind blowing from the south-southwest,2,,6,, ,,,-5.5,11.3,,,,,,30.0,-10.9,No precipitation,6,,,,
11.03.2020 02:00,1.2,661.7,763.9,-0.8,35,Wind blowing from the south-southwest,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,11.3,,,2500 or more  or no clouds.,,,30.0,-12.6,No precipitation,12,,,,
10.03.2020 23:00,2.8,662.5,765.4,,28,Wind blowing from the south,3,,10,, ,,,-5.5,11.3,,,,,,30.0,-13.9,No precipitation,6,,,,
10.03.2020 20:00,6.6,662.5,766.2,,18,Wind blowing from the south-southwest,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,11.3,,,,,,30.0,-16.0,No precipitation,12,,,,
10.03.2020 17:00,10.2,662.5,765.7,,13,Wind blowing from the west,4,,10,no clouds, ,,,-5.5,11.3,,,,,,30.0,-17.0,No precipitation,6,,,,
10.03.2020 14:00,8.5,664.1,767.5,,16,Wind blowing from the south-east,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,8.6,,,,,,30.0,-15.9,No precipitation,12,,,,
10.03.2020 11:00,4.5,666.6,770.4,,19,Wind blowing from the north-east,3,,6,no clouds, ,,,-5.5,7.8,,,,,,30.0,-17.1,No precipitation,6,,,,
10.03.2020 08:00,-3.8,666.7,771.8,0.9,56,Wind blowing from the west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,7.8,,,,,,30.0,-11.5,No precipitation,12,,,,
10.03.2020 05:00,-4.6,665.8,770.5,,59,Wind blowing from the west,2,,9,, ,,,-4.6,7.8,,,,,,29.0,-11.4,No precipitation,6,,,,
10.03.2020 02:00,-2.7,667.0,771.1,,55,Wind blowing from the north-west,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,7.8,,,2500 or more  or no clouds.,,,28.0,-10.7,No precipitation,12,,,,
09.03.2020 20:00,2.8,666.4,770.5,0.9,33,Wind blowing from the north,2,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,7.8,,,2500 or more  or no clouds.,,,30.0,-11.9,No precipitation,12,,,,
09.03.2020 17:00,5.2,665.5,768.9,,31,Wind blowing from the north-northwest,5,,12,90  or more  but not 100%, ,,,1.2,7.8,,,,,,29.0,-10.5,No precipitation,6,,,,
09.03.2020 14:00,6.9,665.3,768.2,-1.1,22,Wind blowing from the north,6,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,9.7,,,2500 or more  or no clouds.,,,11.0,-13.4,No precipitation,12,,,,
09.03.2020 11:00,5.1,666.4,769.7,,33,Wind blowing from the north-northwest,3,,12,90  or more  but not 100%, ,,,1.2,9.7,,,,,,12.0,-9.8,No precipitation,6,,,,
09.03.2020 08:00,1.3,664.9,768.7,1.5,54,Wind blowing from the north-west,3,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,,,,2500 or more  or no clouds.,,,18.0,-7.2,0.1,12,,,,
09.03.2020 05:00,1.8,663.4,766.1,,73,Wind blowing from the north-west,2,,13,, ,,,1.8,9.7,,,,,,30.0,-2.5,No precipitation,6,,,,
09.03.2020 02:00,2.3,663.9,766.3,0.0,75,Wind blowing from the west,3,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,9.7,,,2500 or more  or no clouds.,,,30.0,-1.7,0.1,12,,,,
08.03.2020 23:00,2.6,663.9,766.8,,79,Wind blowing from the north-west,5,,14,,Rain (not freezing) not falling as shower(s). ,,,1.8,9.7,,,,,,30.0,-0.7,0.1,6,,,,
08.03.2020 20:00,3.6,662.5,765.6,3.2,70,Wind blowing from the north-northwest,6,,14,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,12.2,,,1500-2000,,,30.0,-1.4,Trace of precipitation,12,,,,
08.03.2020 17:00,7.1,659.3,760.9,,48,Wind blowing from the north-west,4,,14,100%., ,,,1.8,17.2,,,1500-2000,,,11.0,-3.4,No precipitation,6,,,,
08.03.2020 14:00,8.5,657.4,758.1,-0.3,53,Wind blowing from the south,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,,,,1500-2000,,,11.0,-0.5,No precipitation,12,,,,
08.03.2020 11:00,5.6,657.7,758.4,,61,Wind blowing from the north-east,1,,4,100%., ,,,1.8,18.0,,,1500-2000,,,10.0,-1.5,No precipitation,6,,,,
08.03.2020 08:00,2.2,657.2,757.9,1.6,70,Wind blowing from the south-west,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,18.0,,,1500-2000,,,14.0,-2.7,No precipitation,12,,,,
08.03.2020 05:00,3.7,655.6,754.9,,64,Wind blowing from the north-northeast,1,,12,, ,,,-4.9,18.0,,,,,,13.0,-2.5,No precipitation,6,,,,
08.03.2020 02:00,5.6,656.3,755.5,-0.5,54,Wind blowing from the east-southeast,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,18.0,,,2500 or more  or no clouds.,,,16.0,-3.2,No precipitation,12,,,,
07.03.2020 23:00,8.7,656.8,757.0,,41,Wind blowing from the south-southeast,2,,12,, ,,,,18.0,,,,,,25.0,-4.1,No precipitation,6,,,,
07.03.2020 20:00,12.2,656.3,758.0,0.4,25,Wind blowing from the south-southeast,2,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,18.0,,,,,,28.0,-7.2,No precipitation,12,,,,
07.03.2020 17:00,17.0,655.9,756.4,,15,Wind blowing from the south-southeast,5,,11,no clouds, ,,,-4.9,18.0,,,,,,30.0,-9.8,No precipitation,6,,,,
07.03.2020 14:00,15.8,658.0,758.4,-2.7,15,Wind blowing from the south,7,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,15.9,,,,,,30.0,-10.8,No precipitation,12,,,,
07.03.2020 11:00,7.3,660.7,762.0,,29,Wind blowing from the north-northeast,2,,3,no clouds, ,,,-4.9,15.7,,,,,,28.0,-9.6,No precipitation,6,,,,
07.03.2020 08:00,-4.1,661.4,764.3,0.3,63,Wind blowing from the south,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,15.7,,,,,,30.0,-10.1,No precipitation,12,,,,
07.03.2020 05:00,-2.8,661.1,762.9,,60,Wind blowing from the north,1,,10,, ,,,-2.9,15.7,,,,,,30.0,-9.5,No precipitation,6,,,,
07.03.2020 02:00,0.2,661.7,763.0,0.1,42,Wind blowing from the south-east,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,15.7,,,2500 or more  or no clouds.,,,30.0,-11.2,No precipitation,12,,,,
06.03.2020 23:00,6.2,661.6,762.8,,20,Wind blowing from the north,2,,11,, ,,,1.4,15.7,,,,,,30.0,-15.1,No precipitation,6,,,,
06.03.2020 20:00,10.2,660.7,762.2,2.1,19,Wind blowing from the north,5,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,15.7,,,,,,30.0,-12.4,No precipitation,12,,,,
06.03.2020 17:00,14.6,658.6,758.7,,14,Wind blowing from the north-northwest,4,,11,no clouds, ,,,1.4,15.7,,,,,,30.0,-12.6,No precipitation,6,,,,
06.03.2020 14:00,14.5,658.9,758.9,-1.4,24,Wind blowing from the north,2,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,14.5,,,2500 or more  or no clouds.,,,30.0,-5.8,No precipitation,12,,,,
06.03.2020 11:00,8.6,660.3,761.4,,52,Wind blowing from the south-southwest,2,,6,90  or more  but not 100%, ,,,1.4,13.4,,,,,,15.0,-0.7,No precipitation,6,,,,
06.03.2020 08:00,2.1,659.2,760.9,0.5,75,Wind blowing from the south-southeast,3,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,13.4,,,2500 or more  or no clouds.,,,10.0,-1.9,No precipitation,12,,,,
06.03.2020 05:00,3.5,658.7,759.3,,69,Wind blowing from the south-southwest,3,,,, ,,,-1.7,13.4,,,,,,13.0,-1.8,No precipitation,6,,,,
06.03.2020 02:00,4.8,659.5,760.0,-0.3,62,Wind blowing from the south,4,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,13.4,,,2500 or more  or no clouds.,,,17.0,-1.9,No precipitation,12,,,,
05.03.2020 23:00,6.0,659.8,761.2,,56,Wind blowing from the south-southwest,4,,,, ,,,-1.7,13.4,,,,,,20.0,-2.3,No precipitation,6,,,,
05.03.2020 20:00,8.5,659.3,761.6,1.1,47,Wind blowing from the south-southeast,4,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,13.4,,,2500 or more  or no clouds.,,,22.0,-2.2,No precipitation,12,,,,
05.03.2020 17:00,12.6,658.2,759.4,,36,Wind blowing from the south,4,,11,90  or more  but not 100%, ,,,-1.7,13.4,,,,,,30.0,-2.1,No precipitation,6,,,,
05.03.2020 14:00,12.2,659.5,760.7,-2.8,37,Wind blowing from the south,5,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,13.0,,,2500 or more  or no clouds.,,,27.0,-2.1,No precipitation,12,,,,
05.03.2020 11:00,6.5,662.3,764.5,,55,Wind blowing from the south,6,,11,no clouds, ,,,-1.7,12.8,,,,,,15.0,-1.9,No precipitation,6,,,,
05.03.2020 08:00,-0.8,662.7,765.8,-0.1,79,Wind blowing from the east-northeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,12.8,,,,,,10.0,-4.0,No precipitation,12,,,,
05.03.2020 05:00,-0.5,662.8,764.8,,74,Wind blowing from the east-southeast,2,,9,, ,,,-3.8,12.8,,,,,,13.0,-4.7,No precipitation,6,,,,
05.03.2020 02:00,1.2,663.5,765.6,-0.6,54,Wind blowing from the east-southeast,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,12.8,,,2500 or more  or no clouds.,,,28.0,-7.1,No precipitation,12,,,,
04.03.2020 23:00,3.6,664.1,766.8,,41,Wind blowing from the east-northeast,1,,9,, ,,,-3.8,12.8,,,,,,25.0,-8.7,No precipitation,6,,,,
04.03.2020 20:00,6.8,664.0,767.7,0.7,29,Wind blowing from the north-east,5,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,12.8,,,,,,30.0,-10.0,No precipitation,12,,,,
04.03.2020 17:00,12.2,663.3,765.7,,18,Wind blowing from the north-east,4,,6,no clouds, ,,,-3.8,12.8,,,,,,30.0,-11.4,No precipitation,6,,,,
04.03.2020 14:00,11.0,664.8,767.2,-2.1,17,Wind blowing from the north-northeast,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,11.5,,,,,,30.0,-13.1,No precipitation,12,,,,
04.03.2020 11:00,5.7,666.9,770.6,,38,Wind blowing from the north-east,2,,5,no clouds, ,,,-3.8,8.4,,,,,,23.0,-7.5,No precipitation,6,,,,
04.03.2020 08:00,-2.8,666.1,770.8,,78,Wind blowing from the west-northwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,8.4,,,,,,18.0,-6.1,No precipitation,12,,,,
04.03.2020 05:00,-2.4,665.2,768.7,,68,Wind blowing from the north-northeast,1,,6,, ,,,-3.2,8.4,,,,,,30.0,-7.5,No precipitation,6,,,,
04.03.2020 02:00,0.4,665.2,768.8,-0.5,63,Wind blowing from the south,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,8.4,,,2500 or more  or no clouds.,,,23.0,-6.0,No precipitation,12,,,,
03.03.2020 23:00,0.7,665.7,770.1,,33,Wind blowing from the east,2,,6,, ,,,-3.2,8.4,,,,,,30.0,-13.7,No precipitation,6,,,,
03.03.2020 20:00,3.5,665.1,769.5,0.5,25,Wind blowing from the east-northeast,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,8.4,,,,,,30.0,-14.7,No precipitation,12,,,,
03.03.2020 17:00,8.2,664.6,767.8,,18,Wind blowing from the east-northeast,3,,6,20–30%., ,,,-3.2,9.2,,,2500 or more  or no clouds.,,,30.0,-14.7,No precipitation,6,,,,
03.03.2020 14:00,5.2,666.6,770.3,-2.4,18,Wind blowing from the north,2,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,10.8,,,2500 or more  or no clouds.,,,30.0,-17.2,No precipitation,12,,,,
03.03.2020 11:00,1.3,669.0,773.3,,26,Wind blowing from the north-northeast,2,,7,20–30%., ,,,-3.2,10.8,,,2500 or more  or no clouds.,,,30.0,-16.1,No precipitation,6,,,,
03.03.2020 08:00,-2.1,668.8,773.6,1.4,40,Wind blowing from the north-northeast,4,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,10.8,,,2500 or more  or no clouds.,,,30.0,-13.9,No precipitation,12,,,,
03.03.2020 05:00,-1.2,667.4,770.9,,32,Wind blowing from the north,3,,8,, ,,,-1.2,10.8,,,,,,30.0,-15.8,No precipitation,6,,,,
03.03.2020 02:00,0.9,667.1,770.2,0.4,28,Wind blowing from the north-northwest,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,10.8,,,2500 or more  or no clouds.,,,30.0,-15.6,No precipitation,12,,,,
02.03.2020 23:00,3.7,666.7,770.2,,20,Wind blowing from the north,5,,11,, ,,,0.5,10.8,,,,,,30.0,-17.2,No precipitation,6,,,,
02.03.2020 20:00,4.7,664.1,767.5,1.9,68,Wind blowing from the south-southwest,5,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,10.8,,,,,,24.0,-0.7,No precipitation,12,,,,
02.03.2020 17:00,9.2,662.2,764.3,,45,Wind blowing from the south,4,,11,90  or more  but not 100%, ,,,0.5,10.8,,,,,,30.0,-2.1,No precipitation,6,,,,
02.03.2020 14:00,8.8,663.4,765.7,-2.6,46,Wind blowing from the south-southwest,4,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,9.0,,,600-1000,,,30.0,-2.2,No precipitation,12,,,,
02.03.2020 11:00,3.5,666.0,769.4,,69,Wind blowing from the south-southwest,6,,,100%., ,,,0.5,,,,1500-2000,,,30.0,-1.8,No precipitation,6,,,,
02.03.2020 08:00,0.8,665.5,769.2,0.3,84,Wind blowing from the south,4,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,9.0,,,2500 or more  or no clouds.,,,30.0,-1.6,No precipitation,12,,,,
02.03.2020 05:00,1.9,665.2,767.8,,71,Wind blowing from the south,4,,7,, ,,,0.5,9.0,,,,,,30.0,-2.8,No precipitation,6,,,,
02.03.2020 02:00,1.9,665.7,768.5,-0.8,38,Wind blowing from the south-east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,9.0,,,2500 or more  or no clouds.,,,30.0,-10.9,No precipitation,12,,,,
01.03.2020 23:00,3.4,666.5,769.8,,29,Wind blowing from the east-northeast,2,,8,, ,,,0.5,9.0,,,,,,30.0,-13.0,No precipitation,6,,,,
