Local time in Zhangping,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
17.03.2020 11:00,15.0,748.4,766.8,,88,Wind blowing from the north-northeast,3,,5,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.0,23.5,,,300-600,,,4.6,13.0,1.0,6,,,,
17.03.2020 08:00,16.9,747.9,766.2,,61,Wind blowing from the south-east,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.2,23.5,,,1000-1500,,,22.0,9.3,No precipitation,12,,,,
17.03.2020 05:00,16.9,746.8,764.9,,58,Wind blowing from the south-west,1,,5,,Rain  not freezing  intermittent  slight at time of observation. ,,,12.1,23.5,,,,,,16.0,8.6,No precipitation,6,,,,
17.03.2020 02:00,17.8,747.4,765.6,,51,Wind blowing from the south,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,23.5,,,2500 or more  or no clouds.,,,27.0,7.5,No precipitation,12,,,,
16.03.2020 23:00,18.9,748.0,766.3,,46,Wind blowing from the south-southeast,2,,9,, ,,,12.1,23.5,,,,,,23.0,7.0,No precipitation,6,,,,
16.03.2020 20:00,20.4,747.0,765.4,,42,Wind blowing from the east-southeast,2,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,23.5,,,1000-1500,,,25.0,7.1,No precipitation,12,,,,
16.03.2020 17:00,22.4,745.5,763.8,,37,Wind blowing from the east-southeast,2,,9,100%., ,,,12.1,24.8,,,1000-1500,,,30.0,7.0,No precipitation,6,,,,
16.03.2020 14:00,23.3,746.0,764.2,-2.3,37,Wind blowing from the south-east,2,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,24.9,,,1500-2000,,,30.0,7.8,No precipitation,12,,,,
16.03.2020 11:00,20.9,748.3,766.7,,51,Wind blowing from the east-southeast,1,,4,40%., ,,,12.1,24.9,,,1500-2000,,,14.0,10.4,No precipitation,6,,,,
16.03.2020 08:00,14.2,748.9,767.5,,77,Wind blowing from the north-west,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,,,,2500 or more  or no clouds.,,,11.0,10.2,No precipitation,12,,,,
16.03.2020 05:00,12.8,747.7,766.0,,78,Wind blowing from the south-southeast,1,,4,, ,,,10.1,24.9,,,,,,16.0,9.1,No precipitation,6,,,,
16.03.2020 02:00,13.1,747.5,765.8,,79,Wind blowing from the west-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,24.9,,,2500 or more  or no clouds.,,,17.0,9.5,No precipitation,12,,,,
15.03.2020 23:00,13.5,747.5,766.0,,72,Wind blowing from the north-east,0,,4,, ,,,10.1,24.9,,,,,,18.0,8.6,No precipitation,6,,,,
15.03.2020 20:00,16.7,745.9,764.5,,43,Wind blowing from the south-west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,24.9,,,,,,30.0,4.1,No precipitation,12,,,,
15.03.2020 17:00,24.7,744.5,762.7,,19,Wind blowing from the west-southwest,1,,4,no clouds, ,,,10.1,24.9,,,,,,30.0,-0.4,No precipitation,6,,,,
15.03.2020 14:00,22.6,745.4,763.7,,24,Wind blowing from the west-southwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,22.6,,,,,,30.0,1.0,No precipitation,12,,,,
15.03.2020 11:00,17.5,749.0,767.5,,36,Wind blowing from the south,2,,3,no clouds, ,,,10.1,20.6,,,,,,23.0,2.3,No precipitation,6,,,,
15.03.2020 08:00,10.5,749.5,768.1,1.3,88,Wind blowing from the west-southwest,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,20.6,,,600-1000,,,8.0,8.6,No precipitation,12,,,,
15.03.2020 05:00,10.8,748.2,766.7,,94,Wind blowing from the south,1,,4,,Mist. ,,,10.7,20.6,,,,,,6.0,9.9,No precipitation,6,,,,
15.03.2020 02:00,11.4,748.2,766.7,,95,Wind blowing from the south-southwest,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,20.6,,,2500 or more  or no clouds.,,,6.0,10.6,No precipitation,12,,,,
14.03.2020 23:00,12.9,748.0,766.5,,93,Wind blowing from the north,0,,6,, ,,,12.9,20.6,,,,,,8.0,11.8,No precipitation,6,,,,
14.03.2020 20:00,15.5,746.8,765.2,1.4,79,Wind blowing from the south-southeast,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.5,20.6,,,,,,15.0,11.9,No precipitation,12,,,,
14.03.2020 17:00,19.3,745.4,763.6,,54,Wind blowing from the north-west,2,,6,90  or more  but not 100%, ,,,16.4,20.6,,,1000-1500,,,30.0,9.8,No precipitation,6,,,,
14.03.2020 14:00,19.5,745.6,763.8,-2.1,59,Wind blowing from the north-northeast,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.4,20.3,,,1500-2000,,,30.0,11.3,0.4,12,,,,
14.03.2020 11:00,18.3,747.7,766.0,,71,Wind blowing from the north,1,,3,100%., ,,,16.4,20.9,,,1000-1500,,,30.0,13.0,No precipitation,6,,,,
14.03.2020 08:00,16.6,747.5,765.9,,86,Wind blowing from the east-northeast,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.6,20.9,,,300-600,,,20.0,14.3,1.0,12,,,,
14.03.2020 05:00,16.6,745.6,763.9,,92,Wind blowing from the north-northwest,1,,3,,Rain (not freezing) not falling as shower(s). ,,,14.0,20.9,,,,,,13.0,15.3,0.4,6,,,,
14.03.2020 02:00,17.1,745.7,763.9,,98,Wind blowing from the north,0,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,20.9,,,2500 or more  or no clouds.,,,6.0,16.8,2.0,12,,,,
13.03.2020 23:00,17.7,746.1,764.4,,98,Wind blowing from the south-southwest,1,,5,, ,,,13.8,20.9,,,,,,7.0,17.4,1.0,6,,,,
13.03.2020 20:00,18.2,744.6,763.0,1.2,98,Wind blowing from the south-southwest,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,20.9,,,600-1000,,,3.7,17.9,1.0,12,,,,
13.03.2020 17:00,18.3,743.4,761.7,,97,Wind blowing from the north-northwest,1,,5,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.4,20.9,,,600-1000,,,3.7,17.8,1.0,6,,,,
13.03.2020 14:00,20.3,743.7,762.0,,75,Wind blowing from the north-east,1,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,20.9,,,600-1000,,,17.0,15.7,7.0,12,,,,
13.03.2020 11:00,17.9,745.9,764.2,,81,Wind blowing from the north-northeast,2,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.0,17.9,,,600-1000,,,6.0,14.6,2.0,6,,,,
13.03.2020 08:00,14.6,746.0,764.5,1.3,98,Wind blowing from the south-southeast,0,,2,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Drizzle.,12.8,14.6,,,200-300,,,2.2,14.3,8.0,12,,,,
13.03.2020 05:00,14.0,744.7,763.2,,99,Wind blowing from the south-southwest,1,,2,,Rain  not freezing  intermittent  moderate at time of observation. ,,,12.8,14.1,,,,,,3.0,13.8,5.0,6,,,,
13.03.2020 02:00,14.0,745.0,763.6,-0.6,98,Wind blowing from the east,1,,3,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,14.0,,,2500 or more  or no clouds.,,,3.4,13.7,9.0,12,,,,
12.03.2020 23:00,13.8,745.6,764.2,,98,Wind blowing from the north-northwest,1,,3,,Rain  not freezing  intermittent  slight at time of observation. ,,,12.8,14.6,,,,,,2.7,13.5,8.0,6,,,,
12.03.2020 20:00,13.6,744.9,763.4,,98,Wind blowing from the north-west,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,,,,200-300,,,4.0,13.3,16.0,12,,,,
12.03.2020 17:00,13.4,744.1,762.6,,97,Wind blowing from the west-northwest,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,,,,200-300,,,2.7,12.9,7.0,6,,,,
12.03.2020 14:00,13.3,744.4,763.0,-1.9,96,Wind blowing from the south,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,,,,200-300,,,5.0,12.7,17.0,12,,,,
12.03.2020 11:00,13.1,746.3,764.8,,95,Wind blowing from the east,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,12.8,,,,200-300,,,16.0,12.3,6.0,6,,,,
12.03.2020 08:00,13.0,746.5,765.0,0.3,96,Wind blowing from the east-southeast,1,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,22.3,,,300-600,,,6.0,12.4,13.0,12,,,,
12.03.2020 05:00,12.9,746.2,764.5,,93,Wind blowing from the east,1,,7,,Rain  not freezing  intermittent  slight at time of observation. ,,,11.1,22.3,,,,,,2.2,11.8,8.0,6,,,,
12.03.2020 02:00,13.9,745.9,764.2,,88,Wind blowing from the east,2,,8,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,22.3,,,2500 or more  or no clouds.,,,6.0,11.9,5.0,12,,,,
11.03.2020 23:00,14.6,746.5,764.8,,90,Wind blowing from the east-southeast,2,,8,,Rain  not freezing  intermittent  slight at time of observation. ,,,11.1,22.3,,,,,,3.9,13.0,3.0,6,,,,
11.03.2020 20:00,17.7,745.3,763.7,0.6,61,Wind blowing from the east,4,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,22.3,,,1000-1500,,,15.0,10.1,Trace of precipitation,12,,,,
11.03.2020 17:00,19.4,744.7,763.1,,56,Wind blowing from the east-southeast,4,,8,90  or more  but not 100%, ,,,11.1,22.3,,,1000-1500,,,14.0,10.4,No precipitation,6,,,,
11.03.2020 14:00,22.2,745.0,763.3,-2.7,46,Wind blowing from the east-northeast,1,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,22.2,,,1500-2000,,,18.0,10.0,No precipitation,12,,,,
11.03.2020 11:00,17.5,747.7,766.1,,55,Wind blowing from the south-southeast,1,,3,90  or more  but not 100%, ,,,11.1,21.8,,,1000-1500,,,13.0,8.4,No precipitation,6,,,,
11.03.2020 08:00,12.6,748.5,767.1,,81,Wind blowing from the north-east,2,,4,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,,,,1500-2000,,,9.0,9.4,No precipitation,12,,,,
11.03.2020 05:00,12.1,747.1,765.7,,78,Wind blowing from the north-northwest,1,,7,, ,,,12.0,21.8,,,,,,14.0,8.4,No precipitation,6,,,,
11.03.2020 02:00,12.1,747.4,765.8,-0.2,80,Wind blowing from the north-west,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,21.8,,,2500 or more  or no clouds.,,,13.0,8.8,No precipitation,12,,,,
10.03.2020 23:00,13.2,747.6,766.0,,72,Wind blowing from the west,1,,9,, ,,,13.2,21.8,,,,,,17.0,8.3,No precipitation,6,,,,
10.03.2020 20:00,15.6,746.3,764.7,,57,Wind blowing from the north-northwest,1,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.6,21.8,,,1000-1500,,,30.0,7.1,No precipitation,12,,,,
10.03.2020 17:00,18.0,744.9,763.2,,52,Wind blowing from the north-east,4,,9,100%., ,,,15.9,25.3,,,1000-1500,,,30.0,8.0,No precipitation,6,,,,
10.03.2020 14:00,20.4,743.9,762.1,,46,Wind blowing from the north-northeast,4,,9,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.9,,,,1500-2000,,,30.0,8.4,0.4,12,,,,
10.03.2020 11:00,19.3,745.0,763.2,,53,Wind blowing from the north-northeast,5,,9,50%., ,,,15.9,,,,1500-2000,,,30.0,9.5,No precipitation,6,,,,
10.03.2020 08:00,16.9,744.5,762.7,,75,Wind blowing from the north-west,1,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.9,,,,600-1000,,,30.0,12.4,8.0,12,,,,
10.03.2020 05:00,16.6,742.0,760.0,,80,Wind blowing from the north-west,3,,10,,Rain  not freezing  intermittent  slight at time of observation. ,,,16.6,27.2,,,,,,30.0,13.1,6.0,6,,,,
10.03.2020 02:00,18.0,741.3,759.2,,93,Wind blowing from the west-northwest,2,,10,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,27.2,,,2500 or more  or no clouds.,,,16.0,16.9,14.0,12,,,,
09.03.2020 20:00,19.6,739.1,757.1,3.1,92,Wind blowing from the north-east,1,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,27.2,,,300-600,,,3.5,18.3,7.0,12,,,,
09.03.2020 17:00,25.2,736.0,753.8,,62,Wind blowing from the west,1,,8,90  or more  but not 100%, ,,,18.0,27.2,,,1000-1500,,,23.0,17.4,No precipitation,6,,,,
09.03.2020 14:00,25.7,736.5,754.3,-2.0,59,Wind blowing from the west,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,27.2,,,1000-1500,,,30.0,17.1,No precipitation,12,,,,
09.03.2020 11:00,25.1,738.5,756.4,,62,Wind blowing from the east-northeast,1,,7,90  or more  but not 100%, ,,,18.0,25.1,,,1000-1500,,,21.0,17.3,No precipitation,6,,,,
09.03.2020 08:00,19.1,739.0,757.0,1.0,87,Wind blowing from the north-east,1,,7,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,22.8,,,1000-1500,,,7.0,16.9,Trace of precipitation,12,,,,
09.03.2020 05:00,18.1,738.0,756.0,,89,Wind blowing from the west-southwest,1,,7,,Mist. ,,,18.0,22.8,,,,,,6.0,16.3,No precipitation,6,,,,
09.03.2020 02:00,19.2,739.1,757.0,,83,Wind blowing from the east,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,22.8,,,2500 or more  or no clouds.,,,8.0,16.2,No precipitation,12,,,,
08.03.2020 23:00,19.5,740.5,758.4,,83,Wind blowing from the east-southeast,1,,8,, ,,,18.0,22.8,,,,,,13.0,16.5,No precipitation,6,,,,
08.03.2020 20:00,20.0,740.0,758.1,1.0,78,Wind blowing from the east-southeast,3,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,22.8,,,1000-1500,,,19.0,16.0,No precipitation,12,,,,
08.03.2020 17:00,20.9,739.0,757.0,,74,Wind blowing from the east-southeast,4,,8,100%., ,,,18.0,22.8,,,1000-1500,,,30.0,16.1,No precipitation,6,,,,
08.03.2020 14:00,21.5,739.6,757.6,-2.3,74,Wind blowing from the east,5,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,22.8,,,1000-1500,,,12.0,16.7,0.1,12,,,,
08.03.2020 11:00,22.7,741.9,759.9,,76,Wind blowing from the east-southeast,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,22.7,,,1000-1500,,,7.0,18.3,No precipitation,6,,,,
08.03.2020 08:00,18.7,741.9,760.0,,96,Wind blowing from the south-east,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,600-1000,,,5.0,18.0,No precipitation,12,,,,
08.03.2020 05:00,18.2,740.9,759.0,,96,Wind blowing from the west,1,,2,,Mist. ,,,16.2,21.4,,,,,,6.0,17.6,No precipitation,6,,,,
08.03.2020 02:00,18.3,741.7,759.7,-1.1,98,Wind blowing from the west-northwest,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,21.4,,,2500 or more  or no clouds.,,,3.4,18.0,1.0,12,,,,
07.03.2020 23:00,18.4,742.8,760.9,,97,Wind blowing from the north-northeast,1,,3,,Mist. ,,,16.2,21.4,,,,,,3.2,17.9,0.1,6,,,,
07.03.2020 20:00,18.8,741.7,759.9,,96,Wind blowing from the north,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,21.4,,,600-1000,,,3.7,18.1,1.0,12,,,,
07.03.2020 17:00,19.5,741.3,759.4,,90,Wind blowing from the south-east,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,22.6,,,300-600,,,4.4,17.8,0.9,6,,,,
07.03.2020 14:00,20.9,741.7,759.8,-2.4,73,Wind blowing from the north-northeast,2,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,23.8,,,1000-1500,,,12.0,15.9,1.0,12,,,,
07.03.2020 11:00,19.4,744.1,762.3,,76,Wind blowing from the south-east,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,23.8,,,1000-1500,,,7.0,15.1,No precipitation,6,,,,
07.03.2020 08:00,17.1,744.0,762.1,1.1,85,Wind blowing from the south,1,,3,90  or more  but not 100%,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.8,23.8,,,1000-1500,,,8.0,14.6,1.0,12,,,,
07.03.2020 05:00,16.5,742.9,761.0,,88,Wind blowing from the south-southwest,1,,5,,Mist. ,,,13.3,23.8,,,,,,7.0,14.5,1.0,6,,,,
07.03.2020 02:00,18.5,743.4,761.5,-0.7,68,Wind blowing from the south,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,23.8,,,2500 or more  or no clouds.,,,14.0,12.5,No precipitation,12,,,,
06.03.2020 23:00,19.2,744.1,762.4,,65,Wind blowing from the south-southeast,1,,5,, ,,,13.3,23.8,,,,,,18.0,12.5,No precipitation,6,,,,
06.03.2020 20:00,20.2,743.0,761.2,1.0,63,Wind blowing from the west-southwest,1,,5,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,23.8,,,1000-1500,,,28.0,12.9,Trace of precipitation,12,,,,
06.03.2020 17:00,22.6,742.0,760.1,,54,Wind blowing from the south-southeast,2,,5,90  or more  but not 100%, ,,,13.3,23.8,,,1500-2000,,,30.0,12.8,No precipitation,6,,,,
06.03.2020 14:00,22.1,743.3,761.5,-3.5,51,Wind blowing from the south-west,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,22.1,,,1000-1500,,,30.0,11.5,No precipitation,12,,,,
06.03.2020 11:00,17.7,746.8,765.2,,61,Wind blowing from the south,2,,5,90  or more  but not 100%, ,,,13.3,18.0,,,1000-1500,,,30.0,10.1,No precipitation,6,,,,
06.03.2020 08:00,13.9,747.2,765.7,,73,Wind blowing from the east-southeast,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,16.6,,,1000-1500,,,22.0,9.1,No precipitation,12,,,,
06.03.2020 05:00,13.6,746.4,764.8,,74,Wind blowing from the south-east,2,,5,, ,,,13.6,16.6,,,,,,21.0,9.1,No precipitation,6,,,,
06.03.2020 02:00,14.0,746.9,765.4,-1.0,74,Wind blowing from the east-southeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,16.6,,,2500 or more  or no clouds.,,,26.0,9.4,No precipitation,12,,,,
05.03.2020 23:00,14.7,747.9,766.4,,74,Wind blowing from the east-southeast,2,,5,, ,,,13.6,16.6,,,,,,30.0,10.1,No precipitation,6,,,,
05.03.2020 20:00,15.2,747.4,765.9,,75,Wind blowing from the east-southeast,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,16.6,,,1000-1500,,,30.0,10.8,No precipitation,12,,,,
05.03.2020 17:00,16.3,746.7,765.1,,66,Wind blowing from the east,2,,4,100%., ,,,13.6,18.2,,,1000-1500,,,30.0,9.9,No precipitation,6,,,,
05.03.2020 14:00,16.1,747.0,765.4,-2.0,67,Wind blowing from the north-northeast,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,,,,1500-2000,,,30.0,10.0,1.0,12,,,,
05.03.2020 11:00,15.3,749.0,767.5,,71,Wind blowing from the east,2,,4,100%., ,,,13.6,,,,1000-1500,,,30.0,10.1,No precipitation,6,,,,
05.03.2020 08:00,13.7,749.1,767.6,,89,Wind blowing from the east-southeast,2,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,,,,600-1000,,,30.0,11.9,6.0,12,,,,
05.03.2020 05:00,14.0,747.3,765.7,,95,Wind blowing from the east,1,,,, ,,,13.8,20.6,,,,,,30.0,13.2,3.0,6,,,,
05.03.2020 02:00,14.4,746.9,765.3,,96,Wind blowing from the south-southeast,1,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,20.6,,,2500 or more  or no clouds.,,,3.2,13.8,8.0,12,,,,
04.03.2020 23:00,15.0,747.7,766.1,,95,Wind blowing from the east,2,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,15.0,20.6,,,,,,9.0,14.2,6.0,6,,,,
04.03.2020 20:00,15.8,747.5,766.0,2.3,91,Wind blowing from the north,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,20.6,,,300-600,,,8.0,14.3,5.0,12,,,,
04.03.2020 17:00,18.2,745.2,763.5,,89,Wind blowing from the west-northwest,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,21.3,,,600-1000,,,8.0,16.4,0.5,6,,,,
04.03.2020 14:00,19.3,745.1,763.3,,80,Wind blowing from the north-west,3,,5,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,23.0,,,1000-1500,,,30.0,15.8,6.0,12,,,,
04.03.2020 11:00,18.0,747.2,765.5,,92,Wind blowing from the west-northwest,1,,3,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,,,,600-1000,,,15.0,16.7,3.0,6,,,,
04.03.2020 08:00,16.4,747.3,765.6,1.5,95,Wind blowing from the north-east,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,23.0,,,200-300,,,8.0,15.6,7.0,12,,,,
04.03.2020 05:00,16.8,745.8,764.0,,96,Wind blowing from the south,1,,5,,Rain  not freezing  intermittent  slight at time of observation. ,,,15.5,23.0,,,,,,18.0,16.2,6.0,6,,,,
04.03.2020 02:00,17.1,745.6,763.8,,98,Wind blowing from the north-west,1,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.5,23.0,,,2500 or more  or no clouds.,,,2.4,16.8,2.0,12,,,,
03.03.2020 23:00,17.8,746.4,764.6,,92,Wind blowing from the north-west,1,,5,,Rain (not freezing) not falling as shower(s). ,,,15.5,23.0,,,,,,7.0,16.5,No precipitation,6,,,,
03.03.2020 20:00,20.1,745.6,763.9,,70,Wind blowing from the west,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.5,23.0,,,1000-1500,,,25.0,14.5,No precipitation,12,,,,
03.03.2020 17:00,21.3,744.2,762.4,,61,Wind blowing from the north,1,,6,100%., ,,,15.5,23.0,,,1000-1500,,,29.0,13.5,No precipitation,6,,,,
