Local time in Shengzhou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
30.01.2020 11:00,8.0,758.8,768.7,,57,Wind blowing from the north-west,3,,7,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,10.2,,,1000-1500,,,4.4,-0.2,No precipitation,6,,,,
30.01.2020 08:00,3.8,758.7,768.6,1.3,77,Wind blowing from the west-southwest,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,,,,1000-1500,,,6.0,0.1,No precipitation,12,,,,
30.01.2020 05:00,3.4,757.4,767.2,,78,Wind blowing from the south,0,,4,,Mist. ,,,2.7,10.2,,,,,,6.0,-0.2,No precipitation,6,,,,
30.01.2020 02:00,3.2,757.7,767.5,-0.6,75,Wind blowing from the west-southwest,2,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,10.2,,,2500 or more  or no clouds.,,,6.0,-0.8,No precipitation,12,,,,
29.01.2020 23:00,3.7,758.3,768.1,,71,Wind blowing from the west,1,,,,Mist. ,,,3.6,10.2,,,,,,6.0,-1.1,No precipitation,6,,,,
29.01.2020 20:00,6.0,758.5,768.4,0.9,54,Wind blowing from the north,2,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,10.2,,,1000-1500,,,8.0,-2.8,No precipitation,12,,,,
29.01.2020 17:00,8.5,757.6,767.5,,46,Wind blowing from the north,3,,9,20–30%., ,,,3.6,10.2,,,1000-1500,,,9.0,-2.7,No precipitation,6,,,,
29.01.2020 14:00,9.8,757.6,767.4,-1.8,40,Wind blowing from the west,3,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,9.8,,,1000-1500,,,13.0,-3.2,No precipitation,12,,,,
29.01.2020 11:00,7.9,759.4,769.2,,42,Wind blowing from the north-west,3,,6,60%., ,,,3.6,8.0,,,1000-1500,,,11.0,-4.5,No precipitation,6,,,,
29.01.2020 08:00,4.2,759.7,769.6,0.8,69,Wind blowing from the west,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,,,,2500 or more  or no clouds.,,,8.0,-1.0,Trace of precipitation,12,,,,
29.01.2020 05:00,4.1,758.9,768.8,,67,Wind blowing from the north-northwest,2,,6,,Haze. ,,,4.0,7.8,,,,,,7.0,-1.5,No precipitation,6,,,,
29.01.2020 02:00,4.6,759.3,769.1,-0.4,71,Wind blowing from the north,2,,7,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,7.8,,,2500 or more  or no clouds.,,,7.0,-0.2,No precipitation,12,,,,
28.01.2020 23:00,4.8,759.7,769.6,,80,Wind blowing from the north,2,,,,Mist. ,,,4.0,7.8,,,,,,5.0,1.6,No precipitation,6,,,,
28.01.2020 20:00,5.3,759.3,769.2,1.4,78,Wind blowing from the north,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,7.8,,,1000-1500,,,14.0,1.8,No precipitation,12,,,,
28.01.2020 17:00,6.3,757.9,767.8,,71,Wind blowing from the north-northeast,2,,7,100%., ,,,4.0,7.8,,,1000-1500,,,12.0,1.4,No precipitation,6,,,,
28.01.2020 14:00,7.6,757.0,766.9,-1.5,64,Wind blowing from the north-northeast,3,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,7.8,,,1000-1500,,,11.0,1.2,No precipitation,12,,,,
28.01.2020 11:00,5.3,758.5,768.4,,75,Wind blowing from the north,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,6.5,,,1000-1500,,,7.0,1.2,No precipitation,6,,,,
28.01.2020 08:00,4.0,758.5,768.4,1.1,85,Wind blowing from the north,2,,6,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,,,,1000-1500,,,5.0,1.7,Trace of precipitation,12,,,,
28.01.2020 05:00,4.1,757.4,767.3,,85,Wind blowing from the north-northeast,2,,6,,Mist. ,,,4.1,6.5,,,,,,7.0,1.8,No precipitation,6,,,,
28.01.2020 02:00,4.3,757.9,767.8,0.2,87,Wind blowing from the north-northeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,6.5,,,2500 or more  or no clouds.,,,8.0,2.3,No precipitation,12,,,,
27.01.2020 23:00,4.4,757.7,767.6,,91,Wind blowing from the north-northeast,2,,,,Mist. ,,,4.4,7.2,,,,,,6.0,3.1,No precipitation,6,,,,
27.01.2020 20:00,4.8,757.5,767.4,1.5,91,Wind blowing from the north-northeast,3,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,8.2,,,1000-1500,,,7.0,3.5,Trace of precipitation,12,,,,
27.01.2020 17:00,6.2,756.0,765.8,,79,Wind blowing from the north,2,,7,100%., ,,,4.9,8.2,,,1000-1500,,,20.0,2.7,No precipitation,6,,,,
27.01.2020 14:00,6.5,756.0,765.8,-1.3,79,Wind blowing from the north,2,,7,100%.,Cloud development not observed or not observable. ,Rain.,Drizzle.,4.9,8.2,,,1000-1500,,,20.0,3.1,0.1,12,,,,
27.01.2020 11:00,5.4,757.3,767.2,,83,Wind blowing from the west-northwest,3,,7,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Rain.,Drizzle.,4.9,8.2,,,,,,20.0,2.7,No precipitation,6,,,,
27.01.2020 08:00,5.1,756.1,765.9,0.8,88,Wind blowing from the north,2,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,8.2,,,1000-1500,,,20.0,3.3,3.0,12,,,,
