Local time in Shengzhou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
14.03.2020 17:00,13.8,756.0,765.7,,47,Wind blowing from the east,1,,8,no clouds, ,,,7.3,14.2,,,,,,12.0,2.7,No precipitation,6,,,,
14.03.2020 14:00,13.1,757.4,767.1,-2.3,53,Wind blowing from the south-east,2,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,13.3,,,1000-1500,,,11.0,3.7,0.5,12,,,,
14.03.2020 11:00,10.0,759.7,769.4,,70,Wind blowing from the north,3,,10,100%., ,,,7.3,14.4,,,600-1000,,,12.0,4.8,No precipitation,6,,,,
14.03.2020 08:00,7.8,759.4,769.1,0.9,89,Wind blowing from the north-east,3,,10,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,15.1,,,600-1000,,,6.0,6.1,0.5,12,,,,
14.03.2020 05:00,8.0,758.5,768.2,,95,Wind blowing from the north-northeast,4,,10,,Rain  not freezing  intermittent  slight at time of observation. ,,,8.0,15.1,,,,,,3.6,7.2,0.5,6,,,,
14.03.2020 02:00,10.0,758.5,768.1,,85,Wind blowing from the north,3,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,15.1,,,2500 or more  or no clouds.,,,4.7,7.6,No precipitation,12,,,,
13.03.2020 23:00,10.3,758.5,768.1,,83,Wind blowing from the north-northeast,2,,,,Mist. ,,,10.3,15.1,,,,,,6.0,7.5,No precipitation,6,,,,
13.03.2020 20:00,11.0,757.7,767.4,,92,Wind blowing from the north,5,,9,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,15.1,,,600-1000,,,17.0,9.8,Trace of precipitation,12,,,,
13.03.2020 17:00,12.2,756.4,766.0,,95,Calm  no wind,0,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,15.1,,,600-1000,,,2.6,11.4,No precipitation,6,,,,
13.03.2020 14:00,12.7,755.5,765.1,,91,Wind blowing from the north,1,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,15.1,,,600-1000,,,3.1,11.3,Trace of precipitation,12,,,,
13.03.2020 11:00,14.3,756.1,765.7,,82,Wind blowing from the north-northeast,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,15.1,,,600-1000,,,4.2,11.3,No precipitation,6,,,,
13.03.2020 08:00,11.5,756.3,766.0,,98,Wind blowing from the south-west,1,,2,100%.,Mist. ,Rain.,Drizzle.,10.9,,,,600-1000,,,1.2,11.2,0.4,12,,,,
13.03.2020 05:00,11.0,754.7,764.3,,98,Wind blowing from the south-west,1,,3,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,10.9,13.2,,,,,,0.2,10.7,No precipitation,6,,,,
13.03.2020 02:00,11.1,754.8,764.4,-0.5,98,Wind blowing from the west-southwest,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,13.2,,,2500 or more  or no clouds.,,,0.9,10.8,2.0,12,,,,
12.03.2020 23:00,11.1,755.3,764.9,,98,Wind blowing from the south-southwest,1,,,,Rain (not freezing) not falling as shower(s). ,,,10.7,13.2,,,,,,1.0,10.8,2.0,6,,,,
12.03.2020 20:00,11.0,754.8,764.4,1.0,97,Wind blowing from the west-southwest,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Drizzle.,10.7,13.6,,,600-1000,,,1.7,10.5,2.0,12,,,,
12.03.2020 17:00,12.3,753.8,763.4,,85,Wind blowing from the south-east,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Drizzle.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,,,,2500 or more  or no clouds.,,,5.0,9.9,0.1,6,,,,
12.03.2020 14:00,12.7,754.2,763.8,-1.9,76,Wind blowing from the south,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,,,,600-1000,,,5.0,8.6,Trace of precipitation,12,,,,
12.03.2020 11:00,13.1,756.1,765.7,,60,Wind blowing from the south,2,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,,,,600-1000,,,10.0,5.5,No precipitation,6,,,,
12.03.2020 08:00,12.0,756.3,765.9,0.2,60,Wind blowing from the south,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,600-1000,,,11.0,4.5,No precipitation,12,,,,
12.03.2020 05:00,11.2,756.1,765.7,,66,Wind blowing from the south-southeast,1,,7,, ,,,5.4,17.7,,,,,,8.0,5.1,No precipitation,6,,,,
12.03.2020 02:00,11.3,756.7,766.2,-0.5,66,Wind blowing from the south,1,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,17.7,,,2500 or more  or no clouds.,,,7.0,5.2,0.1,12,,,,
11.03.2020 23:00,12.0,757.2,766.8,,67,Wind blowing from the east-southeast,2,,,,Haze. ,,,5.4,17.7,,,,,,6.0,5.9,0.1,6,,,,
11.03.2020 20:00,13.6,756.7,766.4,0.9,54,Wind blowing from the east,3,,6,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,17.7,,,2500 or more  or no clouds.,,,5.0,4.5,0.1,12,,,,
11.03.2020 17:00,16.5,755.8,765.5,,42,Wind blowing from the north-northeast,2,,6,20–30%., ,,,5.4,17.7,,,2500 or more  or no clouds.,,,10.0,3.6,No precipitation,6,,,,
11.03.2020 14:00,17.1,756.4,766.0,-2.0,42,Wind blowing from the north-east,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,17.2,,,,,,8.0,4.1,No precipitation,12,,,,
11.03.2020 11:00,12.8,758.4,768.1,,57,Wind blowing from the east-northeast,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,14.0,,,,,,4.2,4.3,No precipitation,6,,,,
11.03.2020 08:00,6.0,759.1,768.8,,98,Wind blowing from the west-southwest,1,,5,100%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,14.0,,,1000-1500,,,0.6,5.7,No precipitation,6,,,,
11.03.2020 05:00,5.4,757.6,767.4,,96,Wind blowing from the north-northeast,1,,5,,Mist. ,,,5.4,14.0,,,,,,2.6,4.8,No precipitation,6,,,,
11.03.2020 02:00,6.5,757.9,767.6,0.1,93,Wind blowing from the south-west,1,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,14.0,,,2500 or more  or no clouds.,,,3.5,5.5,No precipitation,12,,,,
10.03.2020 23:00,8.5,757.8,767.5,,87,Wind blowing from the south-west,1,,,,Mist. ,,,8.5,14.0,,,,,,5.0,6.5,No precipitation,6,,,,
10.03.2020 20:00,10.8,756.7,766.4,1.1,71,Wind blowing from the north,2,,10,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,14.0,,,2500 or more  or no clouds.,,,11.0,5.6,Trace of precipitation,12,,,,
10.03.2020 17:00,13.4,755.6,765.2,,58,Wind blowing from the north-west,2,,10,90  or more  but not 100%, ,,,10.1,14.9,,,1500-2000,,,20.0,5.3,No precipitation,6,,,,
10.03.2020 14:00,13.9,754.8,764.3,-0.7,59,Wind blowing from the north-west,3,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,16.3,,,2500 or more  or no clouds.,,,20.0,6.0,Trace of precipitation,12,,,,
10.03.2020 11:00,11.7,755.5,765.1,,70,Wind blowing from the north-northwest,2,,10,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,,,,600-1000,,,20.0,6.4,No precipitation,6,,,,
10.03.2020 08:00,10.7,754.3,763.9,2.0,82,Wind blowing from the north-northwest,2,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,16.3,,,600-1000,,,20.0,7.8,Trace of precipitation,12,,,,
10.03.2020 05:00,11.5,752.3,761.8,,78,Wind blowing from the north-northwest,2,,9,,Rain (not freezing) not falling as shower(s). ,,,11.5,16.3,,,,,,20.0,7.8,No precipitation,6,,,,
10.03.2020 02:00,12.6,751.7,761.2,,70,Wind blowing from the north-northwest,3,,9,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,16.3,,,2500 or more  or no clouds.,,,20.0,7.3,No precipitation,12,,,,
09.03.2020 20:00,13.2,748.5,758.0,1.9,84,Wind blowing from the north,3,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,16.3,,,1000-1500,,,12.0,10.6,0.1,12,,,,
09.03.2020 17:00,14.9,746.6,756.1,,87,Wind blowing from the north-northeast,2,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,16.3,,,1000-1500,,,8.0,12.8,0.1,6,,,,
09.03.2020 14:00,16.1,745.2,754.6,-0.4,88,Wind blowing from the north-northeast,2,,6,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Fog or ice fog or thick haze.,11.9,16.3,,,1000-1500,,,20.0,14.1,2.0,12,,,,
09.03.2020 11:00,15.7,745.6,755.0,,94,Wind blowing from the north-east,1,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Fog or ice fog or thick haze.,11.9,15.8,,,1000-1500,,,3.4,14.7,0.6,6,,,,
09.03.2020 08:00,12.2,745.7,755.2,0.1,98,Wind blowing from the west-southwest,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,11.9,,,,1000-1500,,,0.6,11.9,8.0,12,,,,
09.03.2020 05:00,12.2,745.6,755.1,,98,Wind blowing from the south-west,1,,5,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,11.0,15.8,,,,,,0.5,11.9,8.0,6,,,,
09.03.2020 02:00,12.1,748.0,757.4,-1.4,96,Wind blowing from the west-northwest,2,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,15.8,,,2500 or more  or no clouds.,,,13.0,11.5,6.0,12,,,,
08.03.2020 23:00,12.7,749.4,758.8,,86,Wind blowing from the south,2,,,,Rain (not freezing) not falling as shower(s). ,,,11.0,15.8,,,,,,20.0,10.4,0.4,6,,,,
08.03.2020 20:00,12.6,750.6,760.1,0.2,85,Wind blowing from the south-southeast,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,15.8,,,1000-1500,,,19.0,10.1,0.2,12,,,,
08.03.2020 17:00,14.1,750.4,759.9,,76,Wind blowing from the south-east,3,,5,100%., ,,,11.0,15.8,,,1000-1500,,,20.0,9.9,No precipitation,6,,,,
08.03.2020 14:00,15.0,751.3,760.9,-2.4,67,Wind blowing from the south-west,1,,5,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,15.9,,,1000-1500,,,9.0,8.9,Trace of precipitation,12,,,,
08.03.2020 11:00,14.1,753.7,763.2,,70,Wind blowing from the south,2,,5,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,15.9,,,1000-1500,,,5.0,8.7,No precipitation,6,,,,
08.03.2020 08:00,12.1,753.3,762.8,0.3,78,Wind blowing from the south,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,15.9,,,1000-1500,,,3.7,8.4,No precipitation,12,,,,
08.03.2020 05:00,11.2,753.0,762.5,,90,Wind blowing from the north-east,0,,5,,Mist. ,,,10.1,15.9,,,,,,2.4,9.6,No precipitation,6,,,,
08.03.2020 02:00,11.1,753.4,762.9,-0.6,96,Wind blowing from the north-northeast,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,15.9,,,2500 or more  or no clouds.,,,1.5,10.5,No precipitation,12,,,,
07.03.2020 23:00,12.1,754.0,763.6,,91,Wind blowing from the east-northeast,1,,,,Mist. ,,,10.0,15.9,,,,,,2.4,10.7,No precipitation,6,,,,
07.03.2020 20:00,13.7,753.5,763.1,1.0,82,Wind blowing from the north-northwest,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,15.9,,,1000-1500,,,3.7,10.7,No precipitation,12,,,,
07.03.2020 17:00,14.9,752.5,762.0,,83,Wind blowing from the south-west,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,15.9,,,1000-1500,,,5.0,12.0,No precipitation,6,,,,
07.03.2020 14:00,14.0,752.3,761.9,-1.7,83,Wind blowing from the north,3,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,14.7,,,1000-1500,,,5.0,11.2,0.1,12,,,,
07.03.2020 11:00,12.3,754.0,763.6,,94,Wind blowing from the south-southwest,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,14.6,,,1000-1500,,,2.2,11.4,No precipitation,6,,,,
07.03.2020 08:00,10.8,753.2,762.8,1.3,98,Wind blowing from the north-northeast,1,,4,100%.,Mist. ,Rain.,Fog or ice fog or thick haze.,,,,,1000-1500,,,1.4,10.5,4.0,12,,,,
07.03.2020 05:00,10.1,751.9,761.5,,97,Wind blowing from the south-west,1,,4,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,,14.6,,,,,,0.5,9.6,0.8,6,,,,
07.03.2020 02:00,10.0,752.2,761.8,-0.9,97,Wind blowing from the west-southwest,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,14.6,,,2500 or more  or no clouds.,,,1.7,9.5,6.0,12,,,,
06.03.2020 23:00,10.3,753.1,762.7,,95,Wind blowing from the south-southeast,1,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,4.3,14.6,,,,,,2.3,9.5,5.0,6,,,,
06.03.2020 20:00,10.7,753.5,763.2,0.7,92,Wind blowing from the south-southwest,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,14.6,,,1000-1500,,,2.7,9.5,3.0,12,,,,
06.03.2020 17:00,12.4,752.8,762.5,,75,Wind blowing from the west-southwest,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,14.6,,,1000-1500,,,5.0,8.1,0.6,6,,,,
06.03.2020 14:00,14.1,753.0,762.7,-3.2,54,Wind blowing from the south-southwest,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,14.6,,,1000-1500,,,10.0,4.9,No precipitation,12,,,,
06.03.2020 11:00,11.8,756.2,765.9,,57,Wind blowing from the south-southeast,1,,5,90  or more  but not 100%, ,,,4.3,13.8,,,1500-2000,,,10.0,3.6,No precipitation,6,,,,
06.03.2020 08:00,6.0,756.8,766.6,0.1,79,Wind blowing from the south-southwest,1,,6,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,,,,2500 or more  or no clouds.,,,7.0,2.6,No precipitation,12,,,,
06.03.2020 05:00,5.0,756.7,766.4,,79,Wind blowing from the east-southeast,2,,8,, ,,,4.7,13.8,,,,,,10.0,1.7,No precipitation,6,,,,
06.03.2020 02:00,5.5,758.0,767.8,-1.2,74,Wind blowing from the south-east,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,13.8,,,2500 or more  or no clouds.,,,13.0,1.2,No precipitation,12,,,,
05.03.2020 23:00,6.7,759.2,769.0,,60,Wind blowing from the south-east,3,,,, ,,,5.3,13.8,,,,,,19.0,-0.5,No precipitation,6,,,,
05.03.2020 20:00,8.2,759.1,768.9,0.6,55,Wind blowing from the north-east,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,13.8,,,,,,13.0,-0.3,No precipitation,12,,,,
05.03.2020 17:00,12.5,758.5,768.3,,43,Wind blowing from the north-northeast,3,,6,no clouds, ,,,5.3,13.8,,,,,,14.0,0.3,No precipitation,6,,,,
05.03.2020 14:00,13.5,759.4,769.2,-3.0,37,Wind blowing from the east-northeast,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,13.5,,,,,,15.0,-0.9,No precipitation,12,,,,
05.03.2020 11:00,10.8,762.4,772.2,,47,Wind blowing from the east,1,,,20–30%., ,,,5.3,11.0,,,600-1000,,,16.0,-0.1,No precipitation,6,,,,
05.03.2020 08:00,7.4,763.1,772.9,1.1,66,Wind blowing from the north-east,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,10.0,,,2500 or more  or no clouds.,,,13.0,1.5,No precipitation,12,,,,
05.03.2020 05:00,6.1,762.0,771.8,,74,Wind blowing from the north-northeast,3,,6,, ,,,6.1,10.0,,,,,,15.0,1.8,No precipitation,6,,,,
05.03.2020 02:00,6.7,762.1,772.0,-0.6,66,Wind blowing from the north-northeast,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,10.0,,,2500 or more  or no clouds.,,,20.0,0.8,No precipitation,12,,,,
04.03.2020 23:00,7.8,762.7,772.5,,74,Wind blowing from the north-northeast,3,,,,Mist. ,,,7.3,10.0,,,,,,6.0,3.5,No precipitation,6,,,,
04.03.2020 20:00,8.2,762.2,772.0,1.5,77,Wind blowing from the north,2,,9,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,10.0,,,1000-1500,,,5.0,4.4,Trace of precipitation,12,,,,
04.03.2020 17:00,8.5,760.7,770.5,,72,Wind blowing from the north,4,,9,100%., ,,,7.3,10.0,,,1000-1500,,,7.0,3.7,No precipitation,6,,,,
04.03.2020 14:00,10.0,760.0,769.8,,71,Wind blowing from the north,2,,7,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,11.2,,,1000-1500,,,5.0,5.0,2.0,12,,,,
04.03.2020 11:00,9.2,761.6,771.4,,81,Wind blowing from the north,3,,6,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,11.4,,,1000-1500,,,4.5,6.1,No precipitation,6,,,,
04.03.2020 08:00,7.5,761.2,771.0,1.3,94,Wind blowing from the north-northwest,2,,6,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,,,,1000-1500,,,2.6,6.6,4.0,12,,,,
04.03.2020 05:00,7.3,759.9,769.7,,96,Wind blowing from the north,2,,6,,Rain  not freezing  intermittent  slight at time of observation. ,,,7.3,,,,,,,2.5,6.7,3.0,6,,,,
04.03.2020 02:00,7.5,759.1,768.9,-0.1,96,Wind blowing from the north,2,,6,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,11.4,,,2500 or more  or no clouds.,,,1.6,6.9,8.0,12,,,,
03.03.2020 23:00,7.9,759.2,769.0,,95,Wind blowing from the north-northeast,3,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,7.5,11.4,,,,,,2.4,7.1,5.0,6,,,,
03.03.2020 20:00,8.3,758.9,768.7,1.3,96,Wind blowing from the north,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,11.4,,,1000-1500,,,2.1,7.7,6.0,12,,,,
03.03.2020 17:00,8.7,757.6,767.3,,95,Wind blowing from the north-northeast,3,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,11.4,,,1000-1500,,,2.4,7.9,2.0,6,,,,
03.03.2020 14:00,11.3,757.3,767.1,-1.7,74,Wind blowing from the north-northeast,1,,3,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,11.4,,,1000-1500,,,7.0,6.8,Trace of precipitation,12,,,,
03.03.2020 11:00,10.0,759.0,768.7,,79,Wind blowing from the east-northeast,1,,,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,10.3,,,1000-1500,,,6.0,6.5,No precipitation,6,,,,
03.03.2020 08:00,7.9,759.2,769.0,1.2,90,Wind blowing from the north,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,,,,1000-1500,,,3.9,6.4,0.7,12,,,,
03.03.2020 05:00,7.6,758.0,767.8,,91,Wind blowing from the north-northeast,1,,8,,Mist. ,,,7.5,10.3,,,,,,3.7,6.2,0.6,6,,,,
03.03.2020 02:00,7.7,759.0,768.7,-0.4,87,Wind blowing from the east-northeast,1,,8,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,10.3,,,2500 or more  or no clouds.,,,6.0,5.7,0.7,12,,,,
02.03.2020 23:00,8.2,759.4,769.1,,83,Wind blowing from the east-southeast,1,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,7.5,10.3,,,,,,7.0,5.5,0.1,6,,,,
02.03.2020 20:00,8.6,759.9,769.7,0.8,78,Wind blowing from the north,2,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,10.5,,,1000-1500,,,9.0,5.0,Trace of precipitation,12,,,,
02.03.2020 17:00,9.9,759.1,768.9,,67,Wind blowing from the north-northeast,2,,8,100%., ,,,7.5,10.8,,,1000-1500,,,14.0,4.1,No precipitation,6,,,,
02.03.2020 14:00,10.1,758.8,768.5,-2.1,69,Wind blowing from the east-northeast,1,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,11.3,,,1000-1500,,,10.0,4.7,2.0,12,,,,
02.03.2020 11:00,8.5,760.9,770.7,,82,Calm  no wind,0,,,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,11.3,,,1000-1500,,,6.0,5.6,0.8,6,,,,
02.03.2020 08:00,7.6,761.0,770.8,1.3,94,Wind blowing from the north,3,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Drizzle.,7.5,11.3,,,1000-1500,,,4.8,6.7,2.0,12,,,,
02.03.2020 05:00,8.2,759.7,769.4,,97,Wind blowing from the north,2,,7,,Rain  not freezing  intermittent  slight at time of observation. ,,,8.2,11.3,,,,,,2.3,7.8,1.0,6,,,,
02.03.2020 02:00,9.0,759.3,769.0,-0.1,95,Wind blowing from the north-northeast,2,,9,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,11.3,,,2500 or more  or no clouds.,,,1.9,8.2,0.5,12,,,,
01.03.2020 23:00,10.2,759.4,769.1,,83,Wind blowing from the north,1,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,9.5,11.3,,,,,,6.0,7.4,No precipitation,6,,,,
01.03.2020 20:00,10.4,758.4,768.1,2.0,79,Wind blowing from the north,2,,9,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,11.3,,,1000-1500,,,11.0,6.9,0.8,12,,,,
01.03.2020 17:00,10.5,756.4,766.0,,87,Wind blowing from the north-northeast,1,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,11.3,,,1000-1500,,,9.0,8.4,No precipitation,6,,,,
01.03.2020 14:00,10.9,755.6,765.3,-0.5,86,Wind blowing from the north,2,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,,,,1000-1500,,,8.0,8.7,8.0,12,,,,
01.03.2020 11:00,10.0,756.1,765.7,,95,Wind blowing from the north,2,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,9.5,,,,1000-1500,,,1.9,9.2,1.0,6,,,,
01.03.2020 08:00,9.6,755.0,764.7,1.7,97,Wind blowing from the north-northeast,3,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Drizzle.,9.5,,,,1000-1500,,,2.0,9.1,17.0,12,,,,
01.03.2020 05:00,9.6,753.3,762.9,,97,Calm  no wind,0,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,9.6,13.3,,,,,,4.1,9.1,12.0,6,,,,
01.03.2020 02:00,9.7,753.3,762.9,-0.5,97,Wind blowing from the north-northeast,3,,8,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,13.3,,,2500 or more  or no clouds.,,,6.0,9.2,9.0,12,,,,
