Local time in Hechi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
18.02.2020 20:00,16.0,743.1,766.6,0.5,35,Wind blowing from the south,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,18.9,,,600-1000,,,9.0,0.6,No precipitation,12,,,,
18.02.2020 17:00,17.8,742.6,766.0,,27,Wind blowing from the east-northeast,2,,6,70 – 80%., ,,,8.5,18.9,,,600-1000,,,13.0,-1.4,No precipitation,6,,,,
18.02.2020 14:00,17.9,744.7,768.1,,27,Wind blowing from the north,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,18.1,,,600-1000,,,13.0,-1.3,No precipitation,12,,,,
18.02.2020 11:00,14.6,748.0,771.7,,48,Wind blowing from the north-west,1,,3,70 – 80%., ,,,8.5,17.1,,,600-1000,,,12.0,3.7,No precipitation,6,,,,
18.02.2020 08:00,8.6,747.9,771.7,0.8,78,Wind blowing from the west,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,17.1,,,600-1000,,,14.0,5.0,No precipitation,12,,,,
18.02.2020 05:00,10.4,747.1,770.8,,69,Wind blowing from the west-northwest,1,,5,, ,,,10.4,17.1,,,,,,12.0,5.0,No precipitation,6,,,,
18.02.2020 02:00,11.4,748.2,771.8,,59,Wind blowing from the west-northwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,17.1,,,2500 or more  or no clouds.,,,11.0,3.7,No precipitation,12,,,,
17.02.2020 23:00,12.2,748.6,772.3,,55,Wind blowing from the south-southeast,1,,7,, ,,,10.2,17.1,,,,,,11.0,3.4,No precipitation,6,,,,
17.02.2020 20:00,13.9,747.1,770.8,,39,Wind blowing from the west,1,,7,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,17.1,,,600-1000,,,6.0,0.2,No precipitation,12,,,,
17.02.2020 17:00,16.8,746.3,769.9,,25,Wind blowing from the east,1,,7,20–30%., ,,,10.2,17.1,,,600-1000,,,11.0,-3.3,No precipitation,6,,,,
17.02.2020 14:00,15.8,748.2,771.8,,30,Wind blowing from the west-southwest,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,15.9,,,600-1000,,,14.0,-1.7,No precipitation,12,,,,
17.02.2020 11:00,13.0,750.7,774.6,,39,Wind blowing from the north,2,,6,90  or more  but not 100%, ,,,10.2,15.2,,,600-1000,,,17.0,-0.6,No precipitation,6,,,,
17.02.2020 08:00,10.7,749.5,773.4,1.1,45,Wind blowing from the east-northeast,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,,,,600-1000,,,26.0,-1.0,No precipitation,12,,,,
17.02.2020 05:00,11.2,748.4,772.1,,45,Wind blowing from the north-east,2,,5,, ,,,7.7,15.2,,,,,,24.0,-0.3,No precipitation,6,,,,
17.02.2020 02:00,10.5,748.0,771.8,0.8,62,Wind blowing from the west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,15.2,,,2500 or more  or no clouds.,,,14.0,3.5,No precipitation,12,,,,
16.02.2020 23:00,10.6,747.2,771.1,,60,Wind blowing from the west,1,,8,, ,,,7.3,15.2,,,,,,12.0,3.2,No precipitation,6,,,,
16.02.2020 20:00,12.3,746.0,769.9,1.7,47,Wind blowing from the west,1,,11,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,15.2,,,600-1000,,,8.0,1.3,No precipitation,12,,,,
16.02.2020 17:00,14.4,744.3,768.0,,33,Wind blowing from the east,3,,11,90  or more  but not 100%, ,,,7.3,15.2,,,600-1000,,,16.0,-1.7,No precipitation,6,,,,
16.02.2020 14:00,13.7,746.3,770.1,-3.2,30,Wind blowing from the east-northeast,2,,11,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,18.9,,,600-1000,,,17.0,-3.6,0.1,12,,,,
16.02.2020 11:00,11.1,749.5,773.5,,33,Wind blowing from the north,3,,11,10%  or less  but not 0, ,,,7.3,,,,600-1000,,,27.0,-4.6,No precipitation,6,,,,
16.02.2020 08:00,7.8,749.4,773.4,1.8,51,Wind blowing from the north-east,2,,10,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,,,,600-1000,,,30.0,-1.7,0.2,12,,,,
16.02.2020 05:00,7.7,747.6,771.4,,65,Wind blowing from the north,2,,10,,Rain (not freezing) not falling as shower(s). ,,,7.3,19.7,,,,,,30.0,1.5,0.1,6,,,,
16.02.2020 02:00,9.0,747.3,770.8,1.3,61,Wind blowing from the north,4,,11,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,19.7,,,2500 or more  or no clouds.,,,30.0,1.7,0.2,12,,,,
15.02.2020 23:00,10.2,746.0,769.5,,60,Wind blowing from the north,4,,11,, ,,,10.1,20.2,,,,,,30.0,2.8,0.2,6,,,,
15.02.2020 20:00,11.2,743.5,766.8,3.5,70,Wind blowing from the east-northeast,3,,11,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,23.3,,,300-600,,,15.0,5.9,0.9,12,,,,
15.02.2020 17:00,14.9,740.0,763.4,,61,Wind blowing from the north,6,,11,100%., ,,,14.9,25.8,,,600-1000,,,30.0,7.5,0.7,6,,,,
15.02.2020 14:00,18.8,737.6,,0.5,66,Wind blowing from the north,3,,10,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.6,,,,2500 or more  or no clouds.,,,29.0,12.3,0.8,12,,,,
15.02.2020 11:00,19.5,737.1,759.9,,81,Wind blowing from the east-northeast,4,,10,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.5,,,,,,,13.0,16.2,0.1,6,,,,
15.02.2020 08:00,,734.8,,,,Wind blowing from the north-west,1,,8,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.7,27.8,,,300-600,,,1.3,,9.0,12,,,,
15.02.2020 05:00,,733.0,,,,Wind blowing from the west,0,,8,, ,,,15.6,27.8,,,,,,2.2,,0.1,6,,,,
15.02.2020 02:00,,733.6,,-0.6,,Wind blowing from the west,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.6,27.8,,,2500 or more  or no clouds.,,,1.7,,9.0,12,,,,
14.02.2020 23:00,20.1,734.2,756.7,,98,Wind blowing from the north-east,1,,9,,Mist. ,,,15.6,27.8,,,,,,3.0,19.8,9.0,6,,,,
14.02.2020 20:00,23.4,732.4,755.1,,71,Wind blowing from the north,1,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.6,27.8,,,600-1000,,,8.0,17.8,No precipitation,12,,,,
14.02.2020 17:00,25.6,731.4,753.9,,58,Wind blowing from the east-southeast,2,,9,20–30%., ,,,15.6,27.8,,,600-1000,,,11.0,16.7,No precipitation,6,,,,
14.02.2020 14:00,26.7,731.9,754.3,-2.4,56,Wind blowing from the east-southeast,3,,7,50%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.6,26.7,,,600-1000,,,11.0,17.2,No precipitation,12,,,,
14.02.2020 11:00,22.2,734.3,757.0,,79,Wind blowing from the east-northeast,1,,3,60%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.6,24.7,,,600-1000,,,10.0,18.4,No precipitation,6,,,,
14.02.2020 08:00,15.6,733.7,756.5,1.0,99,Wind blowing from the south-west,0,,3,100%.,Fog or ice fog  sky visible (has become thinner during the preceding hour). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.9,24.7,,,600-1000,,,0.2,15.4,Trace of precipitation,12,,,,
14.02.2020 05:00,16.2,732.7,755.4,,99,Wind blowing from the west,1,,6,,Mist. ,,,14.7,24.7,,,,,,3.1,16.0,No precipitation,6,,,,
14.02.2020 02:00,17.1,733.9,756.6,-0.7,98,Wind blowing from the west-southwest,2,,6,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,24.7,,,2500 or more  or no clouds.,,,3.0,16.8,No precipitation,12,,,,
13.02.2020 23:00,18.7,734.6,757.5,,91,Wind blowing from the south,1,,6,,Mist. ,,,14.7,24.7,,,,,,4.9,17.2,No precipitation,6,,,,
13.02.2020 20:00,20.9,733.6,756.4,,78,Wind blowing from the east,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,24.7,,,600-1000,,,9.0,16.9,No precipitation,12,,,,
13.02.2020 17:00,23.4,732.7,755.4,,64,Wind blowing from the south,4,,6,90  or more  but not 100%, ,,,14.7,24.7,,,600-1000,,,12.0,16.2,No precipitation,6,,,,
13.02.2020 14:00,,734.1,,-3.2,,Wind blowing from the north-west,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.8,,,,2500 or more  or no clouds.,,,8.0,,No precipitation,12,,,,
13.02.2020 11:00,16.4,737.3,760.4,,99,Wind blowing from the north-northeast,1,,,100%.,Fog or ice fog. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,16.4,,,600-1000,,,4.1,16.2,0.1,6,,,,
13.02.2020 08:00,14.9,736.9,760.1,0.6,99,Wind blowing from the north,0,,2,100%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Rain.,Fog or ice fog or thick haze.,,,,,2500 or more  or no clouds.,,,0.2,14.7,0.3,12,,,,
13.02.2020 05:00,14.8,736.3,759.4,,99,Wind blowing from the west,1,,2,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,,16.2,,,,,,0.1,14.6,0.1,6,,,,
13.02.2020 02:00,14.9,737.2,760.3,,99,Wind blowing from the east,1,,3,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,16.2,,,2500 or more  or no clouds.,,,0.1,14.7,0.3,12,,,,
12.02.2020 23:00,15.1,738.2,761.4,,99,Wind blowing from the west,1,,3,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,12.6,16.2,,,,,,0.2,14.9,0.3,6,,,,
12.02.2020 20:00,15.2,737.5,760.8,0.5,99,Wind blowing from the west-northwest,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,12.6,16.2,,,300-600,,,0.2,15.0,0.2,12,,,,
12.02.2020 17:00,15.7,737.0,760.3,,95,Wind blowing from the east,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.6,16.2,,,600-1000,,,3.6,14.9,No precipitation,6,,,,
12.02.2020 14:00,16.0,738.3,761.5,,90,Wind blowing from the east,2,,3,100%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,16.2,,,600-1000,,,8.0,14.4,0.3,12,,,,
12.02.2020 11:00,14.5,740.7,764.1,,98,Wind blowing from the west-northwest,1,,2,100%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.7,14.5,,,600-1000,,,11.0,14.2,0.1,6,,,,
12.02.2020 08:00,12.8,740.3,763.8,0.4,99,Wind blowing from the west,1,,2,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,12.8,,,2500 or more  or no clouds.,,,0.2,12.6,0.8,12,,,,
12.02.2020 05:00,12.7,739.9,763.3,,99,Calm  no wind,0,,,,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,,,,12.8,,,,,,0.2,12.5,0.4,6,,,,
12.02.2020 02:00,12.7,740.7,764.2,,99,Wind blowing from the west,0,,2,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,12.8,,,,,,0.4,12.5,0.5,6,,,,
11.02.2020 23:00,12.7,740.8,764.3,,99,Wind blowing from the west,1,,2,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,11.0,12.8,,,,,,0.4,12.5,0.5,6,,,,
11.02.2020 20:00,12.6,739.9,763.3,0.9,98,Wind blowing from the west-southwest,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,11.0,12.8,,,300-600,,,0.4,12.3,1.0,12,,,,
11.02.2020 17:00,12.7,739.0,762.5,,97,Wind blowing from the north-west,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,11.0,12.8,,,300-600,,,2.3,12.2,0.4,6,,,,
11.02.2020 14:00,12.2,739.9,763.5,-1.9,97,Wind blowing from the west-northwest,0,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,11.0,12.9,,,300-600,,,3.3,11.7,3.0,12,,,,
11.02.2020 11:00,11.7,741.8,765.4,,99,Wind blowing from the west,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,11.0,,,,300-600,,,2.3,11.5,1.0,6,,,,
11.02.2020 08:00,11.2,741.4,764.9,0.6,99,Wind blowing from the west-northwest,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,10.5,,,,300-600,,,0.5,11.0,3.0,12,,,,
11.02.2020 05:00,11.1,740.8,764.4,,98,Wind blowing from the west-northwest,0,,4,,Rain  not freezing  intermittent  slight at time of observation. ,,,10.5,12.9,,,,,,1.4,10.8,2.0,6,,,,
11.02.2020 02:00,11.0,741.8,765.4,-0.5,98,Wind blowing from the north-northeast,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,12.9,,,2500 or more  or no clouds.,,,2.3,10.7,0.6,12,,,,
10.02.2020 23:00,11.2,742.3,766.0,,97,Wind blowing from the east-northeast,1,,,,Mist. ,,,10.5,12.9,,,,,,3.5,10.7,No precipitation,6,,,,
10.02.2020 20:00,11.7,741.9,765.5,0.0,89,Wind blowing from the east-northeast,1,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,12.9,,,600-1000,,,11.0,9.9,No precipitation,12,,,,
10.02.2020 17:00,12.0,741.9,765.5,,84,Wind blowing from the east,2,,3,100%., ,,,10.5,12.9,,,600-1000,,,13.0,9.4,No precipitation,6,,,,
10.02.2020 14:00,12.8,742.9,766.6,-2.4,73,Wind blowing from the east-northeast,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,12.9,,,600-1000,,,15.0,8.1,No precipitation,12,,,,
10.02.2020 11:00,12.1,745.3,769.0,,80,Wind blowing from the north-west,1,,3,100%., ,,,10.5,12.8,,,600-1000,,,21.0,8.8,No precipitation,6,,,,
10.02.2020 08:00,10.5,744.2,767.9,0.4,91,Wind blowing from the west,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,12.8,,,600-1000,,,29.0,9.1,No precipitation,12,,,,
10.02.2020 05:00,10.6,743.8,767.5,,88,Wind blowing from the west-southwest,1,,3,, ,,,9.1,12.8,,,,,,29.0,8.7,No precipitation,6,,,,
10.02.2020 02:00,10.9,745.6,769.3,-0.5,85,Wind blowing from the west-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,12.8,,,2500 or more  or no clouds.,,,30.0,8.5,No precipitation,12,,,,
09.02.2020 23:00,10.9,746.1,769.9,,83,Wind blowing from the west-southwest,2,,4,, ,,,9.1,12.8,,,,,,21.0,8.1,No precipitation,6,,,,
09.02.2020 20:00,11.8,746.2,770.1,-0.1,71,Wind blowing from the south,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,12.8,,,600-1000,,,18.0,6.7,No precipitation,12,,,,
09.02.2020 17:00,12.6,746.3,770.1,,64,Wind blowing from the west,1,,4,100%., ,,,9.1,12.8,,,600-1000,,,20.0,6.0,No precipitation,6,,,,
09.02.2020 14:00,12.6,747.4,771.2,,61,Wind blowing from the west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,12.8,,,2500 or more  or no clouds.,,,21.0,5.3,No precipitation,12,,,,
09.02.2020 11:00,11.2,749.8,773.8,,72,Wind blowing from the north-northeast,1,,4,100%., ,,,9.1,11.6,,,600-1000,,,30.0,6.3,No precipitation,6,,,,
09.02.2020 08:00,9.4,749.0,772.9,0.4,91,Wind blowing from the north-northeast,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,11.6,,,600-1000,,,30.0,8.0,0.1,12,,,,
09.02.2020 05:00,9.3,748.6,772.5,,86,Calm  no wind,0,,,, ,,,9.2,11.6,,,,,,30.0,7.1,No precipitation,6,,,,
09.02.2020 02:00,10.1,748.9,772.8,,79,Wind blowing from the north-northeast,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,11.6,,,2500 or more  or no clouds.,,,30.0,6.6,0.1,12,,,,
08.02.2020 23:00,10.1,748.9,772.9,,88,Wind blowing from the north-west,1,,4,,Rain (not freezing) not falling as shower(s). ,,,9.6,11.6,,,,,,12.0,8.2,0.1,6,,,,
08.02.2020 20:00,10.6,747.4,771.4,,80,Wind blowing from the north-northeast,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,11.6,,,600-1000,,,30.0,7.3,0.1,12,,,,
08.02.2020 17:00,11.3,746.4,770.2,,74,Wind blowing from the north-northeast,2,,5,100%., ,,,9.6,13.1,,,600-1000,,,30.0,6.8,No precipitation,6,,,,
08.02.2020 14:00,11.5,746.5,770.3,,77,Wind blowing from the south,1,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,13.5,,,600-1000,,,30.0,7.6,0.4,12,,,,
08.02.2020 11:00,10.9,748.1,772.0,,80,Wind blowing from the east,1,,,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,,,,600-1000,,,30.0,7.6,0.2,6,,,,
08.02.2020 08:00,9.6,746.6,770.5,1.2,86,Wind blowing from the north-northwest,1,,5,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,13.6,,,600-1000,,,30.0,7.4,1.0,12,,,,
08.02.2020 05:00,10.1,745.4,769.1,,86,Wind blowing from the east-northeast,3,,5,,Rain (not freezing) not falling as shower(s). ,,,10.0,13.6,,,,,,30.0,7.9,0.8,6,,,,
08.02.2020 02:00,10.2,745.8,769.5,0.4,93,Wind blowing from the east-northeast,2,,,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,13.6,,,2500 or more  or no clouds.,,,7.0,9.1,1.0,12,,,,
07.02.2020 23:00,10.8,745.4,769.1,,96,Wind blowing from the east,2,,4,,Rain  not freezing  intermittent  slight at time of observation. ,,,10.8,13.6,,,,,,6.0,10.2,0.6,6,,,,
07.02.2020 20:00,11.3,744.1,767.8,,92,Wind blowing from the north-east,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,13.6,,,300-600,,,14.0,10.0,1.0,12,,,,
07.02.2020 17:00,13.1,743.1,766.6,,75,Wind blowing from the east-southeast,1,,4,100%., ,,,11.3,13.8,,,600-1000,,,29.0,8.8,No precipitation,6,,,,
07.02.2020 14:00,13.5,743.8,767.3,-1.8,70,Wind blowing from the east-southeast,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,13.8,,,600-1000,,,28.0,8.1,1.0,12,,,,
07.02.2020 11:00,12.5,745.6,769.3,,82,Wind blowing from the south-east,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,13.8,,,600-1000,,,30.0,9.5,1.0,6,,,,
07.02.2020 08:00,12.0,744.4,767.9,1.6,78,Wind blowing from the east-northeast,2,,,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,13.8,,,600-1000,,,30.0,8.3,0.4,12,,,,
07.02.2020 05:00,12.2,742.8,766.3,,96,Wind blowing from the north-east,1,,2,, ,,,10.2,13.8,,,,,,27.0,11.6,0.3,6,,,,
07.02.2020 02:00,12.6,743.0,766.6,0.7,98,Wind blowing from the south-east,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,13.8,,,2500 or more  or no clouds.,,,2.8,12.3,0.5,12,,,,
06.02.2020 23:00,12.9,742.3,765.9,,98,Wind blowing from the east-southeast,1,,3,,Rain (not freezing) not falling as shower(s). ,,,10.2,13.8,,,,,,4.7,12.6,0.1,6,,,,
06.02.2020 20:00,13.3,740.9,764.5,,95,Wind blowing from the east,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,13.8,,,600-1000,,,9.0,12.5,0.9,12,,,,
06.02.2020 17:00,13.7,739.5,763.0,,93,Wind blowing from the west,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,13.7,,,600-1000,,,18.0,12.6,0.3,6,,,,
06.02.2020 14:00,12.3,739.9,763.5,-1.3,96,Wind blowing from the west,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,12.4,,,300-600,,,6.0,11.7,1.0,12,,,,
06.02.2020 11:00,11.4,741.2,764.8,,97,Wind blowing from the east-northeast,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,11.5,,,600-1000,,,9.0,10.9,0.7,6,,,,
06.02.2020 08:00,10.4,740.0,763.6,,99,Wind blowing from the west-northwest,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,,,,300-600,,,4.7,10.2,7.0,12,,,,
06.02.2020 05:00,10.4,738.7,762.3,,99,Wind blowing from the south-west,0,,3,,Rain (not freezing) not falling as shower(s). ,,,10.2,11.5,,,,,,7.0,10.2,3.0,6,,,,
06.02.2020 02:00,10.3,740.1,763.7,-0.4,99,Wind blowing from the west-northwest,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,11.5,,,2500 or more  or no clouds.,,,4.8,10.1,11.0,12,,,,
05.02.2020 23:00,10.3,740.5,764.2,,98,Wind blowing from the south-east,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,,,10.2,11.5,,,,,,4.5,10.0,8.0,6,,,,
05.02.2020 20:00,10.6,740.2,763.9,0.4,98,Wind blowing from the west,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,10.2,11.5,,,300-600,,,2.4,10.3,12.0,12,,,,
05.02.2020 17:00,10.9,739.8,763.4,,95,Wind blowing from the west-southwest,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,10.2,11.5,,,300-600,,,5.0,10.1,3.0,6,,,,
05.02.2020 14:00,11.4,741.1,764.8,-2.4,93,Wind blowing from the west,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,11.5,,,300-600,,,8.0,10.3,7.0,12,,,,
05.02.2020 11:00,10.6,743.5,767.2,,97,Wind blowing from the south-southwest,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,10.2,11.5,,,300-600,,,6.0,10.1,4.0,6,,,,
05.02.2020 08:00,10.5,742.7,766.4,,96,Wind blowing from the west,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,11.5,,,300-600,,,10.0,9.9,Trace of precipitation,12,,,,
05.02.2020 05:00,10.4,742.2,765.8,,96,Wind blowing from the west-southwest,1,,2,, ,,,9.1,11.5,,,,,,12.0,9.8,No precipitation,6,,,,
05.02.2020 02:00,10.5,743.2,766.9,,93,Wind blowing from the west-southwest,1,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,11.5,,,2500 or more  or no clouds.,,,17.0,9.4,0.6,12,,,,
