Local time in Otog,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
17.03.2020 17:00,15.7,646.3,762.3,,5,Wind blowing from the west,7,,14,no clouds, ,,,-1.9,16.3,,,,,,30.0,-23.9,No precipitation,6,,,,
17.03.2020 14:00,15.6,647.8,765.3,-1.9,6,Wind blowing from the west,7,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,15.6,,,,,,30.0,-21.9,No precipitation,12,,,,
17.03.2020 11:00,11.6,649.7,766.9,,8,Wind blowing from the west-northwest,7,,11,no clouds, ,,,-1.9,14.1,,,,,,30.0,-21.6,No precipitation,6,,,,
17.03.2020 08:00,0.9,649.7,768.8,,22,Wind blowing from the south-southwest,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,14.1,,,,,,30.0,-18.4,No precipitation,12,,,,
17.03.2020 05:00,3.9,649.3,766.3,,14,Wind blowing from the west,4,,10,, ,,,-1.9,14.1,,,,,,30.0,-21.2,No precipitation,6,,,,
17.03.2020 02:00,-1.6,650.2,768.8,,24,Wind blowing from the south-southwest,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,14.1,,,2500 or more  or no clouds.,,,30.0,-19.5,No precipitation,12,,,,
16.03.2020 23:00,5.0,650.2,767.6,,14,Wind blowing from the north-west,4,,12,, ,,,-0.5,14.1,,,,,,30.0,-20.3,No precipitation,6,,,,
16.03.2020 20:00,7.2,649.9,769.0,,12,Wind blowing from the west-northwest,3,,13,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,14.1,,,2500 or more  or no clouds.,,,30.0,-20.3,No precipitation,12,,,,
16.03.2020 17:00,13.6,648.7,765.6,,7,Wind blowing from the north-west,6,,13,90  or more  but not 100%, ,,,-0.5,14.1,,,2500 or more  or no clouds.,,,30.0,-21.6,No precipitation,6,,,,
16.03.2020 14:00,12.2,649.2,766.3,-1.0,8,Wind blowing from the west-northwest,5,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,12.6,,,2500 or more  or no clouds.,,,30.0,-21.1,No precipitation,12,,,,
16.03.2020 11:00,11.3,650.2,767.5,,8,Wind blowing from the west-northwest,5,,13,40%., ,,,-0.5,12.6,,,2500 or more  or no clouds.,,,30.0,-21.8,No precipitation,6,,,,
16.03.2020 08:00,1.2,649.7,769.5,,25,Wind blowing from the west-southwest,0,,7,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,12.6,,,2500 or more  or no clouds.,,,30.0,-16.7,No precipitation,12,,,,
16.03.2020 05:00,3.7,649.0,766.3,,18,Wind blowing from the west-northwest,5,,6,, ,,,-9.1,12.6,,,,,,30.0,-18.4,No precipitation,6,,,,
16.03.2020 02:00,4.6,649.0,766.2,,18,Wind blowing from the west-northwest,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,12.6,,,2500 or more  or no clouds.,,,30.0,-17.7,No precipitation,12,,,,
15.03.2020 23:00,5.3,649.3,767.2,,19,Wind blowing from the west-northwest,2,,6,, ,,,,12.6,,,,,,30.0,-16.5,No precipitation,6,,,,
15.03.2020 20:00,4.1,648.7,769.5,,19,Wind blowing from the west-northwest,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,12.6,,,2500 or more  or no clouds.,,,30.0,-17.5,No precipitation,12,,,,
15.03.2020 17:00,11.6,647.8,767.2,,10,Wind blowing from the west,2,,6,90  or more  but not 100%, ,,,-9.1,12.6,,,2500 or more  or no clouds.,,,30.0,-19.0,No precipitation,6,,,,
15.03.2020 14:00,11.8,648.7,767.2,,12,Wind blowing from the west-southwest,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,11.8,,,2500 or more  or no clouds.,,,30.0,-16.7,No precipitation,12,,,,
15.03.2020 11:00,8.2,650.3,770.0,,16,Wind blowing from the south-southwest,3,,5,no clouds, ,,,-9.1,9.3,,,,,,30.0,-16.1,No precipitation,6,,,,
15.03.2020 08:00,-3.7,650.2,771.7,0.4,41,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,9.3,,,,,,30.0,-15.3,No precipitation,12,,,,
15.03.2020 05:00,-6.6,649.8,770.4,,43,Wind blowing from the north-northeast,2,,10,, ,,,-9.1,9.3,,,,,,30.0,-17.1,No precipitation,6,,,,
15.03.2020 02:00,-2.1,650.3,769.9,,26,Wind blowing from the west-northwest,3,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,9.3,,,2500 or more  or no clouds.,,,30.0,-19.0,No precipitation,12,,,,
14.03.2020 23:00,-2.0,650.8,771.6,,28,Calm  no wind,0,,,, ,,,-9.1,9.3,,,,,,30.0,-18.1,No precipitation,6,,,,
14.03.2020 20:00,2.1,650.2,771.5,0.5,20,Wind blowing from the north-west,3,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,9.3,,,,,,30.0,-18.5,No precipitation,12,,,,
14.03.2020 17:00,8.5,649.7,770.8,,13,Wind blowing from the north-northwest,6,,14,no clouds, ,,,-9.1,9.3,,,,,,30.0,-18.4,No precipitation,6,,,,
14.03.2020 14:00,8.5,650.8,771.2,-1.5,13,Wind blowing from the north-northwest,6,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,8.8,,,,,,30.0,-18.4,No precipitation,12,,,,
14.03.2020 11:00,3.8,652.3,774.2,,19,Wind blowing from the west-northwest,6,,10,no clouds, ,,,-9.1,4.0,,,,,,30.0,-17.7,No precipitation,6,,,,
14.03.2020 08:00,-3.1,652.1,774.7,,35,Wind blowing from the west-northwest,5,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,4.0,,,,,,30.0,-16.4,No precipitation,12,,,,
14.03.2020 05:00,-9.0,651.7,774.4,,55,Wind blowing from the west-southwest,2,,9,, ,,,-9.0,4.0,,,,,,30.0,-16.4,No precipitation,6,,,,
14.03.2020 02:00,-5.4,652.6,774.5,,43,Wind blowing from the west-northwest,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,4.0,,,2500 or more  or no clouds.,,,30.0,-16.0,No precipitation,12,,,,
13.03.2020 23:00,-5.4,653.2,776.2,,42,Wind blowing from the north-northwest,2,,11,, ,,,-7.9,4.0,,,,,,30.0,-16.3,No precipitation,6,,,,
13.03.2020 20:00,-1.5,653.0,776.8,0.4,26,Wind blowing from the north-west,2,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,4.0,,,,,,30.0,-18.5,No precipitation,12,,,,
13.03.2020 17:00,3.3,652.6,774.7,,17,Wind blowing from the west-northwest,5,,11,no clouds, ,,,-7.9,5.4,,,,,,30.0,-19.4,No precipitation,6,,,,
13.03.2020 14:00,3.6,653.2,775.0,,26,Wind blowing from the west,5,,10,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,6.3,,,1000-1500,,,30.0,-14.1,No precipitation,12,,,,
13.03.2020 11:00,-0.2,655.1,777.6,,33,Wind blowing from the west-northwest,2,,10,40%., ,,,-7.9,6.3,,,1000-1500,,,30.0,-14.5,No precipitation,6,,,,
13.03.2020 08:00,-7.2,654.8,778.5,1.1,34,Calm  no wind,0,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,6.3,,,1500-2000,,,30.0,-20.4,No precipitation,12,,,,
13.03.2020 05:00,-6.0,653.7,775.6,,29,Wind blowing from the north-northeast,4,,10,, ,,,-6.0,6.3,,,,,,30.0,-21.2,No precipitation,6,,,,
13.03.2020 02:00,-4.0,653.5,774.7,0.2,28,Wind blowing from the north-northeast,6,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,6.3,,,2500 or more  or no clouds.,,,30.0,-19.8,No precipitation,12,,,,
12.03.2020 23:00,-1.7,653.3,775.1,,33,Wind blowing from the north-northeast,6,,10,, ,,,-1.7,6.3,,,,,,30.0,-15.9,No precipitation,6,,,,
12.03.2020 20:00,0.3,651.4,773.0,,36,Wind blowing from the north,4,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,6.5,,,2500 or more  or no clouds.,,,30.0,-13.0,No precipitation,12,,,,
12.03.2020 17:00,5.4,648.7,768.0,,28,Wind blowing from the north,7,,10,90  or more  but not 100%, ,,,-1.7,11.7,,,2500 or more  or no clouds.,,,30.0,-11.6,No precipitation,6,,,,
12.03.2020 14:00,6.3,647.6,766.3,-0.6,23,Wind blowing from the north,5,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,12.4,,,2500 or more  or no clouds.,,,30.0,-13.3,No precipitation,12,,,,
12.03.2020 11:00,1.3,648.2,767.9,,36,Wind blowing from the north-northeast,4,,13,100%., ,,,-1.7,,,,2500 or more  or no clouds.,,,30.0,-12.1,No precipitation,6,,,,
12.03.2020 08:00,-1.7,646.6,765.9,1.9,40,Wind blowing from the north-northeast,5,,13,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,12.4,,,2500 or more  or no clouds.,,,30.0,-13.8,No precipitation,12,,,,
12.03.2020 05:00,1.5,644.7,761.8,,25,Wind blowing from the north-east,3,,13,, ,,,-5.7,12.4,,,,,,16.0,-16.4,No precipitation,6,,,,
12.03.2020 02:00,2.1,645.3,762.2,0.5,24,Wind blowing from the north,0,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,12.4,,,2500 or more  or no clouds.,,,30.0,-16.4,No precipitation,12,,,,
11.03.2020 23:00,3.2,644.8,762.0,,18,Wind blowing from the north-northwest,3,,13,, ,,,-5.7,12.4,,,,,,30.0,-18.9,No precipitation,6,,,,
11.03.2020 20:00,6.3,643.5,762.7,,14,Wind blowing from the north-west,5,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,12.4,,,,,,30.0,-19.3,No precipitation,12,,,,
11.03.2020 17:00,11.7,642.0,760.0,,11,Wind blowing from the west,5,,,70 – 80%., ,,,-5.7,12.4,,,2500 or more  or no clouds.,,,30.0,-17.8,No precipitation,6,,,,
11.03.2020 14:00,12.3,642.4,760.5,,11,Wind blowing from the west-southwest,7,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,12.3,,,2500 or more  or no clouds.,,,30.0,-17.3,No precipitation,12,,,,
11.03.2020 11:00,9.6,643.6,762.1,,14,Wind blowing from the west,5,,8,no clouds, ,,,-5.7,9.6,,,,,,30.0,-16.6,No precipitation,6,,,,
11.03.2020 08:00,-3.5,643.7,764.1,,49,Wind blowing from the south-southeast,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,6.9,,,,,,30.0,-12.7,No precipitation,12,,,,
11.03.2020 05:00,-5.2,643.0,762.5,,51,Wind blowing from the south-southwest,1,,,, ,,,-11.4,6.9,,,,,,30.0,-13.8,No precipitation,6,,,,
11.03.2020 02:00,-5.7,644.1,764.2,-1.0,50,Wind blowing from the north,0,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,6.9,,,2500 or more  or no clouds.,,,30.0,-14.5,No precipitation,12,,,,
10.03.2020 23:00,-3.7,645.1,765.9,,43,Wind blowing from the south-west,2,,10,, ,,,-11.4,6.9,,,,,,30.0,-14.7,No precipitation,6,,,,
10.03.2020 20:00,1.5,645.4,767.4,,26,Wind blowing from the west-northwest,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,6.9,,,,,,30.0,-15.9,No precipitation,12,,,,
10.03.2020 17:00,6.5,645.3,766.3,,16,Wind blowing from the west,5,,10,no clouds, ,,,-11.4,6.9,,,,,,30.0,-17.5,No precipitation,6,,,,
10.03.2020 14:00,4.9,646.9,767.5,,17,Wind blowing from the west,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,4.9,,,,,,30.0,-18.1,No precipitation,12,,,,
10.03.2020 11:00,0.9,649.0,770.5,,20,Wind blowing from the west-southwest,3,,8,no clouds, ,,,-11.4,1.7,,,,,,30.0,-19.5,No precipitation,6,,,,
10.03.2020 08:00,-9.1,649.0,772.8,,43,Wind blowing from the west-southwest,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,1.7,,,,,,30.0,-19.4,No precipitation,12,,,,
10.03.2020 05:00,-9.9,648.8,771.7,,40,Wind blowing from the north-northwest,1,,14,, ,,,-10.5,1.7,,,,,,28.0,-21.2,No precipitation,6,,,,
10.03.2020 02:00,-5.3,650.0,772.1,,19,Wind blowing from the north,3,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,1.7,,,2500 or more  or no clouds.,,,30.0,-25.3,No precipitation,12,,,,
09.03.2020 20:00,-2.5,650.2,772.9,0.9,29,Wind blowing from the north-northwest,6,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,1.7,,,,,,29.0,-18.1,No precipitation,12,,,,
09.03.2020 17:00,1.4,649.3,770.8,,25,Wind blowing from the west-northwest,6,,16,no clouds, ,,,-5.4,1.7,,,,,,22.0,-16.5,No precipitation,6,,,,
09.03.2020 14:00,1.1,650.2,771.5,-0.7,30,Wind blowing from the west-northwest,7,,16,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,1.5,,,,,,30.0,-14.5,No precipitation,12,,,,
09.03.2020 11:00,-0.4,650.9,772.1,,37,Wind blowing from the north-west,9,,16,90  or more  but not 100%, ,,,-5.4,6.8,,,2500 or more  or no clouds.,,,24.0,-13.3,No precipitation,6,,,,
09.03.2020 08:00,-4.5,650.0,772.1,1.3,51,Calm  no wind,0,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,6.8,,,2500 or more  or no clouds.,,,9.0,-13.3,No precipitation,12,,,,
09.03.2020 05:00,-4.1,648.7,770.3,,45,Calm  no wind,0,,,,Haze. ,,,-4.1,6.8,,,,,,6.0,-14.5,No precipitation,6,,,,
09.03.2020 02:00,-2.2,648.5,769.6,,62,Wind blowing from the north,4,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,6.8,,,2500 or more  or no clouds.,,,30.0,-8.5,2.0,12,,,,
08.03.2020 23:00,0.5,648.1,767.3,,72,Wind blowing from the west,4,,19,, ,,,-1.5,6.8,,,,,,30.0,-4.0,0.5,6,,,,
08.03.2020 20:00,0.3,647.3,767.6,1.7,92,Wind blowing from the west,1,,19,100%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Rain.,-1.5,9.3,,,2500 or more  or no clouds.,,,30.0,-0.8,3.0,12,,,,
08.03.2020 17:00,0.6,645.6,765.8,,93,Wind blowing from the north-northwest,7,,19,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,-1.5,,,,2500 or more  or no clouds.,,,5.0,-0.4,2.0,6,,,,
08.03.2020 14:00,0.7,644.2,763.9,2.1,94,Wind blowing from the north,4,,19,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,-1.5,,,,2500 or more  or no clouds.,,,5.0,-0.2,0.8,12,,,,
08.03.2020 11:00,5.6,642.1,759.1,,34,Wind blowing from the north-northwest,10,,14,, ,,,-1.5,15.5,,,,,,28.0,-9.0,No precipitation,6,,,,
08.03.2020 08:00,0.9,640.0,756.8,,56,Wind blowing from the west,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,15.5,,,2500 or more  or no clouds.,,,27.0,-6.9,No precipitation,12,,,,
08.03.2020 05:00,-0.5,638.6,754.2,,51,Wind blowing from the west-northwest,1,,11,, ,,,,15.5,,,,,,30.0,-9.4,No precipitation,6,,,,
08.03.2020 02:00,0.4,638.9,754.8,-0.2,40,Wind blowing from the south-southwest,0,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,15.5,,,2500 or more  or no clouds.,,,30.0,-11.9,No precipitation,12,,,,
07.03.2020 23:00,5.7,639.1,755.1,,29,Wind blowing from the south-east,3,,13,, ,,,,15.5,,,,,,30.0,-11.0,No precipitation,6,,,,
07.03.2020 20:00,9.4,638.4,756.7,,20,Wind blowing from the south-southeast,4,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,15.5,,,,,,30.0,-12.4,No precipitation,12,,,,
07.03.2020 17:00,15.3,638.4,,,15,Wind blowing from the south,5,,13,no clouds, ,,,-10.7,15.5,,,,,,30.0,-11.2,No precipitation,6,,,,
07.03.2020 14:00,13.2,640.2,757.9,-2.7,15,Wind blowing from the south,6,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,13.3,,,2500 or more  or no clouds.,,,30.0,-12.9,No precipitation,12,,,,
07.03.2020 11:00,7.8,642.9,762.3,,20,Wind blowing from the south,4,,8,no clouds, ,,,-10.7,8.3,,,,,,30.0,-13.8,No precipitation,6,,,,
07.03.2020 08:00,-6.8,643.2,764.5,-0.6,73,Wind blowing from the east-southeast,0,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,8.3,,,,,,30.0,-10.8,No precipitation,12,,,,
07.03.2020 05:00,-9.7,643.8,764.1,,69,Calm  no wind,0,,,, ,,,-10.0,8.3,,,,,,30.0,-14.3,No precipitation,6,,,,
07.03.2020 02:00,-6.6,644.8,764.9,-0.6,58,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,8.3,,,2500 or more  or no clouds.,,,30.0,-13.5,No precipitation,12,,,,
06.03.2020 23:00,-6.2,645.4,766.0,,49,Wind blowing from the north,1,,15,, ,,,-6.3,8.3,,,,,,30.0,-15.4,No precipitation,6,,,,
06.03.2020 20:00,0.4,645.1,765.3,0.9,33,Wind blowing from the north,3,,15,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,8.3,,,,,,30.0,-14.0,No precipitation,12,,,,
06.03.2020 17:00,8.0,644.2,762.3,,18,Wind blowing from the north-northwest,6,,15,10%  or less  but not 0, ,,,-2.2,13.2,,,2500 or more  or no clouds.,,,30.0,-14.9,No precipitation,6,,,,
06.03.2020 14:00,6.7,644.1,761.5,-0.7,19,Wind blowing from the west-northwest,8,,15,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,13.8,,,,,,30.0,-15.3,No precipitation,12,,,,
06.03.2020 11:00,4.6,644.8,763.3,,25,Wind blowing from the north-west,7,,,no clouds, ,,,-2.2,13.8,,,,,,30.0,-13.7,No precipitation,6,,,,
06.03.2020 08:00,-0.7,643.6,762.9,,51,Wind blowing from the north-northwest,6,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,,,,2500 or more  or no clouds.,,,30.0,-9.6,No precipitation,12,,,,
06.03.2020 05:00,0.5,641.8,758.2,,37,Wind blowing from the north,2,,6,, ,,,-8.3,13.8,,,,,,30.0,-12.5,No precipitation,6,,,,
06.03.2020 02:00,4.3,642.4,758.3,0.4,24,Wind blowing from the north,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,13.8,,,2500 or more  or no clouds.,,,30.0,-14.5,No precipitation,12,,,,
05.03.2020 23:00,2.4,642.0,759.3,,30,Wind blowing from the north,3,,8,, ,,,,13.8,,,,,,30.0,-13.4,No precipitation,6,,,,
05.03.2020 20:00,3.5,641.7,762.0,,36,Wind blowing from the north-east,0,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,13.8,,,,,,30.0,-10.2,No precipitation,12,,,,
05.03.2020 17:00,13.3,641.1,759.1,,24,Wind blowing from the west-southwest,3,,8,no clouds, ,,,-8.3,13.8,,,,,,30.0,-6.8,No precipitation,6,,,,
05.03.2020 14:00,12.2,641.9,759.3,-1.7,26,Wind blowing from the west-southwest,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,12.3,,,,,,30.0,-6.7,No precipitation,12,,,,
05.03.2020 11:00,7.5,643.6,761.9,,39,Wind blowing from the south-west,4,,7,no clouds, ,,,-8.3,7.7,,,,,,30.0,-5.6,No precipitation,6,,,,
05.03.2020 08:00,-6.7,643.9,764.8,,59,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,7.7,,,,,,30.0,-13.4,No precipitation,12,,,,
05.03.2020 05:00,-7.5,644.0,763.9,,49,Calm  no wind,0,,,, ,,,-10.8,7.7,,,,,,30.0,-16.6,No precipitation,6,,,,
05.03.2020 02:00,-2.8,645.3,764.8,,32,Wind blowing from the north-northeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,7.7,,,2500 or more  or no clouds.,,,30.0,-17.2,No precipitation,12,,,,
04.03.2020 23:00,-1.0,646.8,767.5,,26,Wind blowing from the south-southeast,2,,7,, ,,,-10.8,7.7,,,,,,30.0,-18.1,No precipitation,6,,,,
04.03.2020 20:00,2.4,646.9,769.1,-0.1,19,Wind blowing from the south-east,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,7.7,,,,,,30.0,-18.9,No precipitation,12,,,,
04.03.2020 17:00,7.6,647.0,768.3,,12,Wind blowing from the east-southeast,1,,7,, ,,,-10.8,7.7,,,,,,30.0,-20.0,No precipitation,6,,,,
04.03.2020 14:00,5.5,648.7,770.1,-2.0,14,Wind blowing from the south,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,5.7,,,,,,30.0,-19.9,No precipitation,12,,,,
04.03.2020 11:00,0.3,650.7,773.2,,25,Wind blowing from the south-east,3,,6,no clouds, ,,,-10.8,5.1,,,,,,30.0,-17.4,No precipitation,6,,,,
04.03.2020 08:00,-9.4,650.4,775.0,0.9,51,Wind blowing from the north-northeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,5.1,,,,,,30.0,-17.7,No precipitation,12,,,,
04.03.2020 05:00,-10.8,649.5,771.9,,48,Wind blowing from the north-northeast,2,,6,, ,,,-14.6,5.1,,,,,,30.0,-19.7,No precipitation,6,,,,
04.03.2020 02:00,-7.6,649.1,771.2,-0.1,36,Wind blowing from the north-northeast,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,5.1,,,2500 or more  or no clouds.,,,30.0,-20.1,No precipitation,12,,,,
03.03.2020 23:00,-5.5,649.2,771.9,,30,Wind blowing from the north,2,,9,, ,,,-14.6,5.1,,,,,,30.0,-20.3,No precipitation,6,,,,
03.03.2020 20:00,-4.8,648.4,773.5,,28,Wind blowing from the north,0,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,5.1,,,,,,30.0,-20.5,No precipitation,12,,,,
