Local time in Shantou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
17.03.2020 02:00,18.6,765.4,765.7,-0.9,59,Wind blowing from the east-northeast,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,23.4,,,2500 or more  or no clouds.,,,30.0,10.4,No precipitation,12,,,,
16.03.2020 23:00,18.5,766.3,766.6,,59,Wind blowing from the east,2,,6,, ,,,14.4,23.4,,,,,,30.0,10.3,No precipitation,6,,,,
16.03.2020 20:00,19.1,765.6,765.9,1.1,57,Wind blowing from the east,2,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,23.4,,,600-1000,,,29.0,10.3,No precipitation,12,,,,
16.03.2020 17:00,21.9,764.5,764.8,,51,Wind blowing from the east,2,,6,10%  or less  but not 0, ,,,14.4,23.4,,,2500 or more  or no clouds.,,,30.0,11.3,No precipitation,6,,,,
16.03.2020 14:00,22.7,764.9,765.2,-1.7,44,Wind blowing from the east-northeast,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,23.1,,,,,,30.0,9.8,Trace of precipitation,12,,,,
16.03.2020 11:00,21.0,766.6,766.9,,47,Wind blowing from the east,2,,,no clouds, ,,,14.4,21.0,,,,,,30.0,9.2,No precipitation,6,,,,
16.03.2020 08:00,16.3,766.9,767.2,,69,Wind blowing from the south-east,1,,4,no clouds,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,20.3,,,,,,15.0,10.6,Trace of precipitation,12,,,,
16.03.2020 05:00,14.6,765.2,765.5,,74,Wind blowing from the east,1,,6,, ,,,14.5,20.3,,,,,,15.0,10.0,No precipitation,6,,,,
16.03.2020 02:00,15.0,765.2,765.5,,76,Wind blowing from the east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.8,20.3,,,2500 or more  or no clouds.,,,19.0,10.8,No precipitation,12,,,,
15.03.2020 23:00,16.1,765.7,766.0,,66,Wind blowing from the east-southeast,0,,,,Rain (not freezing) not falling as shower(s). ,,,14.8,20.3,,,,,,26.0,9.7,No precipitation,6,,,,
15.03.2020 20:00,17.2,764.9,765.2,1.0,56,Wind blowing from the east,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.8,20.3,,,,,,30.0,8.3,No precipitation,12,,,,
15.03.2020 17:00,19.3,763.9,764.2,,56,Wind blowing from the east-southeast,2,,,no clouds, ,,,14.8,20.3,,,,,,26.0,10.3,No precipitation,6,,,,
15.03.2020 14:00,19.9,764.2,764.5,-2.4,60,Wind blowing from the east,2,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.8,20.3,,,1000-1500,,,16.0,11.9,No precipitation,12,,,,
15.03.2020 11:00,18.2,766.6,766.9,,71,Wind blowing from the east,2,,,100%., ,,,14.8,18.2,,,600-1000,,,12.0,12.8,No precipitation,6,,,,
15.03.2020 08:00,16.0,766.3,766.6,1.4,97,Wind blowing from the east-northeast,1,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.8,18.1,,,600-1000,,,7.0,15.5,No precipitation,12,,,,
15.03.2020 05:00,15.1,764.9,765.2,,97,Wind blowing from the east,1,,,,Mist. ,,,14.8,18.1,,,,,,4.8,14.6,No precipitation,6,,,,
15.03.2020 02:00,15.9,765.1,765.4,-0.7,99,Wind blowing from the east-southeast,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.9,19.0,,,2500 or more  or no clouds.,,,8.0,15.7,No precipitation,12,,,,
14.03.2020 23:00,16.4,765.8,766.1,,99,Wind blowing from the east-northeast,1,,6,, ,,,15.9,20.0,,,,,,8.0,16.2,No precipitation,6,,,,
14.03.2020 20:00,16.1,764.8,765.1,1.5,99,Wind blowing from the east,1,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.9,20.5,,,600-1000,,,5.0,15.9,0.2,12,,,,
14.03.2020 17:00,17.3,763.3,763.6,,94,Wind blowing from the east,2,,6,100%., ,,,16.6,,,,600-1000,,,10.0,16.3,No precipitation,6,,,,
14.03.2020 14:00,18.1,762.9,763.2,-1.9,86,Wind blowing from the east,3,,7,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.6,,,,600-1000,,,16.0,15.7,14.0,12,,,,
14.03.2020 11:00,18.0,764.8,765.1,,97,Wind blowing from the east,2,,7,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.6,24.5,,,600-1000,,,27.0,17.5,5.0,6,,,,
14.03.2020 08:00,16.6,764.7,765.0,1.8,97,Wind blowing from the east,2,,7,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.6,24.5,,,600-1000,,,11.0,16.1,29.0,12,,,,
14.03.2020 05:00,17.6,762.9,763.2,,98,Wind blowing from the east,2,,7,,Rain  not freezing  intermittent  moderate at time of observation. ,,,17.5,24.5,,,,,,2.0,17.2,21.0,6,,,,
14.03.2020 02:00,19.1,762.3,762.6,0.1,98,Wind blowing from the east,1,,4,,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,24.5,,,2500 or more  or no clouds.,,,1.4,18.7,16.0,12,,,,
13.03.2020 23:00,20.0,762.2,762.5,,98,Wind blowing from the south,1,,4,,Mist. ,,,17.3,24.5,,,,,,3.5,19.6,4.0,6,,,,
13.03.2020 20:00,20.5,761.4,761.7,0.8,99,Wind blowing from the east-southeast,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,24.5,,,600-1000,,,4.2,20.3,0.6,12,,,,
13.03.2020 17:00,22.1,760.6,760.9,,78,Wind blowing from the east-southeast,1,,4,100%., ,,,16.7,24.5,,,600-1000,,,17.0,18.0,No precipitation,6,,,,
13.03.2020 14:00,23.2,761.5,761.8,,74,Wind blowing from the west-southwest,1,,2,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.4,23.3,,,600-1000,,,7.0,18.3,No precipitation,12,,,,
13.03.2020 11:00,19.9,763.5,763.8,,98,Wind blowing from the east-southeast,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.4,19.9,,,600-1000,,,3.9,19.5,No precipitation,6,,,,
13.03.2020 08:00,17.8,763.1,763.4,1.1,98,Wind blowing from the east-northeast,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.4,18.1,,,600-1000,,,1.0,17.4,No precipitation,12,,,,
13.03.2020 05:00,17.4,762.0,762.3,,97,Wind blowing from the east-northeast,1,,3,,Mist. ,,,16.4,18.1,,,,,,1.7,16.9,No precipitation,6,,,,
13.03.2020 02:00,17.4,762.4,762.7,-0.5,97,Wind blowing from the south-southwest,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.4,18.1,,,2500 or more  or no clouds.,,,2.1,16.9,No precipitation,12,,,,
12.03.2020 23:00,17.5,762.9,763.2,,99,Wind blowing from the south-southeast,1,,5,,Mist. ,,,16.4,18.1,,,,,,2.9,17.3,No precipitation,6,,,,
12.03.2020 20:00,17.1,762.0,762.3,0.6,99,Wind blowing from the east,1,,,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.4,18.2,,,600-1000,,,4.6,16.9,Trace of precipitation,12,,,,
12.03.2020 17:00,16.7,761.4,761.7,,99,Wind blowing from the east,1,,,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.4,18.7,,,600-1000,,,5.0,16.5,No precipitation,6,,,,
12.03.2020 14:00,17.3,761.9,762.2,-1.7,85,Wind blowing from the east,2,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.0,,,,600-1000,,,6.0,14.7,No precipitation,12,,,,
12.03.2020 11:00,17.7,763.6,763.9,,74,Wind blowing from the east,2,,8,100%., ,,,17.0,,,,600-1000,,,13.0,13.0,No precipitation,6,,,,
12.03.2020 08:00,17.2,764.0,764.3,1.0,70,Wind blowing from the east-northeast,1,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.0,19.5,,,600-1000,,,17.0,11.6,No precipitation,12,,,,
12.03.2020 05:00,17.2,763.0,763.3,,67,Wind blowing from the east,2,,8,, ,,,17.1,19.5,,,,,,20.0,11.0,No precipitation,6,,,,
12.03.2020 02:00,17.1,763.8,764.1,-0.7,72,Wind blowing from the east,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,19.5,,,2500 or more  or no clouds.,,,18.0,12.0,No precipitation,12,,,,
11.03.2020 23:00,17.4,764.5,764.8,,68,Wind blowing from the east,3,,8,, ,,,17.3,19.5,,,,,,22.0,11.4,No precipitation,6,,,,
11.03.2020 20:00,18.1,763.8,764.1,0.6,64,Wind blowing from the east,2,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,20.2,,,600-1000,,,30.0,11.1,No precipitation,12,,,,
11.03.2020 17:00,18.7,763.2,763.5,,57,Wind blowing from the east,2,,10,100%., ,,,17.3,,,,600-1000,,,19.0,10.0,No precipitation,6,,,,
11.03.2020 14:00,19.3,763.9,764.2,-2.0,55,Wind blowing from the east,2,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,,,,600-1000,,,30.0,10.0,No precipitation,12,,,,
11.03.2020 11:00,18.7,765.9,766.2,,61,Wind blowing from the east,2,,10,100%., ,,,17.3,,,,600-1000,,,30.0,11.0,No precipitation,6,,,,
11.03.2020 08:00,17.9,765.1,765.4,1.2,63,Wind blowing from the east,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,,,,2500 or more  or no clouds.,,,30.0,10.7,No precipitation,12,,,,
11.03.2020 05:00,17.3,763.9,764.2,,63,Wind blowing from the south,1,,7,, ,,,17.3,26.6,,,,,,30.0,10.2,No precipitation,6,,,,
11.03.2020 02:00,18.0,763.9,764.2,-0.4,75,Wind blowing from the east,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,26.6,,,2500 or more  or no clouds.,,,30.0,13.5,No precipitation,12,,,,
10.03.2020 23:00,18.9,764.3,764.6,,75,Wind blowing from the east,2,,7,, ,,,18.8,26.6,,,,,,30.0,14.3,No precipitation,6,,,,
10.03.2020 20:00,20.2,762.7,763.0,,74,Wind blowing from the east-northeast,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.8,26.6,,,600-1000,,,25.0,15.4,No precipitation,12,,,,
10.03.2020 17:00,25.4,760.5,760.8,,42,Wind blowing from the south-southwest,1,,7,no clouds, ,,,19.8,26.6,,,,,,30.0,11.5,No precipitation,6,,,,
10.03.2020 14:00,25.9,760.0,760.3,,41,Wind blowing from the north,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.8,26.1,,,,,,30.0,11.6,2.0,12,,,,
10.03.2020 11:00,22.5,761.3,761.6,,55,Wind blowing from the west,2,,7,90  or more  but not 100%, ,,,19.8,25.6,,,,,,30.0,13.0,0.1,6,,,,
10.03.2020 08:00,20.7,760.0,760.3,2.3,64,Wind blowing from the west,2,,7,60%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,25.6,,,600-1000,,,30.0,13.6,2.0,12,,,,
10.03.2020 05:00,20.4,757.7,758.0,,77,Wind blowing from the west,2,,6,, ,,,18.0,25.6,,,,,,30.0,16.2,2.0,6,,,,
10.03.2020 02:00,23.0,756.6,756.9,,99,Wind blowing from the north-east,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,25.6,,,2500 or more  or no clouds.,,,21.0,22.8,No precipitation,12,,,,
09.03.2020 20:00,23.0,756.1,756.4,1.2,85,Wind blowing from the east,1,,,60%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,25.6,,,600-1000,,,12.0,20.3,Trace of precipitation,12,,,,
09.03.2020 17:00,24.3,754.9,755.2,,78,Wind blowing from the south-southeast,2,,5,100%., ,,,18.0,25.6,,,600-1000,,,14.0,20.2,No precipitation,6,,,,
09.03.2020 14:00,24.9,755.3,755.6,-2.4,76,Wind blowing from the south-southeast,2,,4,70 – 80%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,25.0,,,1000-1500,,,12.0,20.3,Trace of precipitation,12,,,,
09.03.2020 11:00,22.0,757.7,758.0,,99,Wind blowing from the south-west,1,,4,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,22.0,,,1000-1500,,,6.0,21.8,No precipitation,6,,,,
09.03.2020 08:00,18.5,757.7,758.0,0.7,98,Wind blowing from the north-west,0,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,,,,600-1000,,,2.9,18.1,No precipitation,12,,,,
09.03.2020 05:00,18.6,757.0,757.3,,98,Wind blowing from the east-southeast,1,,,, ,,,18.4,,,,,,,7.0,18.2,No precipitation,6,,,,
09.03.2020 02:00,18.7,758.4,758.7,-0.1,98,Wind blowing from the south-southeast,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.6,21.5,,,2500 or more  or no clouds.,,,7.0,18.3,No precipitation,12,,,,
08.03.2020 23:00,18.7,758.5,758.8,,98,Wind blowing from the east,1,,6,, ,,,18.7,21.5,,,,,,7.0,18.3,No precipitation,6,,,,
08.03.2020 20:00,19.4,758.3,758.6,1.0,97,Wind blowing from the east-northeast,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,21.5,,,2500 or more  or no clouds.,,,12.0,18.9,No precipitation,12,,,,
08.03.2020 17:00,19.4,757.3,757.6,,95,Wind blowing from the east-southeast,3,,,100%., ,,,19.2,,,,600-1000,,,13.0,18.5,No precipitation,6,,,,
08.03.2020 14:00,20.6,758.5,758.8,-2.1,90,Wind blowing from the east-southeast,2,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,,,,600-1000,,,16.0,18.9,No precipitation,12,,,,
08.03.2020 11:00,19.9,760.6,760.9,,99,Wind blowing from the east-southeast,2,,,100%., ,,,19.2,,,,600-1000,,,21.0,19.7,No precipitation,6,,,,
08.03.2020 08:00,19.6,760.1,760.4,1.3,98,Wind blowing from the east,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,,,,600-1000,,,2.6,19.2,No precipitation,12,,,,
08.03.2020 05:00,19.7,758.8,759.1,,97,Wind blowing from the east,1,,6,,Mist. ,,,17.5,27.1,,,,,,3.5,19.2,No precipitation,6,,,,
08.03.2020 02:00,19.5,759.3,759.6,-0.9,97,Wind blowing from the east,0,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.2,27.1,,,2500 or more  or no clouds.,,,5.0,19.0,No precipitation,12,,,,
07.03.2020 23:00,20.1,760.2,760.5,,99,Wind blowing from the east-southeast,1,,,, ,,,17.2,27.1,,,,,,9.0,19.9,No precipitation,6,,,,
07.03.2020 20:00,20.3,759.3,759.6,1.0,99,Wind blowing from the south-southeast,1,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.2,27.1,,,600-1000,,,14.0,20.1,No precipitation,12,,,,
07.03.2020 17:00,23.8,758.3,758.6,,70,Wind blowing from the south-east,2,,6,no clouds, ,,,17.2,27.1,,,,,,30.0,18.0,No precipitation,6,,,,
07.03.2020 14:00,26.1,759.0,759.3,-3.1,61,Wind blowing from the west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.2,26.1,,,,,,21.0,17.9,No precipitation,12,,,,
07.03.2020 11:00,22.3,762.1,762.4,,68,Wind blowing from the south,1,,4,70 – 80%., ,,,17.2,22.3,,,600-1000,,,11.0,16.1,No precipitation,6,,,,
07.03.2020 08:00,18.2,762.3,762.6,1.0,82,Wind blowing from the north,0,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.5,,,,600-1000,,,11.0,15.0,No precipitation,12,,,,
07.03.2020 05:00,17.5,761.3,761.6,,81,Wind blowing from the east,1,,4,, ,,,14.8,20.2,,,,,,15.0,14.2,No precipitation,6,,,,
07.03.2020 02:00,17.2,762.1,762.4,-1.1,87,Wind blowing from the east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.8,20.2,,,2500 or more  or no clouds.,,,17.0,15.0,No precipitation,12,,,,
06.03.2020 23:00,18.0,763.2,763.5,,79,Wind blowing from the south-east,1,,6,, ,,,14.8,20.2,,,,,,25.0,14.3,No precipitation,6,,,,
06.03.2020 20:00,18.1,762.7,763.0,0.9,75,Wind blowing from the south-east,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.8,20.2,,,2500 or more  or no clouds.,,,29.0,13.6,No precipitation,12,,,,
06.03.2020 17:00,19.7,761.8,762.1,,61,Wind blowing from the east,1,,7,70 – 80%., ,,,14.8,20.2,,,600-1000,,,30.0,11.9,No precipitation,6,,,,
06.03.2020 14:00,19.0,762.4,762.7,-2.8,62,Wind blowing from the east,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.8,20.2,,,600-1000,,,30.0,11.5,No precipitation,12,,,,
06.03.2020 11:00,17.7,765.2,765.5,,65,Wind blowing from the east,2,,7,90  or more  but not 100%, ,,,14.8,18.8,,,,,,30.0,11.0,No precipitation,6,,,,
06.03.2020 08:00,15.5,765.1,765.4,0.8,68,Wind blowing from the east,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,,,,2500 or more  or no clouds.,,,30.0,9.6,No precipitation,12,,,,
06.03.2020 05:00,14.9,764.3,764.6,,71,Wind blowing from the east,1,,8,, ,,,13.8,18.8,,,,,,25.0,9.6,No precipitation,6,,,,
06.03.2020 02:00,15.0,765.0,765.3,-0.7,69,Wind blowing from the east,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.8,18.8,,,2500 or more  or no clouds.,,,30.0,9.3,No precipitation,12,,,,
05.03.2020 23:00,15.4,765.7,766.0,,72,Wind blowing from the east,3,,8,, ,,,13.8,18.8,,,,,,23.0,10.3,No precipitation,6,,,,
05.03.2020 20:00,16.1,765.1,765.4,0.7,70,Wind blowing from the east,2,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.8,18.8,,,2500 or more  or no clouds.,,,24.0,10.6,No precipitation,12,,,,
05.03.2020 17:00,17.5,764.4,764.7,,61,Wind blowing from the east,2,,9,70 – 80%., ,,,13.8,18.8,,,600-1000,,,30.0,9.9,No precipitation,6,,,,
05.03.2020 14:00,18.6,765.0,765.3,-2.1,59,Wind blowing from the east,2,,9,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.8,19.3,,,600-1000,,,30.0,10.4,0.2,12,,,,
05.03.2020 11:00,16.7,767.1,767.4,,65,Wind blowing from the east,3,,9,90  or more  but not 100%, ,,,13.8,20.1,,,,,,30.0,10.1,0.1,6,,,,
05.03.2020 08:00,14.3,766.8,767.1,1.5,75,Wind blowing from the east,3,,9,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.8,20.1,,,600-1000,,,30.0,9.9,0.8,12,,,,
05.03.2020 05:00,14.0,765.3,765.6,,87,Wind blowing from the east,4,,8,, ,,,14.0,20.1,,,,,,30.0,11.8,0.6,6,,,,
05.03.2020 02:00,14.8,765.0,765.3,-0.8,93,Wind blowing from the east,3,,8,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.8,20.1,,,2500 or more  or no clouds.,,,19.0,13.6,1.0,12,,,,
04.03.2020 23:00,16.3,765.8,766.1,,85,Wind blowing from the east,3,,9,, ,,,16.1,20.1,,,,,,24.0,13.7,0.6,6,,,,
04.03.2020 20:00,16.2,765.1,765.4,1.7,99,Wind blowing from the east,3,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,20.1,,,600-1000,,,4.2,16.0,2.0,12,,,,
04.03.2020 17:00,18.1,763.4,763.7,,81,Wind blowing from the east,2,,9,100%., ,,,16.5,20.7,,,600-1000,,,15.0,14.7,No precipitation,6,,,,
04.03.2020 14:00,19.2,763.0,763.3,-1.7,78,Wind blowing from the east,2,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.5,21.2,,,2500 or more  or no clouds.,,,12.0,15.2,4.0,12,,,,
04.03.2020 11:00,19.1,764.7,765.0,,91,Wind blowing from the east,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.5,21.7,,,,,,13.0,17.6,4.0,6,,,,
04.03.2020 08:00,16.5,765.5,765.8,,97,Wind blowing from the east-northeast,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.5,21.7,,,600-1000,,,3.2,16.0,3.0,12,,,,
04.03.2020 05:00,17.4,763.6,763.9,,87,Wind blowing from the east,2,,,, ,,,16.6,21.7,,,,,,14.0,15.2,No precipitation,6,,,,
04.03.2020 02:00,17.6,763.5,763.8,-1.0,89,Wind blowing from the east,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.6,21.7,,,2500 or more  or no clouds.,,,12.0,15.7,No precipitation,12,,,,
03.03.2020 23:00,17.8,764.5,764.8,,87,Wind blowing from the east,2,,6,, ,,,16.6,21.7,,,,,,12.0,15.6,No precipitation,6,,,,
03.03.2020 20:00,18.7,763.7,764.0,1.0,73,Wind blowing from the east,1,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.6,21.7,,,2500 or more  or no clouds.,,,25.0,13.7,No precipitation,12,,,,
03.03.2020 17:00,20.6,762.7,763.0,,64,Wind blowing from the east-southeast,2,,8,90  or more  but not 100%, ,,,16.6,21.7,,,,,,24.0,13.5,No precipitation,6,,,,
03.03.2020 14:00,20.6,763.3,763.6,-2.4,65,Wind blowing from the south-southeast,3,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.6,21.7,,,2500 or more  or no clouds.,,,30.0,13.8,No precipitation,12,,,,
03.03.2020 11:00,19.9,765.7,766.0,,61,Wind blowing from the east-southeast,3,,11,no clouds, ,,,16.6,20.2,,,,,,30.0,12.1,No precipitation,6,,,,
03.03.2020 08:00,17.1,765.7,766.0,1.2,69,Wind blowing from the east,3,,11,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.6,,,,600-1000,,,30.0,11.3,Trace of precipitation,12,,,,
03.03.2020 05:00,16.6,764.5,764.8,,69,Wind blowing from the east,3,,11,, ,,,16.6,19.6,,,,,,30.0,10.9,No precipitation,6,,,,
03.03.2020 02:00,16.8,765.1,765.4,-0.9,70,Wind blowing from the east,3,,11,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.6,19.6,,,2500 or more  or no clouds.,,,30.0,11.3,No precipitation,12,,,,
02.03.2020 23:00,16.9,766.0,766.3,,73,Wind blowing from the east,3,,8,, ,,,16.8,19.9,,,,,,26.0,12.0,No precipitation,6,,,,
