Local time in Shantou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
04.02.2020 05:00,14.7,765.4,765.7,,76,Wind blowing from the east,1,,8,, ,,,12.5,19.8,,,,,,16.0,10.5,No precipitation,6,,,,
04.02.2020 02:00,15.0,766.1,766.4,-0.2,74,Wind blowing from the east,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,19.8,,,2500 or more  or no clouds.,,,18.0,10.4,No precipitation,12,,,,
03.02.2020 23:00,15.3,766.3,766.6,,77,Wind blowing from the east,4,,8,, ,,,12.1,19.8,,,,,,18.0,11.3,No precipitation,6,,,,
03.02.2020 20:00,16.2,766.3,766.6,0.6,69,Wind blowing from the east,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,19.8,,,2500 or more  or no clouds.,,,26.0,10.5,No precipitation,12,,,,
03.02.2020 17:00,18.0,765.7,766.0,,56,Wind blowing from the east,2,,,90  or more  but not 100%, ,,,12.1,19.8,,,,,,29.0,9.1,No precipitation,6,,,,
03.02.2020 14:00,18.8,766.0,766.3,-1.7,47,Wind blowing from the east,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,19.8,,,2500 or more  or no clouds.,,,30.0,7.2,No precipitation,12,,,,
03.02.2020 11:00,18.6,767.7,768.0,,50,Wind blowing from the east,1,,4,no clouds, ,,,12.1,19.1,,,,,,25.0,7.9,No precipitation,6,,,,
03.02.2020 08:00,13.6,767.2,767.5,1.2,79,Wind blowing from the east-northeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,,,,,,,10.0,10.0,No precipitation,12,,,,
03.02.2020 05:00,13.1,766.0,766.3,,81,Wind blowing from the west-southwest,1,,5,, ,,,11.4,19.1,,,,,,10.0,9.9,No precipitation,6,,,,
03.02.2020 02:00,13.5,766.4,766.7,-0.4,82,Wind blowing from the east-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,19.1,,,2500 or more  or no clouds.,,,12.0,10.4,No precipitation,12,,,,
02.02.2020 23:00,14.2,766.8,767.1,,76,Wind blowing from the east,1,,,, ,,,11.4,19.1,,,,,,15.0,10.0,No precipitation,6,,,,
02.02.2020 20:00,15.1,766.8,767.1,0.5,72,Wind blowing from the east,2,,,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,19.1,,,1000-1500,,,21.0,10.1,No precipitation,12,,,,
02.02.2020 17:00,17.5,766.3,766.6,,51,Wind blowing from the east,2,,,90  or more  but not 100%, ,,,11.4,19.1,,,,,,28.0,7.2,No precipitation,6,,,,
02.02.2020 14:00,18.2,766.9,767.2,-2.4,47,Wind blowing from the east,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,18.6,,,2500 or more  or no clouds.,,,30.0,6.7,No precipitation,12,,,,
02.02.2020 11:00,16.0,769.3,769.6,,53,Wind blowing from the east,3,,7,100%., ,,,11.4,18.1,,,600-1000,,,16.0,6.4,No precipitation,6,,,,
02.02.2020 08:00,12.4,769.0,769.3,1.6,70,Wind blowing from the east,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,,,,2500 or more  or no clouds.,,,11.0,7.0,No precipitation,12,,,,
02.02.2020 05:00,12.9,767.4,767.7,,66,Wind blowing from the east,2,,7,, ,,,8.8,18.1,,,,,,14.0,6.7,No precipitation,6,,,,
02.02.2020 02:00,13.0,767.6,767.9,-0.4,79,Wind blowing from the east-northeast,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,18.1,,,2500 or more  or no clouds.,,,9.0,9.4,No precipitation,12,,,,
01.02.2020 23:00,13.7,768.0,768.3,,75,Wind blowing from the east,1,,7,, ,,,8.8,18.1,,,,,,13.0,9.3,No precipitation,6,,,,
01.02.2020 20:00,14.4,767.5,767.8,1.2,64,Wind blowing from the east,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,18.1,,,,,,19.0,7.6,No precipitation,12,,,,
01.02.2020 17:00,16.7,766.3,766.6,,48,Wind blowing from the east,2,,7,no clouds, ,,,8.8,18.1,,,,,,30.0,5.6,No precipitation,6,,,,
01.02.2020 14:00,17.6,766.5,766.8,-2.2,33,Wind blowing from the east,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,17.7,,,,,,30.0,1.1,No precipitation,12,,,,
01.02.2020 11:00,15.9,768.7,769.0,,40,Wind blowing from the east,3,,,no clouds, ,,,8.8,17.2,,,,,,28.0,2.3,No precipitation,6,,,,
01.02.2020 08:00,10.2,769.0,769.3,1.2,71,Wind blowing from the south-southeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,17.2,,,,,,14.0,5.1,No precipitation,12,,,,
01.02.2020 05:00,9.9,767.8,768.1,,72,Wind blowing from the east,1,,4,, ,,,7.9,17.2,,,,,,12.0,5.0,No precipitation,6,,,,
01.02.2020 02:00,10.4,767.5,767.8,-0.4,72,Wind blowing from the north-east,0,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,17.2,,,2500 or more  or no clouds.,,,19.0,5.5,No precipitation,12,,,,
31.01.2020 23:00,12.1,767.9,768.2,,65,Wind blowing from the east-northeast,1,,7,, ,,,7.9,17.2,,,,,,19.0,5.7,No precipitation,6,,,,
31.01.2020 20:00,13.4,767.3,767.6,1.3,52,Wind blowing from the east,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,17.2,,,,,,30.0,3.7,No precipitation,12,,,,
31.01.2020 17:00,16.0,766.0,766.3,,34,Wind blowing from the east-southeast,2,,7,no clouds, ,,,7.9,18.7,,,,,,30.0,0.1,No precipitation,6,,,,
31.01.2020 14:00,16.7,766.6,766.9,-2.4,23,Wind blowing from the east,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,18.9,,,,,,30.0,-4.5,No precipitation,12,,,,
31.01.2020 11:00,15.1,769.0,769.3,,28,Wind blowing from the east-southeast,1,,4,no clouds, ,,,7.9,18.9,,,,,,30.0,-3.2,No precipitation,6,,,,
31.01.2020 08:00,9.5,768.4,768.7,1.9,50,Wind blowing from the west,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,,,,,,,29.0,-0.6,No precipitation,12,,,,
31.01.2020 05:00,8.5,766.5,766.8,,56,Wind blowing from the south,1,,4,, ,,,8.0,18.9,,,,,,28.0,0.2,No precipitation,6,,,,
31.01.2020 02:00,9.0,766.3,766.6,0.0,73,Wind blowing from the east-southeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,18.9,,,2500 or more  or no clouds.,,,17.0,4.4,No precipitation,12,,,,
30.01.2020 23:00,11.5,766.3,766.6,,66,Wind blowing from the west-southwest,1,,6,, ,,,8.3,18.9,,,,,,23.0,5.3,No precipitation,6,,,,
30.01.2020 20:00,12.0,766.0,766.3,1.2,59,Wind blowing from the east,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,18.9,,,,,,30.0,4.2,No precipitation,12,,,,
30.01.2020 17:00,18.7,764.8,765.1,,16,Wind blowing from the west,2,,6,no clouds, ,,,8.3,18.9,,,,,,30.0,-7.6,No precipitation,6,,,,
30.01.2020 14:00,17.4,765.1,765.4,-2.6,23,Wind blowing from the west,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,17.5,,,,,,30.0,-3.9,No precipitation,12,,,,
30.01.2020 11:00,14.4,767.7,768.0,,30,Wind blowing from the north-northeast,2,,5,no clouds, ,,,8.3,16.2,,,,,,30.0,-2.9,No precipitation,6,,,,
30.01.2020 08:00,9.2,767.6,767.9,1.8,44,Wind blowing from the south-west,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,,,,,,,30.0,-2.4,No precipitation,12,,,,
30.01.2020 05:00,9.5,765.8,766.1,,45,Wind blowing from the south-west,2,,4,, ,,,8.1,16.2,,,,,,30.0,-2.1,No precipitation,6,,,,
30.01.2020 02:00,9.9,766.0,766.3,0.1,54,Wind blowing from the south-west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,16.2,,,2500 or more  or no clouds.,,,30.0,1.0,No precipitation,12,,,,
29.01.2020 23:00,9.4,765.9,766.2,,74,Wind blowing from the west,1,,6,, ,,,8.1,16.2,,,,,,19.0,5.0,No precipitation,6,,,,
29.01.2020 20:00,11.6,765.3,765.6,1.0,65,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,16.2,,,,,,27.0,5.2,No precipitation,12,,,,
29.01.2020 17:00,15.3,764.3,764.6,,44,Wind blowing from the west,1,,6,no clouds, ,,,8.1,16.2,,,,,,30.0,3.1,No precipitation,6,,,,
29.01.2020 14:00,14.9,764.7,765.0,-2.4,39,Wind blowing from the north-northwest,2,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,15.3,,,1000-1500,,,30.0,1.0,No precipitation,12,,,,
29.01.2020 11:00,12.6,767.1,767.4,,44,Wind blowing from the west,2,,6,90  or more  but not 100%, ,,,8.1,13.4,,,,,,30.0,0.6,No precipitation,6,,,,
29.01.2020 08:00,8.9,766.9,767.2,1.2,55,Wind blowing from the west-southwest,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,13.4,,,2500 or more  or no clouds.,,,30.0,0.3,No precipitation,12,,,,
29.01.2020 05:00,8.2,765.7,766.0,,60,Wind blowing from the west,2,,6,, ,,,8.1,13.4,,,,,,30.0,0.9,No precipitation,6,,,,
29.01.2020 02:00,8.6,766.0,766.3,0.0,61,Wind blowing from the west-southwest,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,13.4,,,2500 or more  or no clouds.,,,30.0,1.5,No precipitation,12,,,,
28.01.2020 23:00,10.3,766.0,766.3,,57,Wind blowing from the south-southwest,2,,6,, ,,,10.2,13.4,,,,,,30.0,2.1,No precipitation,6,,,,
28.01.2020 20:00,11.5,765.4,765.7,1.4,58,Wind blowing from the south-west,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,13.4,,,2500 or more  or no clouds.,,,30.0,3.5,Trace of precipitation,12,,,,
28.01.2020 17:00,13.1,764.0,764.3,,56,Wind blowing from the west-southwest,1,,6,100%., ,,,10.2,14.9,,,600-1000,,,30.0,4.5,No precipitation,6,,,,
28.01.2020 14:00,12.9,763.5,763.8,-0.9,58,Wind blowing from the south-west,1,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,,,,600-1000,,,30.0,4.8,Trace of precipitation,12,,,,
28.01.2020 11:00,11.3,764.4,764.7,,63,Wind blowing from the west,2,,5,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,,,,,,,30.0,4.5,Trace of precipitation,6,,,,
28.01.2020 08:00,10.3,764.6,764.9,1.9,67,Wind blowing from the west-southwest,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,,,,600-1000,,,30.0,4.4,Trace of precipitation,12,,,,
28.01.2020 05:00,10.6,762.7,763.0,,63,Wind blowing from the west-southwest,2,,5,, ,,,9.8,16.7,,,,,,30.0,3.8,No precipitation,6,,,,
28.01.2020 02:00,10.9,764.2,764.5,0.4,61,Wind blowing from the west-southwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,16.7,,,2500 or more  or no clouds.,,,30.0,3.6,Trace of precipitation,12,,,,
27.01.2020 23:00,11.6,763.8,764.1,,60,Wind blowing from the south-west,1,,7,, ,,,9.8,16.7,,,,,,30.0,4.1,Trace of precipitation,6,,,,
27.01.2020 20:00,12.6,763.3,763.6,1.9,60,Wind blowing from the west,1,,7,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,16.7,,,2500 or more  or no clouds.,,,30.0,5.0,No precipitation,12,,,,
27.01.2020 17:00,14.9,761.4,761.7,,50,Wind blowing from the west,2,,7,90  or more  but not 100%, ,,,9.8,18.4,,,,,,30.0,4.5,No precipitation,6,,,,
27.01.2020 14:00,15.9,761.2,761.5,-2.4,47,Wind blowing from the west-southwest,2,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,18.4,,,1000-1500,,,30.0,4.6,No precipitation,12,,,,
27.01.2020 11:00,13.8,763.6,763.9,,51,Wind blowing from the south-southwest,2,,7,70 – 80%., ,,,9.8,18.4,,,600-1000,,,30.0,3.8,No precipitation,6,,,,
27.01.2020 08:00,10.2,763.3,763.6,1.8,67,Wind blowing from the west,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,18.4,,,,,,30.0,4.3,No precipitation,12,,,,
27.01.2020 05:00,10.2,761.5,761.8,,71,Wind blowing from the west-southwest,2,,7,, ,,,10.2,18.4,,,,,,30.0,5.1,No precipitation,6,,,,
27.01.2020 02:00,11.1,761.4,761.7,-1.0,71,Wind blowing from the west,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,18.4,,,2500 or more  or no clouds.,,,30.0,6.0,No precipitation,12,,,,
26.01.2020 23:00,12.7,762.4,762.7,,73,Wind blowing from the west,2,,7,, ,,,12.7,18.4,,,,,,30.0,7.9,No precipitation,6,,,,
26.01.2020 20:00,14.7,761.8,762.1,2.6,73,Wind blowing from the west-northwest,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,18.4,,,2500 or more  or no clouds.,,,30.0,9.9,7.0,12,,,,
26.01.2020 17:00,18.1,759.2,759.5,,74,Wind blowing from the west-northwest,2,,7,90  or more  but not 100%, ,,,13.6,18.3,,,,,,30.0,13.4,7.0,6,,,,
26.01.2020 14:00,17.2,760.3,760.6,-2.3,83,Wind blowing from the south-southeast,2,,7,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,20.5,,,600-1000,,,30.0,14.2,36.0,12,,,,
26.01.2020 11:00,14.2,762.6,762.9,,97,Wind blowing from the west,3,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.2,,,,600-1000,,,11.0,13.7,2.0,6,,,,
26.01.2020 08:00,16.6,760.5,760.8,0.1,98,Wind blowing from the east,1,,7,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.9,,,,600-1000,,,30.0,16.2,58.0,12,,,,
26.01.2020 05:00,16.0,760.4,760.7,,97,Wind blowing from the east-southeast,2,,7,,Rain  not freezing  intermittent  slight at time of observation. ,,,15.9,,,,,,,13.0,15.6,55.0,6,,,,
26.01.2020 02:00,16.4,760.0,760.3,,98,Wind blowing from the east-northeast,2,,7,,Rain  not freezing  intermittent  heavy at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.4,21.8,,,2500 or more  or no clouds.,,,0.5,16.0,38.0,12,,,,
25.01.2020 23:00,16.8,761.8,762.1,,97,Wind blowing from the east,2,,7,,Rain  not freezing  intermittent  moderate at time of observation. ,,,16.7,21.8,,,,,,5.0,16.3,10.0,6,,,,
25.01.2020 20:00,16.8,762.3,762.6,,97,Wind blowing from the east,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.7,21.8,,,600-1000,,,4.3,16.3,9.0,12,,,,
